sigma,snr,model,f1_mean,f1_std,mse_mean,mse_std,tpr_mean,tpr_std,fdr_mean,fdr_std,precision_mean,precision_std,recall_mean,recall_std,r2_mean,r2_std
0.5,2.0,AdaptiveFlippedLassoCV,0.8559,0.0241,0.343,0.0238,1.0,0.0,0.2378,0.0382,0.7622,0.0382,1.0,0.0,0.9956,0.0004
1.0,1.0,AdaptiveFlippedLassoCV,0.8411,0.0243,1.2098,0.0907,1.0,0.0,0.267,0.0355,0.733,0.0355,1.0,0.0,0.9847,0.0016
2.0,0.5,AdaptiveFlippedLassoCV,0.7244,0.0445,5.0006,0.3621,0.989,0.0099,0.4227,0.0549,0.5773,0.0549,0.989,0.0099,0.9389,0.0067
5.0,0.2,AdaptiveFlippedLassoCV,0.5116,0.0684,31.8425,2.6748,0.666,0.0674,0.5764,0.0687,0.4236,0.0687,0.666,0.0674,0.6861,0.0343
10.0,0.1,AdaptiveFlippedLassoCV,0.3345,0.0573,117.1841,9.5823,0.357,0.051,0.6676,0.0742,0.3324,0.0742,0.357,0.051,0.3197,0.0554
