sigma,snr,repeat,model,algo,use_cv,mse,r2,f1,tpr,fdr,precision,recall,sparsity,n_selected,fold,train_time,best_gamma,best_alpha,best_lambda_ridge,cv_score
0.5,2.0,0,AFL-CV-EN (ElasticNet),adaptive_flipped_lasso_cv_en,True,0.2783107426636003,0.9971413556872779,0.975609756097561,1.0,0.047619047619047616,0.9523809523809523,1.0,0.958,21,0,1.5911426544189453,1.0,0.006180745089179155,0.1,-0.7061434586303397
0.5,2.0,0,AdaptiveLassoCV (fixed),adaptive_lasso_cv,True,0.6964047848386379,0.9928469395091309,0.9302325581395349,1.0,0.13043478260869565,0.8695652173913043,1.0,0.954,23,0,5.365676403045654,2.0,0.007880462815669913,,-0.31522705444964233
0.5,2.0,1,AFL-CV-EN (ElasticNet),adaptive_flipped_lasso_cv_en,True,0.3533251368716436,0.9955353474554678,1.0,1.0,0.0,1.0,1.0,0.96,20,0,1.5489270687103271,1.0,0.00879223675149363,0.1,-0.5400936373809497
0.5,2.0,1,AdaptiveLassoCV (fixed),adaptive_lasso_cv,True,0.46623754043933047,0.9941085747826793,0.9523809523809523,1.0,0.09090909090909091,0.9090909090909091,1.0,0.956,22,0,5.262237310409546,2.0,0.005298316906283712,,-0.3273318858465767
0.5,2.0,2,AFL-CV-EN (ElasticNet),adaptive_flipped_lasso_cv_en,True,0.29671545817590833,0.9956005743715782,0.9523809523809523,1.0,0.09090909090909091,0.9090909090909091,1.0,0.956,22,0,1.5523347854614258,0.3,0.0449097279954238,0.1,-1.726540397997032
0.5,2.0,2,AdaptiveLassoCV (fixed),adaptive_lasso_cv,True,1.7279275503838782,0.974379869535789,0.888888888888889,1.0,0.2,0.8,1.0,0.95,25,0,5.190130710601807,2.0,0.007880462815669913,,-0.3381685561197283
0.5,2.0,3,AFL-CV-EN (ElasticNet),adaptive_flipped_lasso_cv_en,True,0.4005774235457345,0.9951254562879275,0.9090909090909091,1.0,0.16666666666666666,0.8333333333333334,1.0,0.952,24,0,1.5594196319580078,0.3,0.024158736194676098,0.1,-0.4134877396564284
0.5,2.0,3,AdaptiveLassoCV (fixed),adaptive_lasso_cv,True,0.3936737214996367,0.9952094660084478,0.9302325581395349,1.0,0.13043478260869565,0.8695652173913043,1.0,0.954,23,0,5.007960796356201,2.0,0.007880462815669913,,-0.3284931165135396
0.5,2.0,4,AFL-CV-EN (ElasticNet),adaptive_flipped_lasso_cv_en,True,0.33600139491033204,0.9945066633697102,1.0,1.0,0.0,1.0,1.0,0.96,20,0,1.556175947189331,1.0,0.006246528007685787,0.1,-1.1886035439471092
0.5,2.0,4,AdaptiveLassoCV (fixed),adaptive_lasso_cv,True,1.2435647933672243,0.9796687747877773,0.975609756097561,1.0,0.047619047619047616,0.9523809523809523,1.0,0.958,21,0,4.879960536956787,2.0,0.007880462815669913,,-0.2652144553554361
2.0,0.5,0,AFL-CV-EN (ElasticNet),adaptive_flipped_lasso_cv_en,True,5.174521908083923,0.9488144859804465,0.7906976744186046,0.85,0.2608695652173913,0.7391304347826086,0.85,0.954,23,0,2.087724447250366,1.0,0.04807300572601976,0.1,-5.812380027477563
2.0,0.5,0,AdaptiveLassoCV (fixed),adaptive_lasso_cv,True,6.069509319305516,0.9399614186829944,0.7906976744186046,0.85,0.2608695652173913,0.7391304347826086,0.85,0.954,23,0,12.271382570266724,1.0,0.12689610031679233,,-5.609556283296897
