sigma,snr,repeat,model,algo,use_cv,mse,r2,f1,tpr,fdr,precision,recall,sparsity,n_selected,fold,train_time,best_gamma,best_alpha,best_lambda_ridge,cv_score
0.5,2.0,0,AdaptiveFlippedLassoCV,adaptive_flipped_lasso_cv,True,0.2943271071553722,0.9814170450778991,0.9523809523809523,1.0,0.09090909090909091,0.9090909090909091,1.0,0.978,11,0,5.241279602050781,1.0,0.0171093385292603,0.5,-0.28345321430763715
0.5,2.0,1,AdaptiveFlippedLassoCV,adaptive_flipped_lasso_cv,True,0.4199687084628162,0.9648465508810538,0.7407407407407407,1.0,0.4117647058823529,0.5882352941176471,1.0,0.966,17,0,4.724708557128906,1.0,0.013719404255725794,0.5,-0.29180658740978355
0.5,2.0,2,AdaptiveFlippedLassoCV,adaptive_flipped_lasso_cv,True,0.20196131096426548,0.9872681917742699,0.6451612903225806,1.0,0.5238095238095238,0.47619047619047616,1.0,0.958,21,0,4.696909189224243,0.7,0.015707863753444726,0.5,-0.2824292226269074
0.5,2.0,3,AdaptiveFlippedLassoCV,adaptive_flipped_lasso_cv,True,0.2743499383100542,0.9822851248202249,0.9090909090909091,1.0,0.16666666666666666,0.8333333333333334,1.0,0.976,12,0,4.906482458114624,1.0,0.01932936293146462,10.0,-0.3301950634043031
0.5,2.0,4,AdaptiveFlippedLassoCV,adaptive_flipped_lasso_cv,True,0.19159327917371352,0.9897178936888159,1.0,1.0,0.0,1.0,1.0,0.98,10,0,4.794808387756348,1.0,0.021287968918375096,0.5,-0.5087859647288261
1.0,1.0,0,AdaptiveFlippedLassoCV,adaptive_flipped_lasso_cv,True,1.0551352494788346,0.9362299995215904,0.5,1.0,0.6666666666666666,0.3333333333333333,1.0,0.94,30,0,6.199598789215088,0.7,0.03344376479818465,10.0,-1.107235613176902
1.0,1.0,1,AdaptiveFlippedLassoCV,adaptive_flipped_lasso_cv,True,1.6229094570004297,0.8725752249439478,0.7407407407407407,1.0,0.4117647058823529,0.5882352941176471,1.0,0.966,17,0,5.935164451599121,1.0,0.035254661881369206,2.0,-1.0958895008230394
1.0,1.0,2,AdaptiveFlippedLassoCV,adaptive_flipped_lasso_cv,True,0.7511160453578413,0.9554073792700459,0.6666666666666666,1.0,0.5,0.5,1.0,0.96,20,0,5.738330841064453,1.0,0.021226003912250904,0.5,-1.0090262730895794
1.0,1.0,3,AdaptiveFlippedLassoCV,adaptive_flipped_lasso_cv,True,0.9599388644490988,0.9372690685528973,0.9090909090909091,1.0,0.16666666666666666,0.8333333333333334,1.0,0.976,12,0,6.075135946273804,1.0,0.05062180493005622,10.0,-1.3154922208107394
1.0,1.0,4,AdaptiveFlippedLassoCV,adaptive_flipped_lasso_cv,True,0.709980599610238,0.9625836624625068,0.9523809523809523,1.0,0.09090909090909091,0.9090909090909091,1.0,0.978,11,0,6.025554180145264,1.0,0.040232615228902736,0.5,-1.4461076844899685
