sigma,snr,model,f1_mean,f1_std,mse_mean,mse_std,tpr_mean,tpr_std,fdr_mean,fdr_std,precision_mean,precision_std,recall_mean,recall_std,r2_mean,r2_std
0.5,2.0,AdaptiveFlippedLassoCV,0.8495,0.1503,0.2764,0.0917,1.0,0.0,0.2386,0.2209,0.7614,0.2209,1.0,0.0,0.9811,0.0097
1.0,1.0,AdaptiveFlippedLassoCV,0.7538,0.1842,1.0198,0.3663,1.0,0.0,0.3672,0.2376,0.6328,0.2376,1.0,0.0,0.9328,0.0356
2.0,0.5,AdaptiveFlippedLassoCV,0.701,0.1195,4.0522,1.4384,1.0,0.0,0.4496,0.1466,0.5504,0.1466,1.0,0.0,0.7736,0.1018
5.0,0.2,AdaptiveFlippedLassoCV,0.454,0.1165,26.6607,8.5715,0.8,0.0707,0.6638,0.1477,0.3362,0.1477,0.8,0.0707,0.2745,0.1586
10.0,0.1,AdaptiveFlippedLassoCV,0.1759,0.2281,98.7181,29.1499,0.16,0.2074,0.3986,0.4048,0.2014,0.2554,0.16,0.2074,0.0403,0.1163
