sigma,snr,model,f1_mean,f1_std,mse_mean,mse_std,tpr_mean,tpr_std,fdr_mean,fdr_std,precision_mean,precision_std,recall_mean,recall_std,r2_mean,r2_std
0.5,2.0,AdaptiveFlippedLassoCV,0.9073,0.0812,0.3719,0.0389,1.0,0.0,0.1459,0.1101,0.8541,0.1101,1.0,0.0,0.9972,0.0005
1.0,1.0,AdaptiveFlippedLassoCV,0.9109,0.0616,1.2115,0.0667,1.0,0.0,0.1476,0.0915,0.8524,0.0915,1.0,0.0,0.991,0.001
2.0,0.5,AdaptiveFlippedLassoCV,0.8973,0.0411,4.6527,0.3052,0.999,0.0032,0.1757,0.0657,0.8243,0.0657,0.999,0.0032,0.9662,0.0036
5.0,0.2,AdaptiveFlippedLassoCV,0.7156,0.076,29.1751,1.9735,0.794,0.0372,0.3219,0.1023,0.6781,0.1023,0.794,0.0372,0.8167,0.0156
10.0,0.1,AdaptiveFlippedLassoCV,0.5288,0.0554,112.8214,8.4996,0.528,0.0405,0.4392,0.0867,0.5608,0.0867,0.528,0.0405,0.5164,0.0301
