sigma,snr,model,f1_mean,f1_std,mse_mean,mse_std,tpr_mean,tpr_std,fdr_mean,fdr_std,precision_mean,precision_std,recall_mean,recall_std,r2_mean,r2_std
0.5,2.0,AdaptiveFlippedLassoCV,0.8496,0.0471,0.3387,0.042,1.0,0.0,0.2592,0.07,0.7408,0.07,1.0,0.0,0.9955,0.001
1.0,1.0,AdaptiveFlippedLassoCV,0.8145,0.0382,1.2358,0.1634,1.0,0.0,0.3116,0.0532,0.6884,0.0532,1.0,0.0,0.9837,0.0039
2.0,0.5,AdaptiveFlippedLassoCV,0.703,0.1326,5.2436,0.4883,0.98,0.0274,0.4385,0.1517,0.5615,0.1517,0.98,0.0274,0.9341,0.0141
5.0,0.2,AdaptiveFlippedLassoCV,0.542,0.0602,31.1626,3.1128,0.69,0.0418,0.5521,0.0666,0.4479,0.0666,0.69,0.0418,0.6947,0.0633
10.0,0.1,AdaptiveFlippedLassoCV,0.328,0.0786,116.6558,16.8637,0.37,0.1037,0.6942,0.1012,0.3058,0.1012,0.37,0.1037,0.3551,0.093
