idx,params_lambda_ridge,params_lambda_,params_gamma,mse,r2,f1,tpr,fdr,precision,recall,sparsity,n_selected,fold,train_time
0,10.0,1.0,0.5,3.750828639591666,0.9813533992350949,0.9622411923489631,0.9990000000000001,0.07053265575004705,0.9294673442499528,0.9990000000000001,0.9568800000000001,21.56,24.5,0.016293764114379883
