idx,repeat,params_sigma,mse,r2,f1,tpr,fdr,precision,recall,sparsity,n_selected,fold,train_time
7,18,3.0,12.031874677712006,0.944440589496729,0.6206896551724138,0.9,0.5263157894736842,0.4736842105263157,0.9,0.924,38,18,0.0240619182586669
7,16,3.0,17.51346195736859,0.9324566765672352,0.6101694915254238,0.9,0.5384615384615384,0.4615384615384615,0.9,0.922,39,16,0.0231344699859619
7,17,3.0,14.975942628821723,0.9233716802245688,0.6101694915254238,0.9,0.5384615384615384,0.4615384615384615,0.9,0.922,39,17,0.0259652137756347
7,14,3.0,10.09289099045342,0.9504505903698172,0.6,0.9,0.55,0.45,0.9,0.92,40,14,0.0285272598266601
7,3,3.0,15.40445129720482,0.9241008416864508,0.5901639344262295,0.9,0.5609756097560976,0.4390243902439024,0.9,0.918,41,3,0.025141954421997
7,12,3.0,10.217656278872324,0.9578526088410784,0.5846153846153845,0.95,0.5777777777777777,0.4222222222222222,0.95,0.91,45,12,0.0331702232360839
7,0,3.0,11.723880360180203,0.9449450411966912,0.5762711864406781,0.85,0.5641025641025641,0.4358974358974359,0.85,0.922,39,0,0.0300033092498779
7,13,3.0,11.190748806090705,0.9543486724636836,0.5671641791044776,0.95,0.5957446808510638,0.4042553191489361,0.95,0.906,47,13,0.0276210308074951
7,10,3.0,11.493914852472722,0.9079517264533984,0.5625000000000001,0.9,0.5909090909090909,0.4090909090909091,0.9,0.912,44,10,0.0261907577514648
7,6,3.0,12.600879818215038,0.9343633270713614,0.5428571428571428,0.95,0.62,0.38,0.95,0.9,50,6,0.0328705310821533
7,19,3.0,14.00327911561788,0.9480570251840728,0.5396825396825397,0.85,0.6046511627906976,0.3953488372093023,0.85,0.914,43,19,0.0299701690673828
7,5,3.0,16.249399192390122,0.9266834127373916,0.523076923076923,0.85,0.6222222222222222,0.3777777777777777,0.85,0.91,45,5,0.03121018409729
7,1,3.0,12.5337551180596,0.9375494387688376,0.4722222222222222,0.85,0.6730769230769231,0.3269230769230769,0.85,0.896,52,1,0.0340642929077148
7,2,3.0,15.037415935150328,0.9306201253937418,0.4477611940298508,0.75,0.6808510638297872,0.3191489361702128,0.75,0.906,47,2,0.0323767662048339
