sigma,prior_mode,f1_mean,f1_std,tpr_mean,tpr_std,fdr_mean,fdr_std,mse_mean,mse_std,n_selected_mean,n_selected_std,best_alpha,best_gamma
0.5,per_fold,0.8488691708567486,0.03842346226591994,1.0,0.0,0.26104332449160034,0.0574800238172658,0.3471417569614329,0.04335151927361849,27.2,2.16794833886788,0.026064241539575657,1.0
0.5,unified,0.7709750566893424,0.13723448929819268,1.0,0.0,0.3580773249738767,0.16401277352225496,0.33531189271652245,0.025984308961877575,33.6,12.116104984688768,0.018909557151895993,1.0
2.0,per_fold,0.7517529502971831,0.07626259652483597,0.9800000000000001,0.02738612787525833,0.384253003003003,0.10355803265948509,5.153765559620235,0.5207361389038484,32.6,5.856620185738529,0.11079677955485259,1.0
2.0,unified,0.6091341991341992,0.13075245014752054,0.99,0.022360679774997918,0.5484356725146199,0.1450975296387946,4.968033420746526,0.4254333487576748,47.4,14.205632685663812,0.03927642549460654,1.0
10.0,per_fold,0.3387785435797278,0.06697774516463074,0.38,0.09082951062292476,0.6834632146292445,0.0930160282717439,116.59191999697,16.60173257591947,25.0,6.324555320336759,1.011076756700083,0.3
10.0,unified,0.23756977830463216,0.122511117401973,0.35,0.07071067811865477,0.7865487806065056,0.17286370191688868,140.91138999507703,52.57892232263527,52.0,37.94074327158075,0.3531051009215288,1.0
