sigma,snr,model,f1_mean,f1_std,mse_mean,mse_std,tpr_mean,tpr_std,fdr_mean,fdr_std,precision_mean,precision_std,recall_mean,recall_std,r2_mean,r2_std
0.5,2.0,AdaptiveFlippedLassoCV,0.8985,0.0668,0.6253,0.1192,1.0,0.0,0.1673,0.0983,0.8327,0.0983,1.0,0.0,0.9963,0.0007
1.0,1.0,AdaptiveFlippedLassoCV,0.9144,0.0562,1.4857,0.148,1.0,0.0,0.1486,0.089,0.8514,0.089,1.0,0.0,0.9914,0.001
2.0,0.5,AdaptiveFlippedLassoCV,0.8895,0.0517,4.9768,0.2789,1.0,0.0,0.1906,0.08,0.8094,0.08,1.0,0.0,0.9716,0.0027
5.0,0.2,AdaptiveFlippedLassoCV,0.8224,0.0564,30.8847,1.5407,0.986,0.0151,0.2839,0.0844,0.7161,0.0844,0.986,0.0151,0.8414,0.016
10.0,0.1,AdaptiveFlippedLassoCV,0.5896,0.077,133.7093,10.0381,0.766,0.0562,0.4973,0.0992,0.5027,0.0992,0.766,0.0562,0.4963,0.0614
