sigma,snr,model,f1_mean,f1_std,mse_mean,mse_std,tpr_mean,tpr_std,fdr_mean,fdr_std,precision_mean,precision_std,recall_mean,recall_std,r2_mean,r2_std
0.5,2.0,AdaptiveFlippedLassoCV,0.8704,0.0299,0.6156,0.111,1.0,0.0,0.2285,0.0471,0.7715,0.0471,1.0,0.0,0.997,0.0007
1.0,1.0,AdaptiveFlippedLassoCV,0.8375,0.0258,1.4673,0.327,1.0,0.0,0.279,0.0379,0.721,0.0379,1.0,0.0,0.9929,0.0017
2.0,0.5,AdaptiveFlippedLassoCV,0.8613,0.0554,5.026,1.1463,1.0,0.0,0.2404,0.0851,0.7596,0.0851,1.0,0.0,0.9758,0.0057
5.0,0.2,AdaptiveFlippedLassoCV,0.6922,0.0814,31.727,7.7829,0.99,0.0224,0.4633,0.0975,0.5367,0.0975,0.99,0.0224,0.8595,0.0351
10.0,0.1,AdaptiveFlippedLassoCV,0.5285,0.1234,139.8436,27.1486,0.84,0.0652,0.6014,0.1325,0.3986,0.1325,0.84,0.0652,0.5299,0.0852
