sigma,snr,repeat,model,algo,use_cv,mse,r2,f1,tpr,fdr,precision,recall,sparsity,n_selected,selection_f1,selection_accuracy,fold,train_time,best_alpha,best_lambda_ridge,sign_accuracy,best_gamma,cv_score
0.5,2.0,0,"PFLRegressorCV (BAFL, gamma=1.0, cap=10.0)",pfl_regressor_cv,True,0.29308201000136674,-0.02072329875661283,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.98,0,3.0431888103485107,0.11115209150540324,100.0,0.45,,
0.5,2.0,1,"PFLRegressorCV (BAFL, gamma=1.0, cap=10.0)",pfl_regressor_cv,True,0.15488569723315967,-0.02076155302953464,0.0,0.0,1.0,0.0,0.0,0.996,4,0.0,0.976,0,2.8574445247650146,0.08513395037086342,100.0,0.3,,
0.5,2.0,2,"PFLRegressorCV (BAFL, gamma=1.0, cap=10.0)",pfl_regressor_cv,True,0.24600940194198714,-0.012344449098830923,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.98,0,3.2987630367279053,0.10536865133257685,100.0,0.35,,
0.5,2.0,3,"PFLRegressorCV (BAFL, gamma=1.0, cap=10.0)",pfl_regressor_cv,True,0.2323412350068425,-0.0017860029602607685,0.0,0.0,1.0,0.0,0.0,0.999,1,0.0,0.979,0,3.606297731399536,0.119728481493032,100.0,0.5,,
0.5,2.0,4,"PFLRegressorCV (BAFL, gamma=1.0, cap=10.0)",pfl_regressor_cv,True,0.2145156618362294,-0.0023193622806101377,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.98,0,4.963704347610474,0.11747295020219266,100.0,0.45,,
0.5,2.0,5,"PFLRegressorCV (BAFL, gamma=1.0, cap=10.0)",pfl_regressor_cv,True,0.30207785261799025,-0.01686915327768057,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.98,0,3.260220527648926,0.2477426603143635,100.0,0.45,,
0.5,2.0,6,"PFLRegressorCV (BAFL, gamma=1.0, cap=10.0)",pfl_regressor_cv,True,0.1731463567221438,-0.0012687584001254137,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.98,0,4.080880880355835,0.11101814142392902,100.0,0.55,,
0.5,2.0,7,"PFLRegressorCV (BAFL, gamma=1.0, cap=10.0)",pfl_regressor_cv,True,0.29403157164109683,-0.05986204507924153,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.98,0,3.3755552768707275,0.15219531130649783,100.0,0.4,,
0.5,2.0,8,"PFLRegressorCV (BAFL, gamma=1.0, cap=10.0)",pfl_regressor_cv,True,0.22281428837095815,0.0012904140202381065,0.0,0.0,1.0,0.0,0.0,0.999,1,0.0,0.979,0,4.032415390014648,0.1036265207866813,100.0,0.45,,
0.5,2.0,9,"PFLRegressorCV (BAFL, gamma=1.0, cap=10.0)",pfl_regressor_cv,True,0.2569120174240352,-0.04006222328450071,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.98,0,3.749953508377075,0.16276696679083283,100.0,0.35,,
0.5,2.0,10,"PFLRegressorCV (BAFL, gamma=1.0, cap=10.0)",pfl_regressor_cv,True,0.30561161443586116,-0.0006859548362232459,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.98,0,3.519437789916992,0.10791177172831845,100.0,0.65,,
0.5,2.0,11,"PFLRegressorCV (BAFL, gamma=1.0, cap=10.0)",pfl_regressor_cv,True,0.2548109645919759,-0.05385011814974128,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.98,0,3.5773894786834717,0.13397058124474093,100.0,0.5,,
0.5,2.0,12,"PFLRegressorCV (BAFL, gamma=1.0, cap=10.0)",pfl_regressor_cv,True,0.20110761658028647,-0.0015382409936974817,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.98,0,4.086641550064087,0.13540731036428574,100.0,0.4,,
0.5,2.0,13,"PFLRegressorCV (BAFL, gamma=1.0, cap=10.0)",pfl_regressor_cv,True,0.2628705157977077,-0.03100186839759833,0.0,0.0,1.0,0.0,0.0,0.989,11,0.0,0.969,0,3.3667798042297363,0.05256676853511243,100.0,0.55,,
0.5,2.0,14,"PFLRegressorCV (BAFL, gamma=1.0, cap=10.0)",pfl_regressor_cv,True,0.25542106000895776,-0.020393390096267394,0.0,0.0,1.0,0.0,0.0,0.999,1,0.0,0.979,0,3.633589506149292,0.0981419295441355,100.0,0.55,,
0.5,2.0,15,"PFLRegressorCV (BAFL, gamma=1.0, cap=10.0)",pfl_regressor_cv,True,0.20975056426501085,-0.032942418603430834,0.0,0.0,1.0,0.0,0.0,0.999,1,0.0,0.979,0,3.9247090816497803,0.09263076213812056,100.0,0.4,,
0.5,2.0,16,"PFLRegressorCV (BAFL, gamma=1.0, cap=10.0)",pfl_regressor_cv,True,0.18624123950654162,-0.0001119788891816853,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.98,0,3.074399471282959,0.14227755504381806,100.0,0.4,,
