sigma,snr,repeat,lambda_ridge,lambda_,gamma,mse,r2,f1,tpr,fdr,precision,recall,sparsity,n_selected,fold,train_time
0.7,1.4285714285714286,10,1.0,1.0,0.5,0.9468226258659712,0.9896955303455952,0.9302325581395349,1.0,0.13043478260869565,0.8695652173913043,1.0,0.954,23,0,0.02406930923461914
0.7,1.4285714285714286,11,1.0,1.0,0.5,1.2810470172706647,0.9879858566723531,0.9523809523809523,1.0,0.09090909090909091,0.9090909090909091,1.0,0.956,22,0,0.00959467887878418
0.7,1.4285714285714286,12,1.0,1.0,0.5,0.8308597056652808,0.9860731836856191,0.9523809523809523,1.0,0.09090909090909091,0.9090909090909091,1.0,0.956,22,0,0.009882211685180664
0.7,1.4285714285714286,13,1.0,1.0,0.5,1.4840372489736462,0.9663397504472035,0.975609756097561,1.0,0.047619047619047616,0.9523809523809523,1.0,0.958,21,0,0.009573221206665039
0.7,1.4285714285714286,14,1.0,1.0,0.5,1.255226927106745,0.985520579198682,0.9302325581395349,1.0,0.13043478260869565,0.8695652173913043,1.0,0.954,23,0,0.010109186172485352
0.7,1.4285714285714286,15,1.0,1.0,0.5,1.1828215753951332,0.9824423240997745,0.9523809523809523,1.0,0.09090909090909091,0.9090909090909091,1.0,0.956,22,0,0.009731054306030273
0.7,1.4285714285714286,16,1.0,1.0,0.5,0.7621465255341323,0.987297269673561,0.975609756097561,1.0,0.047619047619047616,0.9523809523809523,1.0,0.958,21,0,0.00988316535949707
0.7,1.4285714285714286,17,1.0,1.0,0.5,1.1963721433938679,0.9779998276017647,0.975609756097561,1.0,0.047619047619047616,0.9523809523809523,1.0,0.958,21,0,0.00984954833984375
0.7,1.4285714285714286,18,1.0,1.0,0.5,0.9040190477788009,0.988054486092999,1.0,1.0,0.0,1.0,1.0,0.96,20,0,0.009405374526977539
0.7,1.4285714285714286,19,1.0,1.0,0.5,1.5567433056368867,0.985398205536442,0.975609756097561,1.0,0.047619047619047616,0.9523809523809523,1.0,0.958,21,0,0.009907007217407227
0.7,1.4285714285714286,20,1.0,1.0,0.5,1.2554338673066707,0.9836823259557211,1.0,1.0,0.0,1.0,1.0,0.96,20,0,0.009777069091796875
0.7,1.4285714285714286,21,1.0,1.0,0.5,1.1024233989108079,0.9797651646123412,0.975609756097561,1.0,0.047619047619047616,0.9523809523809523,1.0,0.958,21,0,0.009890079498291016
0.7,1.4285714285714286,22,1.0,1.0,0.5,0.9067197099814707,0.9884841603657762,0.975609756097561,1.0,0.047619047619047616,0.9523809523809523,1.0,0.958,21,0,0.010117292404174805
0.7,1.4285714285714286,23,1.0,1.0,0.5,1.0161237104608913,0.9871482983990951,0.9523809523809523,1.0,0.09090909090909091,0.9090909090909091,1.0,0.956,22,0,0.009311914443969727
0.7,1.4285714285714286,24,1.0,1.0,0.5,1.3302839162797562,0.9836890625109554,0.975609756097561,1.0,0.047619047619047616,0.9523809523809523,1.0,0.958,21,0,0.009132623672485352
0.7,1.4285714285714286,25,1.0,1.0,0.5,0.9947653814774854,0.9883179190639383,0.975609756097561,1.0,0.047619047619047616,0.9523809523809523,1.0,0.958,21,0,0.008949995040893555
0.7,1.4285714285714286,26,1.0,1.0,0.5,0.891642986915201,0.9866923526775064,0.9302325581395349,1.0,0.13043478260869565,0.8695652173913043,1.0,0.954,23,0,0.008976221084594727
0.7,1.4285714285714286,27,1.0,1.0,0.5,2.2548982895330214,0.9680886745963829,0.9302325581395349,1.0,0.13043478260869565,0.8695652173913043,1.0,0.954,23,0,0.009243249893188477
0.7,1.4285714285714286,28,1.0,1.0,0.5,1.5393671917921108,0.9787609741120021,0.9523809523809523,1.0,0.09090909090909091,0.9090909090909091,1.0,0.956,22,0,0.008975505828857422
0.7,1.4285714285714286,29,1.0,1.0,0.5,1.1956393806337924,0.9870616792582252,0.975609756097561,1.0,0.047619047619047616,0.9523809523809523,1.0,0.958,21,0,0.008911848068237305
0.7,1.4285714285714286,30,1.0,1.0,0.5,0.6321340426899485,0.990029517631043,0.9302325581395349,1.0,0.13043478260869565,0.8695652173913043,1.0,0.954,23,0,0.009338617324829102
0.7,1.4285714285714286,31,1.0,1.0,0.5,1.467319495731816,0.976154787997447,0.9523809523809523,1.0,0.09090909090909091,0.9090909090909091,1.0,0.956,22,0,0.009443044662475586
0.7,1.4285714285714286,32,1.0,1.0,0.5,1.7479682455155892,0.9763645671576573,0.9302325581395349,1.0,0.13043478260869565,0.8695652173913043,1.0,0.954,23,0,0.009469032287597656
0.7,1.4285714285714286,33,1.0,1.0,0.5,1.2412918727065434,0.9780309868183752,0.9302325581395349,1.0,0.13043478260869565,0.8695652173913043,1.0,0.954,23,0,0.008837699890136719
0.7,1.4285714285714286,34,1.0,1.0,0.5,0.9161290783771482,0.9900523713547665,0.975609756097561,1.0,0.047619047619047616,0.9523809523809523,1.0,0.958,21,0,0.008754968643188477
0.7,1.4285714285714286,35,1.0,1.0,0.5,0.9887936978512083,0.9870211761364398,0.975609756097561,1.0,0.047619047619047616,0.9523809523809523,1.0,0.958,21,0,0.008866310119628906
0.7,1.4285714285714286,36,1.0,1.0,0.5,0.8356640446003861,0.9884124315182338,0.9302325581395349,1.0,0.13043478260869565,0.8695652173913043,1.0,0.954,23,0,0.008981943130493164
0.7,1.4285714285714286,37,1.0,1.0,0.5,1.228044198060995,0.9881257245550396,0.9302325581395349,1.0,0.13043478260869565,0.8695652173913043,1.0,0.954,23,0,0.008799314498901367
0.7,1.4285714285714286,38,1.0,1.0,0.5,1.3274163579779612,0.9736330484743237,0.975609756097561,1.0,0.047619047619047616,0.9523809523809523,1.0,0.958,21,0,0.00878763198852539
0.7,1.4285714285714286,39,1.0,1.0,0.5,1.3990000780730578,0.9824296087857671,0.9523809523809523,1.0,0.09090909090909091,0.9090909090909091,1.0,0.956,22,0,0.008973360061645508
0.7,1.4285714285714286,40,1.0,1.0,0.5,1.057740145246294,0.9861524716087763,0.9523809523809523,1.0,0.09090909090909091,0.9090909090909091,1.0,0.956,22,0,0.009214162826538086
0.7,1.4285714285714286,41,1.0,1.0,0.5,4.466586347108722,0.9453730094703442,1.0,1.0,0.0,1.0,1.0,0.96,20,0,0.009267807006835938
0.7,1.4285714285714286,42,1.0,1.0,0.5,1.5851091695129778,0.9837646595057221,0.9523809523809523,1.0,0.09090909090909091,0.9090909090909091,1.0,0.956,22,0,0.009115457534790039
0.7,1.4285714285714286,43,1.0,1.0,0.5,1.0680312320275387,0.9865439239626601,0.9523809523809523,1.0,0.09090909090909091,0.9090909090909091,1.0,0.956,22,0,0.009147167205810547
0.7,1.4285714285714286,44,1.0,1.0,0.5,2.4051497914900875,0.9645417890244228,0.9090909090909091,1.0,0.16666666666666666,0.8333333333333334,1.0,0.952,24,0,0.009464263916015625
0.7,1.4285714285714286,45,1.0,1.0,0.5,1.3353012757298106,0.9839320643210593,0.975609756097561,1.0,0.047619047619047616,0.9523809523809523,1.0,0.958,21,0,0.011814117431640625
0.7,1.4285714285714286,46,1.0,1.0,0.5,1.893855462358219,0.9689992988409525,1.0,1.0,0.0,1.0,1.0,0.96,20,0,0.00985097885131836
0.7,1.4285714285714286,47,1.0,1.0,0.5,1.3134009930001542,0.9850280550748596,0.9523809523809523,1.0,0.09090909090909091,0.9090909090909091,1.0,0.956,22,0,0.010202169418334961
0.7,1.4285714285714286,48,1.0,1.0,0.5,1.0138455238601278,0.9855102570409064,1.0,1.0,0.0,1.0,1.0,0.96,20,0,0.009517908096313477
0.7,1.4285714285714286,49,1.0,1.0,0.5,1.2531722281197446,0.9788455792903835,0.9090909090909091,1.0,0.16666666666666666,0.8333333333333334,1.0,0.952,24,0,0.01049947738647461
1.0,1.0,0,1.0,1.0,0.5,1.531279716382623,0.981503350775976,0.9090909090909091,1.0,0.16666666666666666,0.8333333333333334,1.0,0.952,24,0,0.011536598205566406
1.0,1.0,1,1.0,1.0,0.5,1.9210982621154633,0.9808886775341599,0.9090909090909091,1.0,0.16666666666666666,0.8333333333333334,1.0,0.952,24,0,0.01184701919555664
1.0,1.0,2,1.0,1.0,0.5,1.8043277804664135,0.9723632322505079,0.8695652173913044,1.0,0.23076923076923078,0.7692307692307693,1.0,0.948,26,0,0.012062311172485352
1.0,1.0,3,1.0,1.0,0.5,1.8022679433557784,0.979310224644091,0.9302325581395349,1.0,0.13043478260869565,0.8695652173913043,1.0,0.954,23,0,0.01146554946899414
1.0,1.0,4,1.0,1.0,0.5,1.9729210581017556,0.9749987574471868,0.975609756097561,1.0,0.047619047619047616,0.9523809523809523,1.0,0.958,21,0,0.011609315872192383
1.0,1.0,5,1.0,1.0,0.5,2.109885067927385,0.9784185303912757,0.9523809523809523,1.0,0.09090909090909091,0.9090909090909091,1.0,0.956,22,0,0.012171506881713867
1.0,1.0,6,1.0,1.0,0.5,1.6682882759704094,0.9783061931415024,1.0,1.0,0.0,1.0,1.0,0.96,20,0,0.011987924575805664
1.0,1.0,7,1.0,1.0,0.5,2.524364610520663,0.9710891833555261,0.9523809523809523,1.0,0.09090909090909091,0.9090909090909091,1.0,0.956,22,0,0.011692047119140625
1.0,1.0,8,1.0,1.0,0.5,3.3676119187806317,0.9582411271022726,0.975609756097561,1.0,0.047619047619047616,0.9523809523809523,1.0,0.958,21,0,0.011285781860351562
1.0,1.0,9,1.0,1.0,0.5,2.596052949699976,0.9699763166286142,0.9090909090909091,1.0,0.16666666666666666,0.8333333333333334,1.0,0.952,24,0,0.012026309967041016
1.0,1.0,10,1.0,1.0,0.5,1.587492611812998,0.982740958843256,0.9090909090909091,1.0,0.16666666666666666,0.8333333333333334,1.0,0.952,24,0,0.012108564376831055
1.0,1.0,11,1.0,1.0,0.5,1.9310546210568253,0.9821815207502791,0.9302325581395349,1.0,0.13043478260869565,0.8695652173913043,1.0,0.954,23,0,0.011124372482299805
1.0,1.0,12,1.0,1.0,0.5,1.40624244958802,0.97639519339125,0.9523809523809523,1.0,0.09090909090909091,0.9090909090909091,1.0,0.956,22,0,0.011727094650268555
1.0,1.0,13,1.0,1.0,0.5,2.262547791265429,0.9500565299262494,0.975609756097561,1.0,0.047619047619047616,0.9523809523809523,1.0,0.958,21,0,0.011097192764282227
1.0,1.0,14,1.0,1.0,0.5,1.8892024313230116,0.978264768833434,0.9090909090909091,1.0,0.16666666666666666,0.8333333333333334,1.0,0.952,24,0,0.011688232421875
1.0,1.0,15,1.0,1.0,0.5,2.2683435730872343,0.9665668580865854,0.9302325581395349,1.0,0.13043478260869565,0.8695652173913043,1.0,0.954,23,0,0.011293411254882812
1.0,1.0,16,1.0,1.0,0.5,1.4172286211061165,0.976631361446948,0.9523809523809523,1.0,0.09090909090909091,0.9090909090909091,1.0,0.956,22,0,0.011956930160522461
1.0,1.0,17,1.0,1.0,0.5,1.9835954316183497,0.9633541961068317,0.9523809523809523,1.0,0.09090909090909091,0.9090909090909091,1.0,0.956,22,0,0.02167534828186035
1.0,1.0,18,1.0,1.0,0.5,1.4593598683219078,0.9805819930048608,1.0,1.0,0.0,1.0,1.0,0.96,20,0,0.011109113693237305
1.0,1.0,19,1.0,1.0,0.5,2.3996993714134707,0.9775489108820322,0.9523809523809523,1.0,0.09090909090909091,0.9090909090909091,1.0,0.956,22,0,0.011384010314941406
1.0,1.0,20,1.0,1.0,0.5,2.094104210121186,0.9728893350008878,0.975609756097561,1.0,0.047619047619047616,0.9523809523809523,1.0,0.958,21,0,0.011194944381713867
1.0,1.0,21,1.0,1.0,0.5,2.11466818251416,0.9624020227828766,0.975609756097561,1.0,0.047619047619047616,0.9523809523809523,1.0,0.958,21,0,0.011412620544433594
1.0,1.0,22,1.0,1.0,0.5,1.4224735758921094,0.981930799075398,0.975609756097561,1.0,0.047619047619047616,0.9523809523809523,1.0,0.958,21,0,0.011780023574829102
1.0,1.0,23,1.0,1.0,0.5,1.775459843631223,0.9778231938718231,0.9302325581395349,1.0,0.13043478260869565,0.8695652173913043,1.0,0.954,23,0,0.012046337127685547
1.0,1.0,24,1.0,1.0,0.5,1.9586176546509584,0.9764906077824461,0.9523809523809523,1.0,0.09090909090909091,0.9090909090909091,1.0,0.956,22,0,0.011481046676635742
1.0,1.0,25,1.0,1.0,0.5,1.7361410680450227,0.9797123097291369,0.9523809523809523,1.0,0.09090909090909091,0.9090909090909091,1.0,0.956,22,0,0.011341333389282227
1.0,1.0,26,1.0,1.0,0.5,1.664509730058066,0.9750592468842472,0.9090909090909091,1.0,0.16666666666666666,0.8333333333333334,1.0,0.952,24,0,0.011528730392456055
1.0,1.0,27,1.0,1.0,0.5,2.827665245009238,0.9602382834499538,0.9302325581395349,1.0,0.13043478260869565,0.8695652173913043,1.0,0.954,23,0,0.0118865966796875
1.0,1.0,28,1.0,1.0,0.5,2.2393257978282053,0.9691408522067128,0.9302325581395349,1.0,0.13043478260869565,0.8695652173913043,1.0,0.954,23,0,0.011146783828735352
1.0,1.0,29,1.0,1.0,0.5,1.9239056399677112,0.9793918878828112,0.975609756097561,1.0,0.047619047619047616,0.9523809523809523,1.0,0.958,21,0,0.01136326789855957
1.0,1.0,30,1.0,1.0,0.5,1.2042250759953717,0.9807403530409136,0.9302325581395349,1.0,0.13043478260869565,0.8695652173913043,1.0,0.954,23,0,0.01183938980102539
1.0,1.0,31,1.0,1.0,0.5,1.8871717996885562,0.9697005079414335,0.8695652173913044,1.0,0.23076923076923078,0.7692307692307693,1.0,0.948,26,0,0.011878728866577148
1.0,1.0,32,1.0,1.0,0.5,2.8319855704784587,0.9623404677432678,0.9302325581395349,1.0,0.13043478260869565,0.8695652173913043,1.0,0.954,23,0,0.011811494827270508
1.0,1.0,33,1.0,1.0,0.5,2.0787042219590806,0.964110952879671,0.9302325581395349,1.0,0.13043478260869565,0.8695652173913043,1.0,0.954,23,0,0.011328458786010742
1.0,1.0,34,1.0,1.0,0.5,1.6017889198917372,0.9826467203393539,0.9302325581395349,1.0,0.13043478260869565,0.8695652173913043,1.0,0.954,23,0,0.011456489562988281
1.0,1.0,35,1.0,1.0,0.5,1.648482567698332,0.9782463493762441,0.975609756097561,1.0,0.047619047619047616,0.9523809523809523,1.0,0.958,21,0,0.011369943618774414
1.0,1.0,36,1.0,1.0,0.5,1.5181046450493805,0.978811593238169,0.888888888888889,1.0,0.2,0.8,1.0,0.95,25,0,0.011596918106079102
1.0,1.0,37,1.0,1.0,0.5,2.128743876600117,0.9794969136166276,0.9302325581395349,1.0,0.13043478260869565,0.8695652173913043,1.0,0.954,23,0,0.011395931243896484
1.0,1.0,38,1.0,1.0,0.5,1.7601760721549649,0.9647609413662193,0.975609756097561,1.0,0.047619047619047616,0.9523809523809523,1.0,0.958,21,0,0.011441230773925781
1.0,1.0,39,1.0,1.0,0.5,2.7080988671035153,0.9669033300446876,0.9523809523809523,1.0,0.09090909090909091,0.9090909090909091,1.0,0.956,22,0,0.011799097061157227
1.0,1.0,40,1.0,1.0,0.5,1.6229343747220601,0.9783137937069621,0.9090909090909091,1.0,0.16666666666666666,0.8333333333333334,1.0,0.952,24,0,0.011432170867919922
1.0,1.0,41,1.0,1.0,0.5,5.214795233283649,0.9359496024371321,0.975609756097561,1.0,0.047619047619047616,0.9523809523809523,1.0,0.958,21,0,0.011642217636108398
1.0,1.0,42,1.0,1.0,0.5,2.4415770560784003,0.9751303806444066,0.9302325581395349,1.0,0.13043478260869565,0.8695652173913043,1.0,0.954,23,0,0.011491775512695312
1.0,1.0,43,1.0,1.0,0.5,1.7330575243768467,0.9782983478660492,0.9302325581395349,1.0,0.13043478260869565,0.8695652173913043,1.0,0.954,23,0,0.011771678924560547
1.0,1.0,44,1.0,1.0,0.5,3.351172160101481,0.951101603869486,0.888888888888889,1.0,0.2,0.8,1.0,0.95,25,0,0.01196146011352539
1.0,1.0,45,1.0,1.0,0.5,2.3025509578241583,0.972816081256011,0.9523809523809523,1.0,0.09090909090909091,0.9090909090909091,1.0,0.956,22,0,0.011162757873535156
1.0,1.0,46,1.0,1.0,0.5,2.4958280335366876,0.9591803431961419,0.9523809523809523,1.0,0.09090909090909091,0.9090909090909091,1.0,0.956,22,0,0.012257575988769531
1.0,1.0,47,1.0,1.0,0.5,2.331129391843317,0.9736972077618642,0.9302325581395349,1.0,0.13043478260869565,0.8695652173913043,1.0,0.954,23,0,0.011458635330200195
1.0,1.0,48,1.0,1.0,0.5,1.7005727137734008,0.9758349506287726,1.0,1.0,0.0,1.0,1.0,0.96,20,0,0.01089930534362793
1.0,1.0,49,1.0,1.0,0.5,2.256099292411179,0.9619323114971504,0.888888888888889,1.0,0.2,0.8,1.0,0.95,25,0,0.011945724487304688
1.5,0.6666666666666666,0,1.0,1.0,0.5,3.045850102849891,0.9635784650942609,0.888888888888889,1.0,0.2,0.8,1.0,0.95,25,0,0.011429786682128906
1.5,0.6666666666666666,1,1.0,1.0,0.5,3.7262687090764057,0.9631991758064952,0.888888888888889,1.0,0.2,0.8,1.0,0.95,25,0,0.011591911315917969
1.5,0.6666666666666666,2,1.0,1.0,0.5,3.5304585463649687,0.9469717079660316,0.8163265306122449,1.0,0.3103448275862069,0.6896551724137931,1.0,0.942,29,0,0.012032032012939453
1.5,0.6666666666666666,3,1.0,1.0,0.5,3.2761904118827845,0.9620743978830842,0.9090909090909091,1.0,0.16666666666666666,0.8333333333333334,1.0,0.952,24,0,0.011242151260375977
1.5,0.6666666666666666,4,1.0,1.0,0.5,3.3318568014876933,0.9587825416114738,0.9090909090909091,1.0,0.16666666666666666,0.8333333333333334,1.0,0.952,24,0,0.013313770294189453
1.5,0.6666666666666666,5,1.0,1.0,0.5,3.7844673375514692,0.9624846651328891,0.9302325581395349,1.0,0.13043478260869565,0.8695652173913043,1.0,0.954,23,0,0.01219630241394043
1.5,0.6666666666666666,6,1.0,1.0,0.5,2.9522498867891973,0.9617480255606451,0.9523809523809523,1.0,0.09090909090909091,0.9090909090909091,1.0,0.956,22,0,0.011145591735839844
1.5,0.6666666666666666,7,1.0,1.0,0.5,4.282582554327051,0.9515016898158928,0.9523809523809523,1.0,0.09090909090909091,0.9090909090909091,1.0,0.956,22,0,0.01145625114440918
1.5,0.6666666666666666,8,1.0,1.0,0.5,4.782733225408447,0.9413171577727477,0.975609756097561,1.0,0.047619047619047616,0.9523809523809523,1.0,0.958,21,0,0.011294841766357422
1.5,0.6666666666666666,9,1.0,1.0,0.5,4.635516772334776,0.9483979466434111,0.9090909090909091,1.0,0.16666666666666666,0.8333333333333334,1.0,0.952,24,0,0.011754274368286133
1.5,0.6666666666666666,10,1.0,1.0,0.5,3.060534568967161,0.9669408595054111,0.888888888888889,1.0,0.2,0.8,1.0,0.95,25,0,0.011810302734375
1.5,0.6666666666666666,11,1.0,1.0,0.5,3.601874254127087,0.967730481841784,0.888888888888889,1.0,0.2,0.8,1.0,0.95,25,0,0.011133909225463867
1.5,0.6666666666666666,12,1.0,1.0,0.5,2.771920927401366,0.9536739983133747,0.9302325581395349,1.0,0.13043478260869565,0.8695652173913043,1.0,0.954,23,0,0.011300802230834961
1.5,0.6666666666666666,13,1.0,1.0,0.5,4.242355957972982,0.911286747197536,0.9523809523809523,1.0,0.09090909090909091,0.9090909090909091,1.0,0.956,22,0,0.01140451431274414
1.5,0.6666666666666666,14,1.0,1.0,0.5,4.125524607782666,0.9529985964270826,0.8260869565217392,0.95,0.2692307692307692,0.7307692307692307,0.95,0.948,26,0,0.011941671371459961
1.5,0.6666666666666666,15,1.0,1.0,0.5,4.7885456990082576,0.9307617590509925,0.9090909090909091,1.0,0.16666666666666666,0.8333333333333334,1.0,0.952,24,0,0.011176347732543945
1.5,0.6666666666666666,16,1.0,1.0,0.5,2.8623275011641507,0.9539683541047478,0.9523809523809523,1.0,0.09090909090909091,0.9090909090909091,1.0,0.956,22,0,0.011690616607666016
1.5,0.6666666666666666,17,1.0,1.0,0.5,3.804590333623479,0.9298413303906279,0.9090909090909091,1.0,0.16666666666666666,0.8333333333333334,1.0,0.952,24,0,0.011574983596801758
1.5,0.6666666666666666,18,1.0,1.0,0.5,2.867012057480646,0.9615840038059732,0.9302325581395349,1.0,0.13043478260869565,0.8695652173913043,1.0,0.954,23,0,0.011720895767211914
1.5,0.6666666666666666,19,1.0,1.0,0.5,4.638782590316399,0.9569635310367527,0.9302325581395349,1.0,0.13043478260869565,0.8695652173913043,1.0,0.954,23,0,0.011365652084350586
1.5,0.6666666666666666,20,1.0,1.0,0.5,4.124322358587664,0.9473122351661017,0.9302325581395349,1.0,0.13043478260869565,0.8695652173913043,1.0,0.954,23,0,0.011327505111694336
1.5,0.6666666666666666,21,1.0,1.0,0.5,4.370508403843457,0.9268289882325538,0.9302325581395349,1.0,0.13043478260869565,0.8695652173913043,1.0,0.954,23,0,0.011377096176147461
1.5,0.6666666666666666,22,1.0,1.0,0.5,2.830930985525824,0.964190477021805,0.9302325581395349,1.0,0.13043478260869565,0.8695652173913043,1.0,0.954,23,0,0.011646270751953125
1.5,0.6666666666666666,23,1.0,1.0,0.5,3.4744996249811804,0.9576793498334928,0.9090909090909091,1.0,0.16666666666666666,0.8333333333333334,1.0,0.952,24,0,0.012187719345092773
1.5,0.6666666666666666,24,1.0,1.0,0.5,3.7106738023301,0.9571177030289691,0.9523809523809523,1.0,0.09090909090909091,0.9090909090909091,1.0,0.956,22,0,0.011365652084350586
1.5,0.6666666666666666,25,1.0,1.0,0.5,3.368746900315875,0.961150496352751,0.9302325581395349,1.0,0.13043478260869565,0.8695652173913043,1.0,0.954,23,0,0.011342048645019531
1.5,0.6666666666666666,26,1.0,1.0,0.5,3.5519476997273025,0.9468589128814149,0.9090909090909091,1.0,0.16666666666666666,0.8333333333333334,1.0,0.952,24,0,0.011534929275512695
1.5,0.6666666666666666,27,1.0,1.0,0.5,4.278211457965075,0.9407992233864848,0.851063829787234,1.0,0.25925925925925924,0.7407407407407407,1.0,0.946,27,0,0.012144804000854492
1.5,0.6666666666666666,28,1.0,1.0,0.5,3.9252878391926624,0.9462508532959096,0.9090909090909091,1.0,0.16666666666666666,0.8333333333333334,1.0,0.952,24,0,0.011487722396850586
1.5,0.6666666666666666,29,1.0,1.0,0.5,3.388103477861708,0.9644407205151242,0.9523809523809523,1.0,0.09090909090909091,0.9090909090909091,1.0,0.956,22,0,0.011336326599121094
1.5,0.6666666666666666,30,1.0,1.0,0.5,2.6372739631516593,0.9571343521014373,0.888888888888889,1.0,0.2,0.8,1.0,0.95,25,0,0.011610746383666992
1.5,0.6666666666666666,31,1.0,1.0,0.5,3.5214732513487452,0.9449329137100475,0.7999999999999999,0.9,0.28,0.72,0.9,0.95,25,0,0.011249780654907227
1.5,0.6666666666666666,32,1.0,1.0,0.5,5.0786900444584075,0.9347157482020136,0.851063829787234,1.0,0.25925925925925924,0.7407407407407407,1.0,0.946,27,0,0.011774301528930664
1.5,0.6666666666666666,33,1.0,1.0,0.5,4.333822996622188,0.9285969263806916,0.9302325581395349,1.0,0.13043478260869565,0.8695652173913043,1.0,0.954,23,0,0.011342525482177734
1.5,0.6666666666666666,34,1.0,1.0,0.5,3.0333190368326113,0.9674205429366949,0.9090909090909091,1.0,0.16666666666666666,0.8333333333333334,1.0,0.952,24,0,0.011339902877807617
1.5,0.6666666666666666,35,1.0,1.0,0.5,3.1629240968981374,0.9581017880504135,0.9523809523809523,1.0,0.09090909090909091,0.9090909090909091,1.0,0.956,22,0,0.011890172958374023
1.5,0.6666666666666666,36,1.0,1.0,0.5,3.133766140466115,0.9560111610817201,0.851063829787234,1.0,0.25925925925925924,0.7407407407407407,1.0,0.946,27,0,0.012082338333129883
1.5,0.6666666666666666,37,1.0,1.0,0.5,4.197245309632703,0.9600057397126058,0.9090909090909091,1.0,0.16666666666666666,0.8333333333333334,1.0,0.952,24,0,0.011881589889526367
1.5,0.6666666666666666,38,1.0,1.0,0.5,2.9533805711975463,0.9404309589371498,0.9523809523809523,1.0,0.09090909090909091,0.9090909090909091,1.0,0.956,22,0,0.011453628540039062
1.5,0.6666666666666666,39,1.0,1.0,0.5,5.2998311041541735,0.9384004863357465,0.9268292682926829,0.95,0.09523809523809523,0.9047619047619048,0.95,0.958,21,0,0.011287212371826172
1.5,0.6666666666666666,40,1.0,1.0,0.5,3.3228341168570625,0.9543371115658733,0.888888888888889,1.0,0.2,0.8,1.0,0.95,25,0,0.011536836624145508
1.5,0.6666666666666666,41,1.0,1.0,0.5,6.969055759184122,0.9142121073576274,0.9302325581395349,1.0,0.13043478260869565,0.8695652173913043,1.0,0.954,23,0,0.011822700500488281
1.5,0.6666666666666666,42,1.0,1.0,0.5,4.284574923093129,0.9569044615875366,0.8636363636363635,0.95,0.20833333333333334,0.7916666666666666,0.95,0.952,24,0,0.011673688888549805
1.5,0.6666666666666666,43,1.0,1.0,0.5,3.5741269280583547,0.9558933678966635,0.8695652173913044,1.0,0.23076923076923078,0.7692307692307693,1.0,0.948,26,0,0.011705160140991211
1.5,0.6666666666666666,44,1.0,1.0,0.5,5.936727986394749,0.9152299680512104,0.8260869565217392,0.95,0.2692307692307692,0.7307692307692307,0.95,0.948,26,0,0.011910438537597656
1.5,0.6666666666666666,45,1.0,1.0,0.5,4.499597769670555,0.9488265653843853,0.9090909090909091,1.0,0.16666666666666666,0.8333333333333334,1.0,0.952,24,0,0.011464595794677734
1.5,0.6666666666666666,46,1.0,1.0,0.5,3.9945773484711324,0.9352229684668705,0.888888888888889,1.0,0.2,0.8,1.0,0.95,25,0,0.012989997863769531
1.5,0.6666666666666666,47,1.0,1.0,0.5,4.577638158684413,0.9494889195778364,0.888888888888889,1.0,0.2,0.8,1.0,0.95,25,0,0.011729001998901367
1.5,0.6666666666666666,48,1.0,1.0,0.5,3.4893767510709277,0.9511714085969747,1.0,1.0,0.0,1.0,1.0,0.96,20,0,0.010999679565429688
1.5,0.6666666666666666,49,1.0,1.0,0.5,4.933089372127578,0.9174804464138655,0.851063829787234,1.0,0.25925925925925924,0.7407407407407407,1.0,0.946,27,0,0.01218271255493164
2.0,0.5,0,1.0,1.0,0.5,5.043110208056664,0.9406067045115861,0.888888888888889,1.0,0.2,0.8,1.0,0.95,25,0,0.011925935745239258
2.0,0.5,1,1.0,1.0,0.5,5.806375542524218,0.9433500629076752,0.7916666666666667,0.95,0.32142857142857145,0.6785714285714286,0.95,0.944,28,0,0.011745452880859375
2.0,0.5,2,1.0,1.0,0.5,6.119528377185374,0.9105942723997148,0.8,1.0,0.3333333333333333,0.6666666666666666,1.0,0.94,30,0,0.012079954147338867
2.0,0.5,3,1.0,1.0,0.5,5.293211903067697,0.938500719807736,0.8837209302325583,0.95,0.17391304347826086,0.8260869565217391,0.95,0.954,23,0,0.011204004287719727
2.0,0.5,4,1.0,1.0,0.5,5.42797345390263,0.9347874314321513,0.8695652173913044,1.0,0.23076923076923078,0.7692307692307693,1.0,0.948,26,0,0.011701345443725586
2.0,0.5,5,1.0,1.0,0.5,6.282227031480321,0.9398760823028619,0.888888888888889,1.0,0.2,0.8,1.0,0.95,25,0,0.011440753936767578
2.0,0.5,6,1.0,1.0,0.5,4.685882607383074,0.9399137942037736,0.9523809523809523,1.0,0.09090909090909091,0.9090909090909091,1.0,0.956,22,0,0.011313915252685547
2.0,0.5,7,1.0,1.0,0.5,6.542782417119478,0.9271389644973327,0.9523809523809523,1.0,0.09090909090909091,0.9090909090909091,1.0,0.956,22,0,0.011689186096191406
2.0,0.5,8,1.0,1.0,0.5,6.754707413016561,0.9183881535520956,0.9523809523809523,1.0,0.09090909090909091,0.9090909090909091,1.0,0.956,22,0,0.012127399444580078
2.0,0.5,9,1.0,1.0,0.5,7.485698214581604,0.9201319590349795,0.8085106382978724,0.95,0.2962962962962963,0.7037037037037037,0.95,0.946,27,0,0.011905670166015625
