sigma,snr,repeat,lambda_ridge,lambda_,gamma,mse,r2,f1,tpr,fdr,precision,recall,sparsity,n_selected,fold,train_time
0.1,10.0,18,1.0,1.0,0.5,0.39840948718002994,0.9948389802509552,1.0,1.0,0.0,1.0,1.0,0.96,20,0,0.01179361343383789
0.1,10.0,19,1.0,1.0,0.5,0.7165884714456564,0.9932823287174204,1.0,1.0,0.0,1.0,1.0,0.96,20,0,0.01202392578125
0.1,10.0,20,1.0,1.0,0.5,0.4449479218247798,0.9942241432378621,1.0,1.0,0.0,1.0,1.0,0.96,20,0,0.011953115463256836
0.1,10.0,21,1.0,1.0,0.5,0.2927862542811426,0.994336353834233,1.0,1.0,0.0,1.0,1.0,0.96,20,0,0.011927127838134766
0.1,10.0,22,1.0,1.0,0.5,0.440907390671929,0.994435798979935,0.975609756097561,1.0,0.047619047619047616,0.9523809523809523,1.0,0.958,21,0,0.012557506561279297
0.1,10.0,23,1.0,1.0,0.5,0.2996190983529166,0.9961386745428916,1.0,1.0,0.0,1.0,1.0,0.96,20,0,0.012367963790893555
0.1,10.0,24,1.0,1.0,0.5,0.7197338463297808,0.9908253468863388,1.0,1.0,0.0,1.0,1.0,0.96,20,0,0.012122631072998047
0.1,10.0,25,1.0,1.0,0.5,0.3131793097762421,0.9963107587660295,1.0,1.0,0.0,1.0,1.0,0.96,20,0,0.012705564498901367
0.1,10.0,26,1.0,1.0,0.5,0.26582224619024536,0.9961057463480073,1.0,1.0,0.0,1.0,1.0,0.96,20,0,0.012231588363647461
0.1,10.0,27,1.0,1.0,0.5,1.9514737640796975,0.9722352474261465,0.975609756097561,1.0,0.047619047619047616,0.9523809523809523,1.0,0.958,21,0,0.009307146072387695
0.1,10.0,28,1.0,1.0,0.5,0.9450482159648638,0.9870062859249267,1.0,1.0,0.0,1.0,1.0,0.96,20,0,0.008575201034545898
0.1,10.0,29,1.0,1.0,0.5,0.5815004836507431,0.9936089856840342,1.0,1.0,0.0,1.0,1.0,0.96,20,0,0.008584737777709961
0.1,10.0,30,1.0,1.0,0.5,0.24370290986621418,0.9962943920210715,1.0,1.0,0.0,1.0,1.0,0.96,20,0,0.008906841278076172
0.1,10.0,31,1.0,1.0,0.5,0.872954520976032,0.9855949284392512,1.0,1.0,0.0,1.0,1.0,0.96,20,0,0.008708000183105469
0.1,10.0,32,1.0,1.0,0.5,0.7451279697777841,0.9896752090999555,0.975609756097561,1.0,0.047619047619047616,0.9523809523809523,1.0,0.958,21,0,0.008941888809204102
0.1,10.0,33,1.0,1.0,0.5,0.42593728888348414,0.9921442823128368,1.0,1.0,0.0,1.0,1.0,0.96,20,0,0.008512735366821289
0.1,10.0,34,1.0,1.0,0.5,0.2351189163912417,0.9974522748514073,1.0,1.0,0.0,1.0,1.0,0.96,20,0,0.009157180786132812
0.1,10.0,35,1.0,1.0,0.5,0.35045153543400737,0.9954791414332254,1.0,1.0,0.0,1.0,1.0,0.96,20,0,0.00902104377746582
