sigma,snr,repeat,model,algo,use_cv,mse,r2,f1,tpr,fdr,precision,recall,sparsity,n_selected,fold,train_time,best_gamma,best_alpha,best_lambda_ridge,cv_score
0.5,2.0,0,AFL-CV-EN (ElasticNet),adaptive_flipped_lasso_cv_en,True,0.2783107426636003,0.9971413556872779,0.975609756097561,1.0,0.047619047619047616,0.9523809523809523,1.0,0.958,21,0,1.3771674633026123,1.0,0.006180745089179155,0.1,-0.7061434586303397
0.5,2.0,0,AFL-EBIC-Simple,adaptive_flipped_lasso_ebic_simple,False,0.5666550519508103,0.994179652477546,0.9523809523809523,1.0,0.09090909090909091,0.9090909090909091,1.0,0.956,22,0,4.199233770370483,1.0,0.035364047620942494,,
0.5,2.0,0,AdaptiveLassoCV (fixed),adaptive_lasso_cv,True,0.6964047848386379,0.9928469395091309,0.9302325581395349,1.0,0.13043478260869565,0.8695652173913043,1.0,0.954,23,0,3.715423822402954,2.0,0.007880462815669913,,-0.31522705444964233
0.5,2.0,1,AFL-CV-EN (ElasticNet),adaptive_flipped_lasso_cv_en,True,0.3533251368716436,0.9955353474554678,1.0,1.0,0.0,1.0,1.0,0.96,20,0,1.868976354598999,1.0,0.00879223675149363,0.1,-0.5400936373809497
0.5,2.0,1,AFL-EBIC-Simple,adaptive_flipped_lasso_ebic_simple,False,0.3418979783428303,0.9956797421986614,1.0,1.0,0.0,1.0,1.0,0.96,20,0,4.665719032287598,1.0,0.04295526861522462,,
0.5,2.0,1,AdaptiveLassoCV (fixed),adaptive_lasso_cv,True,0.46623754043933047,0.9941085747826793,0.9523809523809523,1.0,0.09090909090909091,0.9090909090909091,1.0,0.956,22,0,3.8147857189178467,2.0,0.005298316906283712,,-0.3273318858465767
0.5,2.0,2,AFL-CV-EN (ElasticNet),adaptive_flipped_lasso_cv_en,True,0.29671545817590833,0.9956005743715782,0.9523809523809523,1.0,0.09090909090909091,0.9090909090909091,1.0,0.956,22,0,1.5739381313323975,0.3,0.0449097279954238,0.1,-1.726540397997032
0.5,2.0,2,AFL-EBIC-Simple,adaptive_flipped_lasso_ebic_simple,False,1.6520697146189902,0.9755046201936493,0.888888888888889,1.0,0.2,0.8,1.0,0.95,25,0,3.8114311695098877,1.0,0.023246529325812594,,
0.5,2.0,2,AdaptiveLassoCV (fixed),adaptive_lasso_cv,True,1.7279275503838782,0.974379869535789,0.888888888888889,1.0,0.2,0.8,1.0,0.95,25,0,4.18015193939209,2.0,0.007880462815669913,,-0.3381685561197283
0.5,2.0,3,AFL-CV-EN (ElasticNet),adaptive_flipped_lasso_cv_en,True,0.4005774235457345,0.9951254562879275,0.9090909090909091,1.0,0.16666666666666666,0.8333333333333334,1.0,0.952,24,0,1.5707283020019531,0.3,0.024158736194676098,0.1,-0.4134877396564284
0.5,2.0,3,AFL-EBIC-Simple,adaptive_flipped_lasso_ebic_simple,False,0.3658726323462336,0.9955477717050643,0.9090909090909091,1.0,0.16666666666666666,0.8333333333333334,1.0,0.952,24,0,3.6217565536499023,1.0,0.022498298563955674,,
0.5,2.0,3,AdaptiveLassoCV (fixed),adaptive_lasso_cv,True,0.3936737214996367,0.9952094660084478,0.9302325581395349,1.0,0.13043478260869565,0.8695652173913043,1.0,0.954,23,0,3.7658700942993164,2.0,0.007880462815669913,,-0.3284931165135396
0.5,2.0,4,AFL-CV-EN (ElasticNet),adaptive_flipped_lasso_cv_en,True,0.33600139491033204,0.9945066633697102,1.0,1.0,0.0,1.0,1.0,0.96,20,0,1.5261147022247314,1.0,0.006246528007685787,0.1,-1.1886035439471092
0.5,2.0,4,AFL-EBIC-Simple,adaptive_flipped_lasso_ebic_simple,False,1.2208938916511385,0.9800394247217513,0.975609756097561,1.0,0.047619047619047616,0.9523809523809523,1.0,0.958,21,0,3.3040668964385986,1.0,0.030569889154108867,,
0.5,2.0,4,AdaptiveLassoCV (fixed),adaptive_lasso_cv,True,1.2435647933672243,0.9796687747877773,0.975609756097561,1.0,0.047619047619047616,0.9523809523809523,1.0,0.958,21,0,3.45082426071167,2.0,0.007880462815669913,,-0.2652144553554361
2.0,0.5,0,AFL-CV-EN (ElasticNet),adaptive_flipped_lasso_cv_en,True,5.174521908083923,0.9488144859804465,0.7906976744186046,0.85,0.2608695652173913,0.7391304347826086,0.85,0.954,23,0,1.990605115890503,1.0,0.04807300572601976,0.1,-5.812380027477563
2.0,0.5,0,AFL-EBIC-Simple,adaptive_flipped_lasso_ebic_simple,False,12.418543008878602,0.8771578285734305,0.1486988847583643,1.0,0.9196787148594378,0.08032128514056225,1.0,0.502,249,0,8.455408573150635,0.3,0.00044667838867421146,,
2.0,0.5,0,AdaptiveLassoCV (fixed),adaptive_lasso_cv,True,6.069509319305516,0.9399614186829944,0.7906976744186046,0.85,0.2608695652173913,0.7391304347826086,0.85,0.954,23,0,9.19922399520874,1.0,0.12689610031679233,,-5.609556283296897
2.0,0.5,1,AFL-CV-EN (ElasticNet),adaptive_flipped_lasso_cv_en,True,5.182383513355226,0.9373083767554253,0.7272727272727273,1.0,0.42857142857142855,0.5714285714285714,1.0,0.9299999999999999,35,0,2.31319260597229,0.3,0.15077904400946576,0.1,-6.335979671311019
2.0,0.5,1,AFL-EBIC-Simple,adaptive_flipped_lasso_ebic_simple,False,15.765830418402995,0.8092797458580085,0.1486988847583643,1.0,0.9196787148594378,0.08032128514056225,1.0,0.502,249,0,10.47875165939331,0.3,0.0004961150075672481,,
2.0,0.5,1,AdaptiveLassoCV (fixed),adaptive_lasso_cv,True,5.191184228123789,0.9372019139486625,0.6551724137931034,0.95,0.5,0.5,0.95,0.924,38,0,8.741545677185059,2.0,0.02592943797404667,,-6.248869161326898
2.0,0.5,2,AFL-CV-EN (ElasticNet),adaptive_flipped_lasso_cv_en,True,5.862066959017225,0.9185190415774063,0.6938775510204082,0.85,0.41379310344827586,0.5862068965517241,0.85,0.942,29,0,1.8798818588256836,0.3,0.16118023665485115,0.1,-7.1379860006620035
2.0,0.5,2,AFL-EBIC-Simple,adaptive_flipped_lasso_ebic_simple,False,14.615776833621805,0.7968451208728766,0.1386861313868613,0.95,0.9251968503937008,0.07480314960629922,0.95,0.492,254,0,9.389196872711182,0.3,0.0004920920799883688,,
2.0,0.5,2,AdaptiveLassoCV (fixed),adaptive_lasso_cv,True,8.745228695263565,0.8784439651241536,0.6521739130434783,0.75,0.4230769230769231,0.5769230769230769,0.75,0.948,26,0,9.440928936004639,2.0,0.03856620421163472,,-5.9925312509074224
2.0,0.5,3,AFL-CV-EN (ElasticNet),adaptive_flipped_lasso_cv_en,True,5.931232539106204,0.9354279814736232,0.7017543859649124,1.0,0.4594594594594595,0.5405405405405406,1.0,0.926,37,0,2.0446267127990723,0.3,0.11357740469808904,0.1,-5.776521642700901
2.0,0.5,3,AFL-EBIC-Simple,adaptive_flipped_lasso_ebic_simple,False,10.769050431979151,0.882759726680682,0.14388489208633096,1.0,0.9224806201550387,0.07751937984496124,1.0,0.484,258,0,9.378303050994873,0.3,0.000524006099462923,,
2.0,0.5,3,AdaptiveLassoCV (fixed),adaptive_lasso_cv,True,6.7552214410883415,0.9264573963054454,0.8444444444444444,0.95,0.24,0.76,0.95,0.95,25,0,7.830215215682983,1.0,0.12689610031679233,,-6.042905723204214
2.0,0.5,4,AFL-CV-EN (ElasticNet),adaptive_flipped_lasso_cv_en,True,5.014370375354686,0.9200726233946533,0.975609756097561,1.0,0.047619047619047616,0.9523809523809523,1.0,0.958,21,0,1.9494104385375977,1.0,0.04303940703756837,0.1,-5.426940104833653
2.0,0.5,4,AFL-EBIC-Simple,adaptive_flipped_lasso_ebic_simple,False,18.46731402320542,0.7056372281400268,0.15037593984962405,1.0,0.9186991869918699,0.08130081300813008,1.0,0.508,246,0,7.795837640762329,0.3,0.0005044658787321254,,
2.0,0.5,4,AdaptiveLassoCV (fixed),adaptive_lasso_cv,True,6.075598206639858,0.9031570088337314,0.8163265306122449,1.0,0.3103448275862069,0.6896551724137931,1.0,0.942,29,0,7.214656352996826,2.0,0.02592943797404667,,-4.894389913591533
