sigma,snr,model,f1_mean,f1_std,mse_mean,mse_std,tpr_mean,tpr_std,fdr_mean,fdr_std,precision_mean,precision_std,recall_mean,recall_std,r2_mean,r2_std
0.5,2.0,AdaptiveFlippedLassoCV,0.8277,0.0222,0.3479,0.0273,1.0,0.0,0.2817,0.0317,0.7183,0.0317,1.0,0.0,0.9956,0.0005
1.0,1.0,AdaptiveFlippedLassoCV,0.8071,0.0253,1.2241,0.0977,1.0,0.0,0.3165,0.0332,0.6835,0.0332,1.0,0.0,0.9845,0.0018
2.0,0.5,AdaptiveFlippedLassoCV,0.7053,0.0576,5.0283,0.3993,0.995,0.0071,0.4456,0.0693,0.5544,0.0693,0.995,0.0071,0.9387,0.0072
5.0,0.2,AdaptiveFlippedLassoCV,0.5267,0.0558,31.4746,2.5144,0.713,0.0581,0.574,0.0552,0.426,0.0552,0.713,0.0581,0.6897,0.033
10.0,0.1,AdaptiveFlippedLassoCV,0.3501,0.0487,116.2359,9.3093,0.382,0.0478,0.6616,0.0584,0.3384,0.0584,0.382,0.0478,0.3256,0.0556
