sigma,snr,repeat,model,algo,use_cv,mse,r2,f1,tpr,fdr,precision,recall,sparsity,n_selected,fold,train_time,best_gamma,best_alpha,best_lambda_ridge,cv_score
0.5,2.0,0,AdaptiveFlippedLassoCV,adaptive_flipped_lasso_cv,True,0.6365148937983236,0.7709596888102437,0.28368794326241137,1.0,0.8347107438016529,0.1652892561983471,1.0,0.758,121,0,23.187658309936523,0.3,0.007852250219724313,10.0,-1.222834794801122
0.5,2.0,1,AdaptiveFlippedLassoCV,adaptive_flipped_lasso_cv,True,2.346050336020426,0.014222017753433125,0.25806451612903225,0.2,0.6363636363636364,0.36363636363636365,0.2,0.978,11,0,24.185640335083008,1.0,0.030620557456619724,10.0,-1.6855791640854885
0.5,2.0,2,AdaptiveFlippedLassoCV,adaptive_flipped_lasso_cv,True,0.9224358247590789,0.6275628161829163,0.2072538860103627,1.0,0.884393063583815,0.11560693641618497,1.0,0.654,173,0,20.294098377227783,0.3,0.003212574348560197,10.0,-1.341181107370891
0.5,2.0,3,AdaptiveFlippedLassoCV,adaptive_flipped_lasso_cv,True,0.9322807237951036,0.7455373458082366,0.29850746268656714,1.0,0.8245614035087719,0.17543859649122806,1.0,0.772,114,0,19.667054653167725,0.3,0.008956657057983241,10.0,-1.2602985805906555
0.5,2.0,4,AdaptiveFlippedLassoCV,adaptive_flipped_lasso_cv,True,1.1995636585824334,0.6897233851020489,0.2159090909090909,0.95,0.8782051282051282,0.12179487179487179,0.95,0.688,156,0,19.543673515319824,0.3,0.0043897077146139735,10.0,-1.243199234454313
1.0,1.0,0,AdaptiveFlippedLassoCV,adaptive_flipped_lasso_cv,True,2.7616244082256043,0.1956005939088168,0.12903225806451613,0.1,0.8181818181818182,0.18181818181818182,0.1,0.978,11,0,36.92982745170593,0.3,0.13055594497691084,10.0,-3.067895876942935
1.0,1.0,1,AdaptiveFlippedLassoCV,adaptive_flipped_lasso_cv,True,3.0831798569056925,-0.04554790977996315,0.16216216216216214,0.15,0.8235294117647058,0.17647058823529413,0.15,0.966,17,0,29.246665716171265,0.5,0.0820819221157883,10.0,-2.5259341199655756
1.0,1.0,2,AdaptiveFlippedLassoCV,adaptive_flipped_lasso_cv,True,3.037762327433079,0.031524884271198594,0.24,0.15,0.4,0.6,0.15,0.99,5,0,26.96525239944458,0.7,0.10774968355376519,10.0,-2.887231021557878
1.0,1.0,3,AdaptiveFlippedLassoCV,adaptive_flipped_lasso_cv,True,3.2385520790445,0.3512839506238936,0.30769230769230765,0.5,0.7777777777777778,0.2222222222222222,0.5,0.91,45,0,30.166308641433716,1.0,0.022158753690432395,10.0,-3.0898280481430875
1.0,1.0,4,AdaptiveFlippedLassoCV,adaptive_flipped_lasso_cv,True,2.306765483796773,0.43971067389347196,0.37735849056603776,0.5,0.696969696969697,0.30303030303030304,0.5,0.9339999999999999,33,0,29.628042459487915,1.0,0.026867158596350187,10.0,-2.2486433061558673
2.0,0.5,0,AdaptiveFlippedLassoCV,adaptive_flipped_lasso_cv,True,5.381527579762823,0.10676550165077237,0.21428571428571425,0.15,0.625,0.375,0.15,0.984,8,0,48.61253762245178,1.0,0.16195562564907193,10.0,-6.375880384749248
