sigma,snr,model,f1_mean,f1_std,mse_mean,mse_std,tpr_mean,tpr_std,fdr_mean,fdr_std,precision_mean,precision_std,recall_mean,recall_std,r2_mean,r2_std
0.5,2.0,AdaptiveFlippedLassoCV,0.2527,0.0403,1.2074,0.667,0.83,0.3528,0.8116,0.1014,0.1884,0.1014,0.83,0.3528,0.5696,0.3153
1.0,1.0,AdaptiveFlippedLassoCV,0.2432,0.1022,2.8856,0.3665,0.28,0.2019,0.7033,0.1769,0.2967,0.1769,0.28,0.2019,0.1945,0.2055
2.0,0.5,AdaptiveFlippedLassoCV,0.1498,0.0552,6.0263,1.3424,0.1,0.0354,0.6361,0.2308,0.3639,0.2308,0.1,0.0354,0.0823,0.0856
5.0,0.2,AdaptiveFlippedLassoCV,0.0434,0.0397,28.1039,7.7055,0.03,0.0274,0.5206,0.4754,0.0794,0.0736,0.03,0.0274,-0.0193,0.0273
10.0,0.1,AdaptiveFlippedLassoCV,0.0138,0.0308,105.7021,27.0959,0.01,0.0224,0.5778,0.5294,0.0222,0.0497,0.01,0.0224,-0.0251,0.0375
