sigma,snr,repeat,model,algo,use_cv,mse,r2,f1,tpr,fdr,precision,recall,sparsity,n_selected,fold,train_time,best_gamma,best_alpha,best_lambda_ridge,cv_score
0.5,2.0,0,AFL-CV-EN (ElasticNet),adaptive_flipped_lasso_cv_en,True,7.324406351650163,0.9247680044226021,0.9473684210526316,0.9,0.0,1.0,0.9,0.964,18,0,3.4509928226470947,1.0,0.7244465519495665,0.1,-0.6937259612955398
0.5,2.0,0,AdaptiveLassoCV (fixed),adaptive_lasso_cv,True,0.6964047848386379,0.9928469395091309,0.9302325581395349,1.0,0.13043478260869565,0.8695652173913043,1.0,0.954,23,0,11.554818153381348,2.0,0.007880462815669913,,-0.3088370052079502
0.5,2.0,1,AFL-CV-EN (ElasticNet),adaptive_flipped_lasso_cv_en,True,5.322515086108939,0.932744155332656,1.0,1.0,0.0,1.0,1.0,0.96,20,0,3.37713885307312,1.0,0.5460127979799172,0.1,-0.5225079427824315
0.5,2.0,1,AdaptiveLassoCV (fixed),adaptive_lasso_cv,True,0.46441153510196886,0.9941316483727668,1.0,1.0,0.0,1.0,1.0,0.96,20,0,11.539840936660767,2.0,0.007880462815669913,,-0.3484607202815506
0.5,2.0,2,AFL-CV-EN (ElasticNet),adaptive_flipped_lasso_cv_en,True,5.0925062818105,0.9244929711892067,1.0,1.0,0.0,1.0,1.0,0.96,20,0,3.631114959716797,0.3,0.7829242321158404,0.1,-1.4561861992852632
0.5,2.0,2,AdaptiveLassoCV (fixed),adaptive_lasso_cv,True,1.738940436344919,0.9742165805280718,0.9090909090909091,1.0,0.16666666666666666,0.8333333333333334,1.0,0.952,24,0,11.667691946029663,2.0,0.011721022975334805,,-0.3410116636156032
0.5,2.0,3,AFL-CV-EN (ElasticNet),adaptive_flipped_lasso_cv_en,True,4.682210443209289,0.9430231507494322,1.0,1.0,0.0,1.0,1.0,0.96,20,0,3.4684176445007324,0.3,0.7949056627049877,0.1,-0.33810555495361594
0.5,2.0,3,AdaptiveLassoCV (fixed),adaptive_lasso_cv,True,0.3936737214996367,0.9952094660084478,0.9302325581395349,1.0,0.13043478260869565,0.8695652173913043,1.0,0.954,23,0,11.201266050338745,2.0,0.007880462815669913,,-0.3159517466467606
0.5,2.0,4,AFL-CV-EN (ElasticNet),adaptive_flipped_lasso_cv_en,True,6.224756986108909,0.8982305249787137,1.0,1.0,0.0,1.0,1.0,0.96,20,0,3.3187406063079834,1.0,0.7321569829415747,0.1,-1.1827924763508648
0.5,2.0,4,AdaptiveLassoCV (fixed),adaptive_lasso_cv,True,1.2596788492945232,0.9794053236979043,1.0,1.0,0.0,1.0,1.0,0.96,20,0,10.91524052619934,2.0,0.011721022975334805,,-0.27040853768177364
