sigma,snr,model,f1_mean,f1_std,mse_mean,mse_std,tpr_mean,tpr_std,fdr_mean,fdr_std,precision_mean,precision_std,recall_mean,recall_std,r2_mean,r2_std
0.5,2.0,AdaptiveFlippedLassoCV,0.8911,0.043,0.5383,0.2326,1.0,0.0,0.1864,0.0707,0.8136,0.0707,1.0,0.0,0.9974,0.0012
1.0,1.0,AdaptiveFlippedLassoCV,0.8195,0.0556,1.4385,0.2645,1.0,0.0,0.2965,0.0793,0.7035,0.0793,1.0,0.0,0.993,0.0016
2.0,0.5,AdaptiveFlippedLassoCV,0.6151,0.0587,5.7268,0.6963,0.989,0.011,0.5481,0.0598,0.4519,0.0598,0.989,0.011,0.9724,0.0048
5.0,0.2,AdaptiveFlippedLassoCV,0.372,0.0561,34.6029,3.1897,0.624,0.0868,0.7317,0.0446,0.2683,0.0446,0.624,0.0868,0.8469,0.0226
10.0,0.1,AdaptiveFlippedLassoCV,0.1988,0.0299,118.585,9.3159,0.249,0.0515,0.8315,0.024,0.1685,0.024,0.249,0.0515,0.6024,0.0457
