sigma,snr,repeat,lambda_ridge,lambda_,gamma,mse,r2,f1,tpr,fdr,precision,recall,sparsity,n_selected,fold,train_time
0.1,10.0,47,1.0,1.0,0.5,0.655426930075004,0.9932438310717682,1.0,1.0,0.0,1.0,1.0,0.96,20,0,0.010084390640258789
0.1,10.0,48,1.0,1.0,0.5,0.655426930075004,0.9932438310717682,1.0,1.0,0.0,1.0,1.0,0.96,20,0,0.010292530059814453
0.1,10.0,49,1.0,1.0,0.5,0.655426930075004,0.9932438310717682,1.0,1.0,0.0,1.0,1.0,0.96,20,0,0.00991201400756836
0.3,3.3333333333333335,0,1.0,1.0,0.5,0.8421744029065239,0.9913312295735158,0.975609756097561,1.0,0.047619047619047616,0.9523809523809523,1.0,0.958,21,0,0.011023283004760742
0.3,3.3333333333333335,1,1.0,1.0,0.5,0.8421744029065239,0.9913312295735158,0.975609756097561,1.0,0.047619047619047616,0.9523809523809523,1.0,0.958,21,0,0.010145425796508789
0.3,3.3333333333333335,2,1.0,1.0,0.5,0.8421744029065239,0.9913312295735158,0.975609756097561,1.0,0.047619047619047616,0.9523809523809523,1.0,0.958,21,0,0.010149002075195312
0.3,3.3333333333333335,3,1.0,1.0,0.5,0.8421744029065239,0.9913312295735158,0.975609756097561,1.0,0.047619047619047616,0.9523809523809523,1.0,0.958,21,0,0.010804891586303711
0.3,3.3333333333333335,4,1.0,1.0,0.5,0.8421744029065239,0.9913312295735158,0.975609756097561,1.0,0.047619047619047616,0.9523809523809523,1.0,0.958,21,0,0.010403633117675781
0.3,3.3333333333333335,5,1.0,1.0,0.5,0.8421744029065239,0.9913312295735158,0.975609756097561,1.0,0.047619047619047616,0.9523809523809523,1.0,0.958,21,0,0.010157108306884766
0.3,3.3333333333333335,6,1.0,1.0,0.5,0.8421744029065239,0.9913312295735158,0.975609756097561,1.0,0.047619047619047616,0.9523809523809523,1.0,0.958,21,0,0.010192632675170898
0.3,3.3333333333333335,7,1.0,1.0,0.5,0.8421744029065239,0.9913312295735158,0.975609756097561,1.0,0.047619047619047616,0.9523809523809523,1.0,0.958,21,0,0.010109663009643555
0.3,3.3333333333333335,8,1.0,1.0,0.5,0.8421744029065239,0.9913312295735158,0.975609756097561,1.0,0.047619047619047616,0.9523809523809523,1.0,0.958,21,0,0.010379791259765625
0.3,3.3333333333333335,9,1.0,1.0,0.5,0.8421744029065239,0.9913312295735158,0.975609756097561,1.0,0.047619047619047616,0.9523809523809523,1.0,0.958,21,0,0.010144948959350586
0.3,3.3333333333333335,10,1.0,1.0,0.5,0.8421744029065239,0.9913312295735158,0.975609756097561,1.0,0.047619047619047616,0.9523809523809523,1.0,0.958,21,0,0.010135650634765625
0.3,3.3333333333333335,11,1.0,1.0,0.5,0.8421744029065239,0.9913312295735158,0.975609756097561,1.0,0.047619047619047616,0.9523809523809523,1.0,0.958,21,0,0.010181427001953125
0.3,3.3333333333333335,12,1.0,1.0,0.5,0.8421744029065239,0.9913312295735158,0.975609756097561,1.0,0.047619047619047616,0.9523809523809523,1.0,0.958,21,0,0.01020050048828125
0.3,3.3333333333333335,13,1.0,1.0,0.5,0.8421744029065239,0.9913312295735158,0.975609756097561,1.0,0.047619047619047616,0.9523809523809523,1.0,0.958,21,0,0.010113954544067383
0.3,3.3333333333333335,14,1.0,1.0,0.5,0.8421744029065239,0.9913312295735158,0.975609756097561,1.0,0.047619047619047616,0.9523809523809523,1.0,0.958,21,0,0.010195493698120117
0.3,3.3333333333333335,15,1.0,1.0,0.5,0.8421744029065239,0.9913312295735158,0.975609756097561,1.0,0.047619047619047616,0.9523809523809523,1.0,0.958,21,0,0.010853052139282227
0.3,3.3333333333333335,16,1.0,1.0,0.5,0.8421744029065239,0.9913312295735158,0.975609756097561,1.0,0.047619047619047616,0.9523809523809523,1.0,0.958,21,0,0.010152101516723633
0.3,3.3333333333333335,17,1.0,1.0,0.5,0.8421744029065239,0.9913312295735158,0.975609756097561,1.0,0.047619047619047616,0.9523809523809523,1.0,0.958,21,0,0.010335206985473633
0.3,3.3333333333333335,18,1.0,1.0,0.5,0.8421744029065239,0.9913312295735158,0.975609756097561,1.0,0.047619047619047616,0.9523809523809523,1.0,0.958,21,0,0.010326623916625977
0.3,3.3333333333333335,19,1.0,1.0,0.5,0.8421744029065239,0.9913312295735158,0.975609756097561,1.0,0.047619047619047616,0.9523809523809523,1.0,0.958,21,0,0.010563373565673828
0.3,3.3333333333333335,20,1.0,1.0,0.5,0.8421744029065239,0.9913312295735158,0.975609756097561,1.0,0.047619047619047616,0.9523809523809523,1.0,0.958,21,0,0.010229349136352539
0.3,3.3333333333333335,21,1.0,1.0,0.5,0.8421744029065239,0.9913312295735158,0.975609756097561,1.0,0.047619047619047616,0.9523809523809523,1.0,0.958,21,0,0.010255098342895508
0.3,3.3333333333333335,22,1.0,1.0,0.5,0.8421744029065239,0.9913312295735158,0.975609756097561,1.0,0.047619047619047616,0.9523809523809523,1.0,0.958,21,0,0.010452032089233398
0.3,3.3333333333333335,23,1.0,1.0,0.5,0.8421744029065239,0.9913312295735158,0.975609756097561,1.0,0.047619047619047616,0.9523809523809523,1.0,0.958,21,0,0.010237693786621094
0.3,3.3333333333333335,24,1.0,1.0,0.5,0.8421744029065239,0.9913312295735158,0.975609756097561,1.0,0.047619047619047616,0.9523809523809523,1.0,0.958,21,0,0.0102386474609375
0.3,3.3333333333333335,25,1.0,1.0,0.5,0.8421744029065239,0.9913312295735158,0.975609756097561,1.0,0.047619047619047616,0.9523809523809523,1.0,0.958,21,0,0.01023554801940918
0.3,3.3333333333333335,26,1.0,1.0,0.5,0.8421744029065239,0.9913312295735158,0.975609756097561,1.0,0.047619047619047616,0.9523809523809523,1.0,0.958,21,0,0.010213851928710938
0.3,3.3333333333333335,27,1.0,1.0,0.5,0.8421744029065239,0.9913312295735158,0.975609756097561,1.0,0.047619047619047616,0.9523809523809523,1.0,0.958,21,0,0.010193347930908203
0.3,3.3333333333333335,28,1.0,1.0,0.5,0.8421744029065239,0.9913312295735158,0.975609756097561,1.0,0.047619047619047616,0.9523809523809523,1.0,0.958,21,0,0.010426998138427734
0.3,3.3333333333333335,29,1.0,1.0,0.5,0.8421744029065239,0.9913312295735158,0.975609756097561,1.0,0.047619047619047616,0.9523809523809523,1.0,0.958,21,0,0.010186433792114258
0.3,3.3333333333333335,30,1.0,1.0,0.5,0.8421744029065239,0.9913312295735158,0.975609756097561,1.0,0.047619047619047616,0.9523809523809523,1.0,0.958,21,0,0.010494709014892578
0.3,3.3333333333333335,31,1.0,1.0,0.5,0.8421744029065239,0.9913312295735158,0.975609756097561,1.0,0.047619047619047616,0.9523809523809523,1.0,0.958,21,0,0.010248899459838867
0.3,3.3333333333333335,32,1.0,1.0,0.5,0.8421744029065239,0.9913312295735158,0.975609756097561,1.0,0.047619047619047616,0.9523809523809523,1.0,0.958,21,0,0.010216236114501953
0.3,3.3333333333333335,33,1.0,1.0,0.5,0.8421744029065239,0.9913312295735158,0.975609756097561,1.0,0.047619047619047616,0.9523809523809523,1.0,0.958,21,0,0.010351896286010742
0.3,3.3333333333333335,34,1.0,1.0,0.5,0.8421744029065239,0.9913312295735158,0.975609756097561,1.0,0.047619047619047616,0.9523809523809523,1.0,0.958,21,0,0.010806798934936523
0.3,3.3333333333333335,35,1.0,1.0,0.5,0.8421744029065239,0.9913312295735158,0.975609756097561,1.0,0.047619047619047616,0.9523809523809523,1.0,0.958,21,0,0.010183572769165039
0.3,3.3333333333333335,36,1.0,1.0,0.5,0.8421744029065239,0.9913312295735158,0.975609756097561,1.0,0.047619047619047616,0.9523809523809523,1.0,0.958,21,0,0.010217666625976562
0.3,3.3333333333333335,37,1.0,1.0,0.5,0.8421744029065239,0.9913312295735158,0.975609756097561,1.0,0.047619047619047616,0.9523809523809523,1.0,0.958,21,0,0.010230779647827148
0.3,3.3333333333333335,38,1.0,1.0,0.5,0.8421744029065239,0.9913312295735158,0.975609756097561,1.0,0.047619047619047616,0.9523809523809523,1.0,0.958,21,0,0.010155200958251953
0.3,3.3333333333333335,39,1.0,1.0,0.5,0.8421744029065239,0.9913312295735158,0.975609756097561,1.0,0.047619047619047616,0.9523809523809523,1.0,0.958,21,0,0.010161638259887695
0.3,3.3333333333333335,40,1.0,1.0,0.5,0.8421744029065239,0.9913312295735158,0.975609756097561,1.0,0.047619047619047616,0.9523809523809523,1.0,0.958,21,0,0.010161399841308594
0.3,3.3333333333333335,41,1.0,1.0,0.5,0.8421744029065239,0.9913312295735158,0.975609756097561,1.0,0.047619047619047616,0.9523809523809523,1.0,0.958,21,0,0.010822296142578125
0.3,3.3333333333333335,42,1.0,1.0,0.5,0.8421744029065239,0.9913312295735158,0.975609756097561,1.0,0.047619047619047616,0.9523809523809523,1.0,0.958,21,0,0.009546518325805664
0.3,3.3333333333333335,43,1.0,1.0,0.5,0.8421744029065239,0.9913312295735158,0.975609756097561,1.0,0.047619047619047616,0.9523809523809523,1.0,0.958,21,0,0.009160757064819336
0.3,3.3333333333333335,44,1.0,1.0,0.5,0.8421744029065239,0.9913312295735158,0.975609756097561,1.0,0.047619047619047616,0.9523809523809523,1.0,0.958,21,0,0.008961677551269531
0.3,3.3333333333333335,45,1.0,1.0,0.5,0.8421744029065239,0.9913312295735158,0.975609756097561,1.0,0.047619047619047616,0.9523809523809523,1.0,0.958,21,0,0.009104490280151367
0.3,3.3333333333333335,46,1.0,1.0,0.5,0.8421744029065239,0.9913312295735158,0.975609756097561,1.0,0.047619047619047616,0.9523809523809523,1.0,0.958,21,0,0.009089946746826172
0.3,3.3333333333333335,47,1.0,1.0,0.5,0.8421744029065239,0.9913312295735158,0.975609756097561,1.0,0.047619047619047616,0.9523809523809523,1.0,0.958,21,0,0.009030818939208984
0.3,3.3333333333333335,48,1.0,1.0,0.5,0.8421744029065239,0.9913312295735158,0.975609756097561,1.0,0.047619047619047616,0.9523809523809523,1.0,0.958,21,0,0.00913548469543457
0.3,3.3333333333333335,49,1.0,1.0,0.5,0.8421744029065239,0.9913312295735158,0.975609756097561,1.0,0.047619047619047616,0.9523809523809523,1.0,0.958,21,0,0.009226083755493164
0.5,2.0,0,1.0,1.0,0.5,1.2145335046793018,0.9875250259385119,0.975609756097561,1.0,0.047619047619047616,0.9523809523809523,1.0,0.958,21,0,0.008983612060546875
0.5,2.0,1,1.0,1.0,0.5,1.2145335046793018,0.9875250259385119,0.975609756097561,1.0,0.047619047619047616,0.9523809523809523,1.0,0.958,21,0,0.009121179580688477
0.5,2.0,2,1.0,1.0,0.5,1.2145335046793018,0.9875250259385119,0.975609756097561,1.0,0.047619047619047616,0.9523809523809523,1.0,0.958,21,0,0.010094881057739258
0.5,2.0,3,1.0,1.0,0.5,1.2145335046793018,0.9875250259385119,0.975609756097561,1.0,0.047619047619047616,0.9523809523809523,1.0,0.958,21,0,0.009284734725952148
0.5,2.0,4,1.0,1.0,0.5,1.2145335046793018,0.9875250259385119,0.975609756097561,1.0,0.047619047619047616,0.9523809523809523,1.0,0.958,21,0,0.009113311767578125
0.5,2.0,5,1.0,1.0,0.5,1.2145335046793018,0.9875250259385119,0.975609756097561,1.0,0.047619047619047616,0.9523809523809523,1.0,0.958,21,0,0.009130716323852539
0.5,2.0,6,1.0,1.0,0.5,1.2145335046793018,0.9875250259385119,0.975609756097561,1.0,0.047619047619047616,0.9523809523809523,1.0,0.958,21,0,0.00904703140258789
0.5,2.0,7,1.0,1.0,0.5,1.2145335046793018,0.9875250259385119,0.975609756097561,1.0,0.047619047619047616,0.9523809523809523,1.0,0.958,21,0,0.009139060974121094
0.5,2.0,8,1.0,1.0,0.5,1.2145335046793018,0.9875250259385119,0.975609756097561,1.0,0.047619047619047616,0.9523809523809523,1.0,0.958,21,0,0.009083271026611328
0.5,2.0,9,1.0,1.0,0.5,1.2145335046793018,0.9875250259385119,0.975609756097561,1.0,0.047619047619047616,0.9523809523809523,1.0,0.958,21,0,0.009875059127807617
0.5,2.0,10,1.0,1.0,0.5,1.2145335046793018,0.9875250259385119,0.975609756097561,1.0,0.047619047619047616,0.9523809523809523,1.0,0.958,21,0,0.009002208709716797
0.5,2.0,11,1.0,1.0,0.5,1.2145335046793018,0.9875250259385119,0.975609756097561,1.0,0.047619047619047616,0.9523809523809523,1.0,0.958,21,0,0.009193181991577148
0.5,2.0,12,1.0,1.0,0.5,1.2145335046793018,0.9875250259385119,0.975609756097561,1.0,0.047619047619047616,0.9523809523809523,1.0,0.958,21,0,0.009057283401489258
0.5,2.0,13,1.0,1.0,0.5,1.2145335046793018,0.9875250259385119,0.975609756097561,1.0,0.047619047619047616,0.9523809523809523,1.0,0.958,21,0,0.008881330490112305
0.5,2.0,14,1.0,1.0,0.5,1.2145335046793018,0.9875250259385119,0.975609756097561,1.0,0.047619047619047616,0.9523809523809523,1.0,0.958,21,0,0.009148597717285156
0.5,2.0,15,1.0,1.0,0.5,1.2145335046793018,0.9875250259385119,0.975609756097561,1.0,0.047619047619047616,0.9523809523809523,1.0,0.958,21,0,0.009911060333251953
0.5,2.0,16,1.0,1.0,0.5,1.2145335046793018,0.9875250259385119,0.975609756097561,1.0,0.047619047619047616,0.9523809523809523,1.0,0.958,21,0,0.009311676025390625
0.5,2.0,17,1.0,1.0,0.5,1.2145335046793018,0.9875250259385119,0.975609756097561,1.0,0.047619047619047616,0.9523809523809523,1.0,0.958,21,0,0.009064197540283203
0.5,2.0,18,1.0,1.0,0.5,1.2145335046793018,0.9875250259385119,0.975609756097561,1.0,0.047619047619047616,0.9523809523809523,1.0,0.958,21,0,0.012657403945922852
0.5,2.0,19,1.0,1.0,0.5,1.2145335046793018,0.9875250259385119,0.975609756097561,1.0,0.047619047619047616,0.9523809523809523,1.0,0.958,21,0,0.009107351303100586
0.5,2.0,20,1.0,1.0,0.5,1.2145335046793018,0.9875250259385119,0.975609756097561,1.0,0.047619047619047616,0.9523809523809523,1.0,0.958,21,0,0.009091615676879883
0.5,2.0,21,1.0,1.0,0.5,1.2145335046793018,0.9875250259385119,0.975609756097561,1.0,0.047619047619047616,0.9523809523809523,1.0,0.958,21,0,0.009041309356689453
0.5,2.0,22,1.0,1.0,0.5,1.2145335046793018,0.9875250259385119,0.975609756097561,1.0,0.047619047619047616,0.9523809523809523,1.0,0.958,21,0,0.009085655212402344
0.5,2.0,23,1.0,1.0,0.5,1.2145335046793018,0.9875250259385119,0.975609756097561,1.0,0.047619047619047616,0.9523809523809523,1.0,0.958,21,0,0.009206771850585938
0.5,2.0,24,1.0,1.0,0.5,1.2145335046793018,0.9875250259385119,0.975609756097561,1.0,0.047619047619047616,0.9523809523809523,1.0,0.958,21,0,0.008959770202636719
0.5,2.0,25,1.0,1.0,0.5,1.2145335046793018,0.9875250259385119,0.975609756097561,1.0,0.047619047619047616,0.9523809523809523,1.0,0.958,21,0,0.009237289428710938
0.5,2.0,26,1.0,1.0,0.5,1.2145335046793018,0.9875250259385119,0.975609756097561,1.0,0.047619047619047616,0.9523809523809523,1.0,0.958,21,0,0.009021997451782227
0.5,2.0,27,1.0,1.0,0.5,1.2145335046793018,0.9875250259385119,0.975609756097561,1.0,0.047619047619047616,0.9523809523809523,1.0,0.958,21,0,0.008990049362182617
0.5,2.0,28,1.0,1.0,0.5,1.2145335046793018,0.9875250259385119,0.975609756097561,1.0,0.047619047619047616,0.9523809523809523,1.0,0.958,21,0,0.008960962295532227
0.5,2.0,29,1.0,1.0,0.5,1.2145335046793018,0.9875250259385119,0.975609756097561,1.0,0.047619047619047616,0.9523809523809523,1.0,0.958,21,0,0.009052753448486328
0.5,2.0,30,1.0,1.0,0.5,1.2145335046793018,0.9875250259385119,0.975609756097561,1.0,0.047619047619047616,0.9523809523809523,1.0,0.958,21,0,0.009185075759887695
0.5,2.0,31,1.0,1.0,0.5,1.2145335046793018,0.9875250259385119,0.975609756097561,1.0,0.047619047619047616,0.9523809523809523,1.0,0.958,21,0,0.00891423225402832
0.5,2.0,32,1.0,1.0,0.5,1.2145335046793018,0.9875250259385119,0.975609756097561,1.0,0.047619047619047616,0.9523809523809523,1.0,0.958,21,0,0.009348630905151367
0.5,2.0,33,1.0,1.0,0.5,1.2145335046793018,0.9875250259385119,0.975609756097561,1.0,0.047619047619047616,0.9523809523809523,1.0,0.958,21,0,0.009186029434204102
0.5,2.0,34,1.0,1.0,0.5,1.2145335046793018,0.9875250259385119,0.975609756097561,1.0,0.047619047619047616,0.9523809523809523,1.0,0.958,21,0,0.00912165641784668
0.5,2.0,35,1.0,1.0,0.5,1.2145335046793018,0.9875250259385119,0.975609756097561,1.0,0.047619047619047616,0.9523809523809523,1.0,0.958,21,0,0.012029409408569336
0.5,2.0,36,1.0,1.0,0.5,1.2145335046793018,0.9875250259385119,0.975609756097561,1.0,0.047619047619047616,0.9523809523809523,1.0,0.958,21,0,0.01021885871887207
0.5,2.0,37,1.0,1.0,0.5,1.2145335046793018,0.9875250259385119,0.975609756097561,1.0,0.047619047619047616,0.9523809523809523,1.0,0.958,21,0,0.01013803482055664
0.5,2.0,38,1.0,1.0,0.5,1.2145335046793018,0.9875250259385119,0.975609756097561,1.0,0.047619047619047616,0.9523809523809523,1.0,0.958,21,0,0.009063005447387695
0.5,2.0,39,1.0,1.0,0.5,1.2145335046793018,0.9875250259385119,0.975609756097561,1.0,0.047619047619047616,0.9523809523809523,1.0,0.958,21,0,0.00937342643737793
0.5,2.0,40,1.0,1.0,0.5,1.2145335046793018,0.9875250259385119,0.975609756097561,1.0,0.047619047619047616,0.9523809523809523,1.0,0.958,21,0,0.009180545806884766
0.5,2.0,41,1.0,1.0,0.5,1.2145335046793018,0.9875250259385119,0.975609756097561,1.0,0.047619047619047616,0.9523809523809523,1.0,0.958,21,0,0.010152816772460938
0.5,2.0,42,1.0,1.0,0.5,1.2145335046793018,0.9875250259385119,0.975609756097561,1.0,0.047619047619047616,0.9523809523809523,1.0,0.958,21,0,0.010228157043457031
0.5,2.0,43,1.0,1.0,0.5,1.2145335046793018,0.9875250259385119,0.975609756097561,1.0,0.047619047619047616,0.9523809523809523,1.0,0.958,21,0,0.010251283645629883
0.5,2.0,44,1.0,1.0,0.5,1.2145335046793018,0.9875250259385119,0.975609756097561,1.0,0.047619047619047616,0.9523809523809523,1.0,0.958,21,0,0.012398719787597656
0.5,2.0,45,1.0,1.0,0.5,1.2145335046793018,0.9875250259385119,0.975609756097561,1.0,0.047619047619047616,0.9523809523809523,1.0,0.958,21,0,0.009233713150024414
0.5,2.0,46,1.0,1.0,0.5,1.2145335046793018,0.9875250259385119,0.975609756097561,1.0,0.047619047619047616,0.9523809523809523,1.0,0.958,21,0,0.009164571762084961
0.5,2.0,47,1.0,1.0,0.5,1.2145335046793018,0.9875250259385119,0.975609756097561,1.0,0.047619047619047616,0.9523809523809523,1.0,0.958,21,0,0.00913238525390625
0.5,2.0,48,1.0,1.0,0.5,1.2145335046793018,0.9875250259385119,0.975609756097561,1.0,0.047619047619047616,0.9523809523809523,1.0,0.958,21,0,0.009256839752197266
0.5,2.0,49,1.0,1.0,0.5,1.2145335046793018,0.9875250259385119,0.975609756097561,1.0,0.047619047619047616,0.9523809523809523,1.0,0.958,21,0,0.00977182388305664
0.7,1.4285714285714286,0,1.0,1.0,0.5,1.5851091695129778,0.9837646595057221,0.9523809523809523,1.0,0.09090909090909091,0.9090909090909091,1.0,0.956,22,0,0.009159564971923828
0.7,1.4285714285714286,1,1.0,1.0,0.5,1.5851091695129778,0.9837646595057221,0.9523809523809523,1.0,0.09090909090909091,0.9090909090909091,1.0,0.956,22,0,0.009825944900512695
0.7,1.4285714285714286,2,1.0,1.0,0.5,1.5851091695129778,0.9837646595057221,0.9523809523809523,1.0,0.09090909090909091,0.9090909090909091,1.0,0.956,22,0,0.009137153625488281
0.7,1.4285714285714286,3,1.0,1.0,0.5,1.5851091695129778,0.9837646595057221,0.9523809523809523,1.0,0.09090909090909091,0.9090909090909091,1.0,0.956,22,0,0.009249448776245117
0.7,1.4285714285714286,4,1.0,1.0,0.5,1.5851091695129778,0.9837646595057221,0.9523809523809523,1.0,0.09090909090909091,0.9090909090909091,1.0,0.956,22,0,0.009003400802612305
0.7,1.4285714285714286,5,1.0,1.0,0.5,1.5851091695129778,0.9837646595057221,0.9523809523809523,1.0,0.09090909090909091,0.9090909090909091,1.0,0.956,22,0,0.00922393798828125
0.7,1.4285714285714286,6,1.0,1.0,0.5,1.5851091695129778,0.9837646595057221,0.9523809523809523,1.0,0.09090909090909091,0.9090909090909091,1.0,0.956,22,0,0.009067296981811523
