sigma,snr,repeat,model,algo,use_cv,mse,r2,f1,tpr,fdr,precision,recall,sparsity,n_selected,fold,train_time,best_gamma,best_alpha,best_lambda_ridge,cv_score
0.5,2.0,0,AFL-CV-EN (ElasticNet),adaptive_flipped_lasso_cv_en,True,0.2446146701959736,0.9974874619316821,1.0,1.0,0.0,1.0,1.0,0.96,20,0,3.3556814193725586,2.0,0.021006244924298104,0.1,-0.6925307878591672
0.5,2.0,0,AdaptiveLassoCV (fixed),adaptive_lasso_cv,True,0.6964047848386379,0.9928469395091309,0.9302325581395349,1.0,0.13043478260869565,0.8695652173913043,1.0,0.954,23,0,8.522010564804077,2.0,0.007880462815669913,,-0.3088370052079502
0.5,2.0,1,AFL-CV-EN (ElasticNet),adaptive_flipped_lasso_cv_en,True,0.2812847103740673,0.9964456576482816,1.0,1.0,0.0,1.0,1.0,0.96,20,0,3.2993557453155518,2.0,0.02279777575009878,0.1,-0.522319525698377
0.5,2.0,1,AdaptiveLassoCV (fixed),adaptive_lasso_cv,True,0.46441153510196886,0.9941316483727668,1.0,1.0,0.0,1.0,1.0,0.96,20,0,8.811537981033325,2.0,0.007880462815669913,,-0.3484607202815506
0.5,2.0,2,AFL-CV-EN (ElasticNet),adaptive_flipped_lasso_cv_en,True,0.2713139937345678,0.9959772040704475,0.9523809523809523,1.0,0.09090909090909091,0.9090909090909091,1.0,0.956,22,0,3.5918588638305664,0.3,0.032689583722452786,0.1,-1.4561861992852632
0.5,2.0,2,AdaptiveLassoCV (fixed),adaptive_lasso_cv,True,1.738940436344919,0.9742165805280718,0.9090909090909091,1.0,0.16666666666666666,0.8333333333333334,1.0,0.952,24,0,8.5159170627594,2.0,0.011721022975334805,,-0.3410116636156032
0.5,2.0,3,AFL-CV-EN (ElasticNet),adaptive_flipped_lasso_cv_en,True,0.3528694567165008,0.9957060046564918,0.9090909090909091,1.0,0.16666666666666666,0.8333333333333334,1.0,0.952,24,0,3.3858115673065186,0.3,0.024158736194676098,0.1,-0.33810555495361594
0.5,2.0,3,AdaptiveLassoCV (fixed),adaptive_lasso_cv,True,0.3936737214996367,0.9952094660084478,0.9302325581395349,1.0,0.13043478260869565,0.8695652173913043,1.0,0.954,23,0,9.056719064712524,2.0,0.007880462815669913,,-0.3159517466467606
0.5,2.0,4,AFL-CV-EN (ElasticNet),adaptive_flipped_lasso_cv_en,True,0.300953637968317,0.9950796643451093,1.0,1.0,0.0,1.0,1.0,0.96,20,0,3.2515153884887695,2.0,0.030569889154108867,0.1,-1.1825564074730717
0.5,2.0,4,AdaptiveLassoCV (fixed),adaptive_lasso_cv,True,1.2596788492945232,0.9794053236979043,1.0,1.0,0.0,1.0,1.0,0.96,20,0,7.957119703292847,2.0,0.011721022975334805,,-0.27040853768177364
2.0,0.5,0,AFL-CV-EN (ElasticNet),adaptive_flipped_lasso_cv_en,True,4.797825578595348,0.9525407037058037,0.7906976744186046,0.85,0.2608695652173913,0.7391304347826086,0.85,0.954,23,0,4.7530741691589355,3.0,0.0025556017499213774,0.1,-5.571913805218633
2.0,0.5,0,AdaptiveLassoCV (fixed),adaptive_lasso_cv,True,6.069509319305516,0.9399614186829944,0.7906976744186046,0.85,0.2608695652173913,0.7391304347826086,0.85,0.954,23,0,19.66268539428711,1.0,0.12689610031679233,,-5.698582060824621
2.0,0.5,1,AFL-CV-EN (ElasticNet),adaptive_flipped_lasso_cv_en,True,9.084108013054287,0.8901089671191256,0.3571428571428571,1.0,0.782608695652174,0.21739130434782608,1.0,0.8160000000000001,92,0,5.326048851013184,0.3,0.016323893174306027,0.1,-6.41400851883098
2.0,0.5,1,AdaptiveLassoCV (fixed),adaptive_lasso_cv,True,4.8780370512008835,0.9409900752812155,0.625,1.0,0.5454545454545454,0.45454545454545453,1.0,0.912,44,0,20.48276996612549,0.5,0.12689610031679233,,-6.402825045633584
2.0,0.5,2,AFL-CV-EN (ElasticNet),adaptive_flipped_lasso_cv_en,True,5.681573530454448,0.9210278456649563,0.7727272727272727,0.85,0.2916666666666667,0.7083333333333334,0.85,0.952,24,0,4.881580829620361,3.0,0.0018891972570014117,0.1,-6.8559244967054935
2.0,0.5,2,AdaptiveLassoCV (fixed),adaptive_lasso_cv,True,8.721803443184658,0.8787695690457779,0.7317073170731706,0.75,0.2857142857142857,0.7142857142857143,0.75,0.958,21,0,19.89240288734436,1.0,0.12689610031679233,,-6.095565030228704
2.0,0.5,3,AFL-CV-EN (ElasticNet),adaptive_flipped_lasso_cv_en,True,5.779094651714923,0.9370842730485063,0.7755102040816326,0.95,0.3448275862068966,0.6551724137931034,0.95,0.942,29,0,4.7783286571502686,3.0,0.001245106919422569,0.1,-5.261965220747002
2.0,0.5,3,AdaptiveLassoCV (fixed),adaptive_lasso_cv,True,6.26761054946444,0.9317659083760826,0.7755102040816326,0.95,0.3448275862068966,0.6551724137931034,0.95,0.942,29,0,20.096787929534912,2.0,0.03856620421163472,,-5.630528979707816
2.0,0.5,4,AFL-CV-EN (ElasticNet),adaptive_flipped_lasso_cv_en,True,5.245425828982269,0.9163896772067175,1.0,1.0,0.0,1.0,1.0,0.96,20,0,4.536529302597046,3.0,0.0033917044676803946,0.1,-4.954487816770516
2.0,0.5,4,AdaptiveLassoCV (fixed),adaptive_lasso_cv,True,5.982015309451379,0.9046486887272164,0.851063829787234,1.0,0.25925925925925924,0.7407407407407407,1.0,0.946,27,0,18.94355797767639,0.5,0.18873918221350977,,-4.9896871456581895
