sigma,snr,repeat,model,algo,use_cv,mse,r2,f1,tpr,fdr,precision,recall,sparsity,n_selected,fold,train_time,best_gamma,best_alpha,best_lambda_ridge,cv_score
0.5,2.0,0,AdaptiveFlippedLassoCV,adaptive_flipped_lasso_cv,True,0.29096016889577214,-0.013333515082310177,0.0,0.0,0.0,0.0,0.0,1.0,0,0,12.73914885520935,0.3,0.09491190662762151,10.0,-0.23340258550167023
0.5,2.0,1,AdaptiveFlippedLassoCV,adaptive_flipped_lasso_cv,True,0.6439066484077645,-3.2436142405409614,0.04878048780487805,0.05,0.9523809523809523,0.047619047619047616,0.05,0.979,21,0,19.819162845611572,0.5,0.0549351712790279,10.0,-0.671554791553902
0.5,2.0,2,AdaptiveFlippedLassoCV,adaptive_flipped_lasso_cv,True,0.38367257423773665,-0.578837222215697,0.0,0.0,0.0,0.0,0.0,1.0,0,0,15.255565404891968,0.3,0.10491697759904513,10.0,-0.38067585182971664
0.5,2.0,3,AdaptiveFlippedLassoCV,adaptive_flipped_lasso_cv,True,0.23444341391699372,-0.010849970481332516,0.0,0.0,1.0,0.0,0.0,0.999,1,0,12.019307136535645,0.3,0.08934629926163319,10.0,-0.21293355569674904
0.5,2.0,4,AdaptiveFlippedLassoCV,adaptive_flipped_lasso_cv,True,0.6452489694623424,-2.0149105666581577,0.0,0.0,0.0,0.0,0.0,1.0,0,0,17.378556489944458,0.3,0.11399289178478203,10.0,-0.6654893711768182
2.0,0.5,0,AdaptiveFlippedLassoCV,adaptive_flipped_lasso_cv,True,4.6484081205613785,-0.010860114963172851,0.0,0.0,0.0,0.0,0.0,1.0,0,0,11.650508165359497,0.3,0.38084495673653124,10.0,-3.4247381797438505
2.0,0.5,1,AdaptiveFlippedLassoCV,adaptive_flipped_lasso_cv,True,3.264079896100975,-0.3526591145685498,0.0425531914893617,0.05,0.9629629629629629,0.037037037037037035,0.05,0.973,27,0,14.057707786560059,0.3,0.22318874426132146,10.0,-4.4045797577404295
2.0,0.5,2,AdaptiveFlippedLassoCV,adaptive_flipped_lasso_cv,True,4.278523488588735,-0.09647871782136619,0.0,0.0,0.0,0.0,0.0,1.0,0,0,12.691684007644653,0.3,0.41975620207107556,10.0,-4.599989158952155
2.0,0.5,3,AdaptiveFlippedLassoCV,adaptive_flipped_lasso_cv,True,3.6890669195290497,0.006326849565991055,0.0,0.0,1.0,0.0,0.0,0.999,1,0,11.725725650787354,0.5,0.35763180487794827,10.0,-3.359714906107756
2.0,0.5,4,AdaptiveFlippedLassoCV,adaptive_flipped_lasso_cv,True,4.022545441088863,-0.16801102207375185,0.0,0.0,0.0,0.0,0.0,1.0,0,0,12.993868589401245,0.3,0.4573269242005985,10.0,-4.657698310803404
10.0,0.1,0,AdaptiveFlippedLassoCV,adaptive_flipped_lasso_cv,True,117.48690968162367,-0.026009219634602232,0.0,0.0,0.0,0.0,0.0,1.0,0,0,12.090553760528564,0.3,1.9097545662582256,10.0,-85.52270472564325
10.0,0.1,1,AdaptiveFlippedLassoCV,adaptive_flipped_lasso_cv,True,65.51664402388504,-0.09677173971956754,0.041666666666666664,0.05,0.9642857142857143,0.03571428571428571,0.05,0.972,28,0,12.033108711242676,0.3,1.1151432080171486,10.0,-99.49658059850181
10.0,0.1,2,AdaptiveFlippedLassoCV,adaptive_flipped_lasso_cv,True,101.19988880486025,-0.035280135711130756,0.0,0.0,0.0,0.0,0.0,1.0,0,0,12.785665273666382,0.3,2.107368979829635,10.0,-111.99039674079071
10.0,0.1,3,AdaptiveFlippedLassoCV,adaptive_flipped_lasso_cv,True,90.96156528879388,0.009979712261106166,0.0,0.0,1.0,0.0,0.0,0.999,1,0,11.860058069229126,0.3,1.8105826993061054,10.0,-83.85629801971905
10.0,0.1,4,AdaptiveFlippedLassoCV,adaptive_flipped_lasso_cv,True,87.87365804684578,-0.02125504477284368,0.0,0.0,0.0,0.0,0.0,1.0,0,0,12.075358629226685,0.3,2.255020914151575,10.0,-105.91419648288561
