sigma,snr,model,f1_mean,f1_std,mse_mean,mse_std,tpr_mean,tpr_std,fdr_mean,fdr_std,precision_mean,precision_std,recall_mean,recall_std,r2_mean,r2_std
0.5,2.0,AdaptiveFlippedLassoCV,0.0098,0.0218,0.4396,0.1945,0.01,0.0224,0.3905,0.5349,0.0095,0.0213,0.01,0.0224,-1.1723,1.4182
2.0,0.5,AdaptiveFlippedLassoCV,0.0085,0.019,3.9805,0.5327,0.01,0.0224,0.3926,0.5377,0.0074,0.0166,0.01,0.0224,-0.1243,0.1456
10.0,0.1,AdaptiveFlippedLassoCV,0.0083,0.0186,92.6077,19.0516,0.01,0.0224,0.3929,0.5381,0.0071,0.016,0.01,0.0224,-0.0339,0.0391
