sigma,snr,repeat,model,algo,use_cv,mse,r2,f1,tpr,fdr,precision,recall,sparsity,n_selected,selection_f1,selection_accuracy,fold,train_time,best_alpha,best_lambda_ridge,sign_accuracy,best_gamma,cv_score
1.0,1.0,1,"PFLRegressorCV (BAFL, gamma=1.0, cap=10.0)",pfl_regressor_cv,True,3.110220618685228,-0.0547177971266668,0.18749999999999997,0.15,0.75,0.25,0.15,0.976,12,0.18749999999999997,0.948,0,6.592562675476074,0.04339712508454542,100.0,0.85,,
1.0,1.0,2,"PFLRegressorCV (BAFL, gamma=1.0, cap=10.0)",pfl_regressor_cv,True,3.2339765517830985,-0.031030567127659392,0.19354838709677416,0.15,0.7272727272727273,0.2727272727272727,0.15,0.978,11,0.19354838709677416,0.95,0,6.86894965171814,0.049871594868081646,100.0,0.85,,
1.0,1.0,3,"PFLRegressorCV (BAFL, gamma=1.0, cap=10.0)",pfl_regressor_cv,True,3.43269028937378,0.31239602485834106,0.18181818181818182,0.1,0.0,1.0,0.1,0.996,2,0.18181818181818182,0.964,0,6.231542110443115,0.10624040320557561,100.0,0.9,,
1.0,1.0,4,"PFLRegressorCV (BAFL, gamma=1.0, cap=10.0)",pfl_regressor_cv,True,2.5454456894600677,0.38173773623448426,0.16666666666666669,0.1,0.5,0.5,0.1,0.992,4,0.16666666666666669,0.96,0,7.011762380599976,0.08487470500532152,100.0,0.85,,
1.0,1.0,5,"PFLRegressorCV (BAFL, gamma=1.0, cap=10.0)",pfl_regressor_cv,True,2.985983354340539,0.2677594946368802,0.20000000000000004,0.2,0.8,0.2,0.2,0.96,20,0.20000000000000004,0.936,0,4.602486610412598,0.03823206637793352,10.0,0.9,,
1.0,1.0,6,"PFLRegressorCV (BAFL, gamma=1.0, cap=10.0)",pfl_regressor_cv,True,2.590207410272327,0.25780109098022874,0.09523809523809523,0.05,0.0,1.0,0.05,0.998,1,0.09523809523809523,0.962,0,6.628533601760864,0.09869212735280869,100.0,0.85,,
1.0,1.0,7,"PFLRegressorCV (BAFL, gamma=1.0, cap=10.0)",pfl_regressor_cv,True,3.0682913444890727,0.10678827093685506,0.14814814814814817,0.1,0.7142857142857143,0.2857142857142857,0.1,0.986,7,0.14814814814814817,0.954,0,5.764832973480225,0.03840666245078263,100.0,0.9,,
1.0,1.0,8,"PFLRegressorCV (BAFL, gamma=1.0, cap=10.0)",pfl_regressor_cv,True,3.2284239141873443,0.22156875736151493,0.18181818181818182,0.1,0.0,1.0,0.1,0.996,2,0.18181818181818182,0.964,0,6.562007188796997,0.10175991605209767,100.0,0.85,,
1.0,1.0,9,"PFLRegressorCV (BAFL, gamma=1.0, cap=10.0)",pfl_regressor_cv,True,2.8442287070356467,0.35835031728144806,0.08695652173913045,0.05,0.6666666666666666,0.3333333333333333,0.05,0.994,3,0.08695652173913045,0.958,0,6.309201240539551,0.06813159908396864,100.0,0.85,,
1.0,1.0,10,"PFLRegressorCV (BAFL, gamma=1.0, cap=10.0)",pfl_regressor_cv,True,2.994784096648142,0.286536185415458,0.09523809523809523,0.05,0.0,1.0,0.05,0.998,1,0.09523809523809523,0.962,0,8.043802738189697,0.1173293686219689,100.0,0.95,,
1.0,1.0,11,"PFLRegressorCV (BAFL, gamma=1.0, cap=10.0)",pfl_regressor_cv,True,4.193235306052723,0.1859587317120278,0.08695652173913045,0.05,0.6666666666666666,0.3333333333333333,0.05,0.994,3,0.08695652173913045,0.958,0,7.956876277923584,0.1056506052739775,100.0,0.9,,
1.0,1.0,12,"PFLRegressorCV (BAFL, gamma=1.0, cap=10.0)",pfl_regressor_cv,True,3.108636044844423,0.11795870611985715,0.20689655172413793,0.15,0.6666666666666666,0.3333333333333333,0.15,0.982,9,0.20689655172413793,0.954,0,6.004891872406006,0.05634669887620845,100.0,0.85,,
1.0,1.0,13,"PFLRegressorCV (BAFL, gamma=1.0, cap=10.0)",pfl_regressor_cv,True,2.537334527612478,0.3551026849387353,0.24999999999999997,0.15,0.25,0.75,0.15,0.992,4,0.24999999999999997,0.964,0,7.328782558441162,0.08205031401762616,100.0,0.9,,
1.0,1.0,14,"PFLRegressorCV (BAFL, gamma=1.0, cap=10.0)",pfl_regressor_cv,True,2.7018527647022443,0.2718465583496421,0.26865671641791045,0.45,0.8085106382978723,0.19148936170212766,0.45,0.906,47,0.26865671641791045,0.902,0,5.636749505996704,0.01729337366443977,100.0,0.75,,
1.0,1.0,15,"PFLRegressorCV (BAFL, gamma=1.0, cap=10.0)",pfl_regressor_cv,True,3.201138307748403,0.2661272474964468,0.2,0.15,0.7,0.3,0.15,0.98,10,0.2,0.952,0,6.40988302230835,0.07235747154851493,100.0,0.95,,
1.0,1.0,16,"PFLRegressorCV (BAFL, gamma=1.0, cap=10.0)",pfl_regressor_cv,True,2.9266519031364284,-0.05004356021857537,0.09523809523809523,0.05,0.0,1.0,0.05,0.998,1,0.09523809523809523,0.962,0,6.603235244750977,0.13815714605493395,100.0,0.9,,
1.0,1.0,17,"PFLRegressorCV (BAFL, gamma=1.0, cap=10.0)",pfl_regressor_cv,True,3.1986393374801674,0.27611756613449323,0.09523809523809523,0.05,0.0,1.0,0.05,0.998,1,0.09523809523809523,0.962,0,6.83839750289917,0.10143026324409775,100.0,0.85,,
1.0,1.0,18,"PFLRegressorCV (BAFL, gamma=1.0, cap=10.0)",pfl_regressor_cv,True,2.5692321767642614,0.22825948064630575,0.09090909090909091,0.05,0.5,0.5,0.05,0.996,2,0.09090909090909091,0.96,0,6.045922040939331,0.13479822121259494,100.0,0.9,,
1.0,1.0,19,"PFLRegressorCV (BAFL, gamma=1.0, cap=10.0)",pfl_regressor_cv,True,2.663219599285639,0.20769478315665624,0.14285714285714288,0.1,0.75,0.25,0.1,0.984,8,0.14285714285714288,0.952,0,5.297304153442383,0.05478190348890737,100.0,0.9,,
2.0,0.5,0,"PFLRegressorCV (BAFL, gamma=1.0, cap=10.0)",pfl_regressor_cv,True,5.581766645481993,0.07352950336467534,0.09090909090909091,0.05,0.5,0.5,0.05,0.996,2,0.09090909090909091,0.96,0,9.355463981628418,0.25099896714891534,100.0,0.9,,
2.0,0.5,1,"PFLRegressorCV (BAFL, gamma=1.0, cap=10.0)",pfl_regressor_cv,True,5.571554649888911,-0.021707573095160138,0.07142857142857144,0.05,0.875,0.125,0.05,0.984,8,0.07142857142857144,0.948,0,8.281543254852295,0.10691703194763937,100.0,0.8,,
2.0,0.5,2,"PFLRegressorCV (BAFL, gamma=1.0, cap=10.0)",pfl_regressor_cv,True,6.1872026429352065,-0.0876537485009381,0.14285714285714288,0.1,0.75,0.25,0.1,0.984,8,0.14285714285714288,0.952,0,8.742812156677246,0.10918011534298618,100.0,0.75,,
2.0,0.5,3,"PFLRegressorCV (BAFL, gamma=1.0, cap=10.0)",pfl_regressor_cv,True,8.353144572126462,0.14332091646157097,0.09523809523809523,0.05,0.0,1.0,0.05,0.998,1,0.09523809523809523,0.962,0,10.796715021133423,0.2681293739102397,100.0,0.95,,
2.0,0.5,4,"PFLRegressorCV (BAFL, gamma=1.0, cap=10.0)",pfl_regressor_cv,True,4.875610590880632,0.2208732596491476,0.16666666666666669,0.1,0.5,0.5,0.1,0.992,4,0.16666666666666669,0.96,0,8.751886129379272,0.13615150173852136,100.0,0.8,,
2.0,0.5,5,"PFLRegressorCV (BAFL, gamma=1.0, cap=10.0)",pfl_regressor_cv,True,6.290914161769054,0.1950855189370171,0.18749999999999997,0.15,0.75,0.25,0.15,0.976,12,0.18749999999999997,0.948,0,9.596539974212646,0.08612213546199468,100.0,0.85,,
2.0,0.5,6,"PFLRegressorCV (BAFL, gamma=1.0, cap=10.0)",pfl_regressor_cv,True,5.729069563968163,0.11770737193838199,0.09523809523809523,0.05,0.0,1.0,0.05,0.998,1,0.09523809523809523,0.962,0,12.175071954727173,0.24724885752570572,100.0,0.85,,
2.0,0.5,7,"PFLRegressorCV (BAFL, gamma=1.0, cap=10.0)",pfl_regressor_cv,True,6.8476366232680785,-0.11527646929596624,0.09523809523809523,0.05,0.0,1.0,0.05,0.998,1,0.09523809523809523,0.962,0,7.478757381439209,0.13129011962025716,100.0,0.75,,
2.0,0.5,8,"PFLRegressorCV (BAFL, gamma=1.0, cap=10.0)",pfl_regressor_cv,True,6.6473225410190935,0.062358781492477866,0.09523809523809523,0.05,0.0,1.0,0.05,0.998,1,0.09523809523809523,0.962,0,9.452212810516357,0.22582655356880327,100.0,0.85,,
2.0,0.5,9,"PFLRegressorCV (BAFL, gamma=1.0, cap=10.0)",pfl_regressor_cv,True,5.303927357742407,0.2649041692512193,0.07692307692307691,0.05,0.8333333333333334,0.16666666666666666,0.05,0.988,6,0.07692307692307691,0.952,0,8.62641167640686,0.09577327231106943,100.0,0.8,,
2.0,0.5,10,"PFLRegressorCV (BAFL, gamma=1.0, cap=10.0)",pfl_regressor_cv,True,6.401198558896437,0.1745519455522757,0.09523809523809523,0.05,0.0,1.0,0.05,0.998,1,0.09523809523809523,0.962,0,10.685428857803345,0.2137880727349873,100.0,0.95,,
2.0,0.5,11,"PFLRegressorCV (BAFL, gamma=1.0, cap=10.0)",pfl_regressor_cv,True,8.379052480629824,0.0564523590485837,0.08695652173913045,0.05,0.6666666666666666,0.3333333333333333,0.05,0.994,3,0.08695652173913045,0.958,0,9.430507183074951,0.23319462190018375,100.0,0.85,,
2.0,0.5,12,"PFLRegressorCV (BAFL, gamma=1.0, cap=10.0)",pfl_regressor_cv,True,5.892936061783051,0.04932943834699177,0.09523809523809523,0.05,0.0,1.0,0.05,0.998,1,0.09523809523809523,0.962,0,7.692082405090332,0.23418518867395127,100.0,0.75,,
2.0,0.5,13,"PFLRegressorCV (BAFL, gamma=1.0, cap=10.0)",pfl_regressor_cv,True,5.82940704578345,0.1489148917368296,0.09523809523809523,0.05,0.0,1.0,0.05,0.998,1,0.09523809523809523,0.962,0,10.377298831939697,0.29023491374210164,100.0,0.8,,
2.0,0.5,14,"PFLRegressorCV (BAFL, gamma=1.0, cap=10.0)",pfl_regressor_cv,True,5.586966552056626,0.13743839383865963,0.25641025641025644,0.25,0.7368421052631579,0.2631578947368421,0.25,0.962,19,0.25641025641025644,0.942,0,7.053260087966919,0.09536552218752452,100.0,0.7,,
2.0,0.5,15,"PFLRegressorCV (BAFL, gamma=1.0, cap=10.0)",pfl_regressor_cv,True,6.6064750671956896,0.10455208290846452,0.1739130434782609,0.1,0.3333333333333333,0.6666666666666666,0.1,0.994,3,0.1739130434782609,0.962,0,10.382156133651733,0.24201623646034714,100.0,0.9,,
2.0,0.5,16,"PFLRegressorCV (BAFL, gamma=1.0, cap=10.0)",pfl_regressor_cv,True,7.10913351521768,-0.10353114821905929,0.09523809523809523,0.05,0.0,1.0,0.05,0.998,1,0.09523809523809523,0.962,0,8.776830911636353,0.25678896292540987,100.0,0.9,,
2.0,0.5,17,"PFLRegressorCV (BAFL, gamma=1.0, cap=10.0)",pfl_regressor_cv,True,7.296332501256738,0.16251419222599928,0.18181818181818182,0.1,0.0,1.0,0.1,0.996,2,0.18181818181818182,0.964,0,9.83952784538269,0.23766211206316998,100.0,0.8,,
2.0,0.5,18,"PFLRegressorCV (BAFL, gamma=1.0, cap=10.0)",pfl_regressor_cv,True,5.585452202192538,0.12433699786365271,0.08000000000000002,0.05,0.8,0.2,0.05,0.99,5,0.08000000000000002,0.954,0,8.634124279022217,0.1558400490864505,100.0,0.8,,
2.0,0.5,19,"PFLRegressorCV (BAFL, gamma=1.0, cap=10.0)",pfl_regressor_cv,True,6.101351083683553,0.08217066964437358,0.09523809523809523,0.05,0.0,1.0,0.05,0.998,1,0.09523809523809523,0.962,0,8.817842245101929,0.2998182849586461,100.0,0.95,,
3.0,0.33,0,"PFLRegressorCV (BAFL, gamma=1.0, cap=10.0)",pfl_regressor_cv,True,9.769896726033194,0.05400123295536141,0.14814814814814817,0.1,0.7142857142857143,0.2857142857142857,0.1,0.986,7,0.14814814814814817,0.954,0,13.422370433807373,0.2699634538640867,100.0,0.9,,
3.0,0.33,1,"PFLRegressorCV (BAFL, gamma=1.0, cap=10.0)",pfl_regressor_cv,True,9.41039344240341,0.03772627917675364,0.08000000000000002,0.05,0.8,0.2,0.05,0.99,5,0.08000000000000002,0.954,0,11.696443319320679,0.28796942813743415,100.0,0.8,,
3.0,0.33,2,"PFLRegressorCV (BAFL, gamma=1.0, cap=10.0)",pfl_regressor_cv,True,10.654769154315861,-0.07804882294997695,0.14285714285714288,0.1,0.75,0.25,0.1,0.984,8,0.14285714285714288,0.952,0,10.26893138885498,0.21746283797761692,100.0,0.65,,
3.0,0.33,3,"PFLRegressorCV (BAFL, gamma=1.0, cap=10.0)",pfl_regressor_cv,True,16.64517304076823,0.03844710992893352,0.09523809523809523,0.05,0.0,1.0,0.05,0.998,1,0.09523809523809523,0.962,0,11.671140670776367,0.5559061804542876,100.0,0.8,,
3.0,0.33,4,"PFLRegressorCV (BAFL, gamma=1.0, cap=10.0)",pfl_regressor_cv,True,9.580932950142168,0.09472403614432134,0.09090909090909091,0.05,0.5,0.5,0.05,0.996,2,0.09090909090909091,0.96,0,10.923528671264648,0.3088279508851216,100.0,0.75,,
3.0,0.33,5,"PFLRegressorCV (BAFL, gamma=1.0, cap=10.0)",pfl_regressor_cv,True,12.238446498890912,0.12774278880036893,0.13793103448275865,0.1,0.7777777777777778,0.2222222222222222,0.1,0.982,9,0.13793103448275865,0.95,0,8.890086650848389,0.146122893820698,100.0,0.75,,
3.0,0.33,6,"PFLRegressorCV (BAFL, gamma=1.0, cap=10.0)",pfl_regressor_cv,True,11.543493285584107,0.002991539843700375,0.18181818181818182,0.1,0.0,1.0,0.1,0.996,2,0.18181818181818182,0.964,0,11.371472835540771,0.4904416811089542,100.0,0.85,,
3.0,0.33,7,"PFLRegressorCV (BAFL, gamma=1.0, cap=10.0)",pfl_regressor_cv,True,12.923036480450834,-0.15351839724444005,0.09523809523809523,0.05,0.0,1.0,0.05,0.998,1,0.09523809523809523,0.962,0,8.085514545440674,0.25390161937931904,100.0,0.7,,
3.0,0.33,8,"PFLRegressorCV (BAFL, gamma=1.0, cap=10.0)",pfl_regressor_cv,True,13.313655250657977,-0.08249820195352764,0.14285714285714288,0.1,0.75,0.25,0.1,0.984,8,0.14285714285714288,0.952,0,12.133167743682861,0.21636310268437683,100.0,0.75,,
3.0,0.33,9,"PFLRegressorCV (BAFL, gamma=1.0, cap=10.0)",pfl_regressor_cv,True,9.74999390379626,0.1573009133575598,0.08333333333333334,0.05,0.75,0.25,0.05,0.992,4,0.08333333333333334,0.956,0,10.3707115650177,0.21360689402359387,100.0,0.8,,
3.0,0.33,10,"PFLRegressorCV (BAFL, gamma=1.0, cap=10.0)",pfl_regressor_cv,True,11.949134855532545,0.1060668121793964,0.09523809523809523,0.05,0.0,1.0,0.05,0.998,1,0.09523809523809523,0.962,0,13.781174182891846,0.35434620146086315,100.0,0.8,,
3.0,0.33,11,"PFLRegressorCV (BAFL, gamma=1.0, cap=10.0)",pfl_regressor_cv,True,15.186972576269266,-0.0064326733077324505,0.08695652173913045,0.05,0.6666666666666666,0.3333333333333333,0.05,0.994,3,0.08695652173913045,0.958,0,11.279798984527588,0.3540005185814388,100.0,0.8,,
3.0,0.33,12,"PFLRegressorCV (BAFL, gamma=1.0, cap=10.0)",pfl_regressor_cv,True,10.00385775837076,0.04183952974834215,0.08695652173913045,0.05,0.6666666666666666,0.3333333333333333,0.05,0.994,3,0.08695652173913045,0.958,0,9.74286413192749,0.3822185103495985,100.0,0.65,,
3.0,0.33,13,"PFLRegressorCV (BAFL, gamma=1.0, cap=10.0)",pfl_regressor_cv,True,11.580435109152367,-0.005174494180683276,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.96,0,11.781141519546509,0.5270642291261818,100.0,0.75,,
3.0,0.33,14,"PFLRegressorCV (BAFL, gamma=1.0, cap=10.0)",pfl_regressor_cv,True,10.4247754521983,0.04168724308208771,0.2777777777777778,0.25,0.6875,0.3125,0.25,0.968,16,0.2777777777777778,0.948,0,9.05472445487976,0.1788098864521692,100.0,0.7,,
3.0,0.33,15,"PFLRegressorCV (BAFL, gamma=1.0, cap=10.0)",pfl_regressor_cv,True,11.774088506528575,0.039060339054867166,0.09523809523809523,0.05,0.0,1.0,0.05,0.998,1,0.09523809523809523,0.962,0,11.451598167419434,0.41376183391825444,100.0,0.85,,
3.0,0.33,16,"PFLRegressorCV (BAFL, gamma=1.0, cap=10.0)",pfl_regressor_cv,True,13.63865455096801,-0.08348843432603559,0.09523809523809523,0.05,0.0,1.0,0.05,0.998,1,0.09523809523809523,0.962,0,11.440883874893188,0.43333082863480754,100.0,0.85,,
3.0,0.33,17,"PFLRegressorCV (BAFL, gamma=1.0, cap=10.0)",pfl_regressor_cv,True,14.059020694841397,0.0896507699519482,0.15384615384615383,0.1,0.6666666666666666,0.3333333333333333,0.1,0.988,6,0.15384615384615383,0.956,0,11.020007848739624,0.3009335863377145,100.0,0.8,,
3.0,0.33,18,"PFLRegressorCV (BAFL, gamma=1.0, cap=10.0)",pfl_regressor_cv,True,10.614866348052646,0.06494695704298181,0.14814814814814817,0.1,0.7142857142857143,0.2857142857142857,0.1,0.986,7,0.14814814814814817,0.954,0,10.754989385604858,0.237751965628739,100.0,0.8,,
3.0,0.33,19,"PFLRegressorCV (BAFL, gamma=1.0, cap=10.0)",pfl_regressor_cv,True,11.816024354025073,0.0348045813806378,0.09523809523809523,0.05,0.0,1.0,0.05,0.998,1,0.09523809523809523,0.962,0,10.011096000671387,0.48717215901790867,100.0,0.95,,
0.5,2.0,0,AdaptiveLassoCV (fixed),adaptive_lasso_cv,True,2.1199507904145363,0.23716759266066656,0.09523809523809523,0.05,0.0,1.0,0.05,0.998,1,0.09523809523809523,0.962,0,3.774343729019165,0.12689610031679233,,0.5,2.0,-2.11629743189167
0.5,2.0,1,AdaptiveLassoCV (fixed),adaptive_lasso_cv,True,2.296638666793399,0.0349841194194519,0.33333333333333337,0.2,0.0,1.0,0.2,0.992,4,0.33333333333333337,0.968,0,4.071785926818848,0.017433288221999892,,0.6,2.0,-1.9301811467280394
0.5,2.0,2,AdaptiveLassoCV (fixed),adaptive_lasso_cv,True,2.399081805816666,0.03136104699909259,0.09523809523809523,0.05,0.0,1.0,0.05,0.998,1,0.09523809523809523,0.962,0,3.619288682937622,0.08531678524172814,,0.5,2.0,-1.9811207290769945
0.5,2.0,3,AdaptiveLassoCV (fixed),adaptive_lasso_cv,True,1.8369479118850878,0.4986117063887405,0.46511627906976744,0.5,0.5652173913043478,0.43478260869565216,0.5,0.954,23,0.46511627906976744,0.954,0,3.2252085208892822,0.05736152510448681,,0.75,0.5,-1.7621825066007737
0.5,2.0,4,AdaptiveLassoCV (fixed),adaptive_lasso_cv,True,3.1757356163172763,0.17857089968346207,0.09523809523809523,0.05,0.0,1.0,0.05,0.998,1,0.09523809523809523,0.962,0,3.2029356956481934,0.41753189365604043,,0.5,2.0,-1.3771769378883079
0.5,2.0,5,AdaptiveLassoCV (fixed),adaptive_lasso_cv,True,2.326956469474708,0.2584620648236122,0.09523809523809523,0.05,0.0,1.0,0.05,0.998,1,0.09523809523809523,0.962,0,3.2003302574157715,0.18873918221350977,,0.5,2.0,-1.9919552537276135
0.5,2.0,6,AdaptiveLassoCV (fixed),adaptive_lasso_cv,True,1.9110020609229887,0.3097694795076986,0.2758620689655173,0.2,0.5555555555555556,0.4444444444444444,0.2,0.982,9,0.2758620689655173,0.958,0,3.6257357597351074,0.08531678524172814,,0.65,0.5,-1.9128294528029635
0.5,2.0,7,AdaptiveLassoCV (fixed),adaptive_lasso_cv,True,1.8049093587184835,0.39171591134610306,0.3414634146341463,0.35,0.6666666666666666,0.3333333333333333,0.35,0.958,21,0.3414634146341463,0.946,0,3.13573956489563,0.05736152510448681,,0.7,0.5,-1.3415947317955985
0.5,2.0,8,AdaptiveLassoCV (fixed),adaptive_lasso_cv,True,2.479600402495863,0.29689454688582007,0.09523809523809523,0.05,0.0,1.0,0.05,0.998,1,0.09523809523809523,0.962,0,3.5354344844818115,0.12689610031679233,,0.5,2.0,-2.196075112917862
0.5,2.0,9,AdaptiveLassoCV (fixed),adaptive_lasso_cv,True,1.351485726453481,0.6277825614934882,0.456140350877193,0.65,0.6486486486486487,0.35135135135135137,0.65,0.926,37,0.456140350877193,0.938,0,3.0119829177856445,0.011721022975334805,,0.85,1.0,-2.0049211954952213
0.5,2.0,10,AdaptiveLassoCV (fixed),adaptive_lasso_cv,True,3.1977974151201107,-0.002620719170755681,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.96,0,3.869917392730713,0.9236708571873865,,0.5,2.0,-1.6292488301399843
0.5,2.0,11,AdaptiveLassoCV (fixed),adaptive_lasso_cv,True,3.9952841912235084,0.05249276640163936,0.09523809523809523,0.05,0.0,1.0,0.05,0.998,1,0.09523809523809523,0.962,0,3.5519628524780273,0.6210169418915616,,0.5,1.0,-1.3008314296790588
0.5,2.0,12,AdaptiveLassoCV (fixed),adaptive_lasso_cv,True,1.4232282912249523,0.48713434221817475,0.32989690721649484,0.8,0.7922077922077922,0.2077922077922078,0.8,0.846,77,0.32989690721649484,0.87,0,3.588365316390991,0.005298316906283712,,0.9,1.0,-2.148372955106066
