experiment_id,experiment_name,family,repeat,sigma,mse,accuracy,auc,tpr,fdr,f1,n_selected,est_error,time_seconds
exp1,高维成对相关稀疏回归,gaussian,1,0.5,0.2637403063802345,nan,nan,1.0,0.7297297297297297,0.425531914893617,74,0.0004271818260478732,2.48305606842041
exp1,高维成对相关稀疏回归,gaussian,1,1.0,1.6072272384627682,nan,nan,1.0,0.7101449275362319,0.449438202247191,69,0.002074352717751463,1.187650203704834
exp1,高维成对相关稀疏回归,gaussian,1,2.5,11.608249242400298,nan,nan,1.0,0.7368421052631579,0.4166666666666667,76,0.011076198320058012,1.1770837306976318
exp1,高维成对相关稀疏回归,gaussian,2,0.5,0.31118687655927174,nan,nan,1.0,0.7142857142857143,0.4444444444444444,70,0.0006546166140852016,1.1843788623809814
exp1,高维成对相关稀疏回归,gaussian,2,1.0,1.5497462782753226,nan,nan,1.0,0.6666666666666666,0.5,60,0.0013991063619104489,0.8327569961547852
exp1,高维成对相关稀疏回归,gaussian,2,2.5,10.465025724140519,nan,nan,1.0,0.7101449275362319,0.449438202247191,69,0.011772957539854982,0.9658651351928711
exp1,高维成对相关稀疏回归,gaussian,3,0.5,0.4198411728590571,nan,nan,1.0,0.6875,0.47619047619047616,64,0.000488712883304785,1.0101940631866455
exp1,高维成对相关稀疏回归,gaussian,3,1.0,1.570726305517167,nan,nan,1.0,0.6774193548387096,0.4878048780487805,62,0.0013112334716915525,0.9692585468292236
exp1,高维成对相关稀疏回归,gaussian,3,2.5,9.797826514280715,nan,nan,1.0,0.6666666666666666,0.5,60,0.013720599277936712,0.8701217174530029
