sigma,snr,model,f1_mean,f1_std,mse_mean,mse_std,tpr_mean,tpr_std,fdr_mean,fdr_std,precision_mean,precision_std,recall_mean,recall_std,r2_mean,r2_std
0.5,2.0,AdaptiveFlippedLassoCV,0.9037,0.0465,0.2934,0.0194,1.0,0.0,0.1599,0.073,0.8401,0.073,1.0,0.0,0.9797,0.0024
1.0,1.0,AdaptiveFlippedLassoCV,0.8651,0.0433,1.113,0.0808,1.0,0.0,0.2223,0.0657,0.7777,0.0657,1.0,0.0,0.9267,0.0089
2.0,0.5,AdaptiveFlippedLassoCV,0.7857,0.0648,4.5385,0.3711,1.0,0.0,0.3371,0.0841,0.6629,0.0841,1.0,0.0,0.7503,0.0313
5.0,0.2,AdaptiveFlippedLassoCV,0.5213,0.0888,30.1297,2.0922,0.786,0.1189,0.5751,0.0995,0.4249,0.0995,0.786,0.1189,0.2262,0.0451
10.0,0.1,AdaptiveFlippedLassoCV,0.2167,0.1005,113.2654,7.2555,0.244,0.0937,0.5078,0.146,0.2922,0.1853,0.244,0.0937,-0.0082,0.0259
