sigma,snr,repeat,model,algo,use_cv,mse,r2,f1,tpr,fdr,precision,recall,sparsity,n_selected,fold,train_time,best_gamma,best_alpha,best_lambda_ridge,cv_score
0.5,2.0,0,AdaptiveFlippedLassoCV,adaptive_flipped_lasso_cv,True,0.3303781632302029,0.9752654123834402,0.8462074157726333,1.0,0.2548118548118548,0.7451881451881451,1.0,0.9720000000000001,14.0,2.0,2.1267911434173583,1.0,0.017602147452182526,2.4,-0.31371860539301516
0.5,2.0,1,AdaptiveFlippedLassoCV,adaptive_flipped_lasso_cv,True,0.28118950524016684,0.9808091992956383,0.9112554112554113,1.0,0.16017316017316016,0.8398268398268398,1.0,0.976,12.0,2.0,2.058301591873169,1.0,0.018681932626462897,0.5,-0.31058625145841234
0.5,2.0,2,AdaptiveFlippedLassoCV,adaptive_flipped_lasso_cv,True,0.31000924755935666,0.9784950165295916,0.8414455110107284,1.0,0.25726495726495724,0.7427350427350428,1.0,0.9715999999999999,14.2,2.0,2.501635456085205,0.8800000000000001,0.017973497728357636,0.5,-0.3570845502435883
0.5,2.0,3,AdaptiveFlippedLassoCV,adaptive_flipped_lasso_cv,True,0.28573791152960537,0.9797602310771467,0.8961038961038958,1.0,0.1696969696969697,0.8303030303030303,1.0,0.9743999999999999,12.8,2.0,3.786291217803955,1.0,0.01825340585078884,0.5,-0.3278840906134512
0.5,2.0,4,AdaptiveFlippedLassoCV,adaptive_flipped_lasso_cv,True,0.29093776812101935,0.9791883836336034,0.980952380952381,1.0,0.03636363636363636,0.9636363636363636,1.0,0.9792,10.4,2.0,4.127391004562378,1.0,0.020955362639268997,0.5,-0.46212689643228666
0.5,2.0,5,AdaptiveFlippedLassoCV,adaptive_flipped_lasso_cv,True,0.2741120963773168,0.9816739560391248,0.96,1.0,0.06666666666666667,0.9333333333333332,1.0,0.978,11.0,2.0,3.993068218231201,1.0,0.021688164636660803,0.5,-0.29840711935831604
0.5,2.0,6,AdaptiveFlippedLassoCV,adaptive_flipped_lasso_cv,True,0.29271688653355205,0.9803209127120265,0.9380952380952381,1.0,0.1116883116883117,0.8883116883116884,1.0,0.9771999999999998,11.4,2.0,3.889028549194336,1.0,0.01664473569083678,0.5,-0.3005178872202275
0.5,2.0,7,AdaptiveFlippedLassoCV,adaptive_flipped_lasso_cv,True,0.30789472347532576,0.9766948372622917,0.8818181818181818,1.0,0.19754689754689753,0.8024531024531025,1.0,0.974,13.0,2.0,3.8503914356231688,1.0,0.017870608884941852,3.0,-0.45414391158669865
0.5,2.0,8,AdaptiveFlippedLassoCV,adaptive_flipped_lasso_cv,True,0.29779444086855894,0.9815682170884983,0.8682539682539682,1.0,0.1984015984015984,0.8015984015984017,1.0,0.9716000000000001,14.2,2.0,3.807187080383301,0.9,0.020306887717978638,0.5,-0.33566163082855305
0.5,2.0,9,AdaptiveFlippedLassoCV,adaptive_flipped_lasso_cv,True,0.26312424129271844,0.983063708795407,0.9125373821025995,1.0,0.14668860551213492,0.853311394487865,1.0,0.9756,12.2,2.0,3.8404350757598875,1.0,0.01830046076419584,0.5,-0.3469696062983261
1.0,1.0,0,AdaptiveFlippedLassoCV,adaptive_flipped_lasso_cv,True,1.2527705153241333,0.9106773146251417,0.8254817646121996,1.0,0.2854895104895105,0.7145104895104895,1.0,0.9708,14.6,2.0,5.110108518600464,1.0,0.043102106806780026,8.2,-1.2051550318615398
1.0,1.0,1,AdaptiveFlippedLassoCV,adaptive_flipped_lasso_cv,True,1.1043074945319573,0.9283795098310073,0.8374825174825175,1.0,0.27499999999999997,0.725,1.0,0.9719999999999999,14.0,2.0,4.999584484100342,1.0,0.038417629893843765,3.6,-1.134729591771055
1.0,1.0,2,AdaptiveFlippedLassoCV,adaptive_flipped_lasso_cv,True,1.1549388936461917,0.9256546660672577,0.8318440779610196,1.0,0.27422402159244263,0.7257759784075574,1.0,0.9712,14.4,2.0,4.93594069480896,1.0,0.03914971642133604,8.1,-1.153900290172206
1.0,1.0,3,AdaptiveFlippedLassoCV,adaptive_flipped_lasso_cv,True,1.0436314693373656,0.9301475065171179,0.8484072249589492,1.0,0.24625199362041467,0.7537480063795853,1.0,0.9719999999999999,14.0,2.0,4.968761968612671,1.0,0.036297291327783796,2.7,-1.0582519582565095
1.0,1.0,4,AdaptiveFlippedLassoCV,adaptive_flipped_lasso_cv,True,1.1323039643156716,0.92351182626711,0.9548654244306419,1.0,0.08251748251748252,0.9174825174825175,1.0,0.978,11.0,2.0,5.15172266960144,1.0,0.046243462594296424,3.3,-1.3178559295492054
1.0,1.0,5,AdaptiveFlippedLassoCV,adaptive_flipped_lasso_cv,True,1.0612437819541658,0.9332606946334401,0.898961038961039,1.0,0.17532467532467533,0.8246753246753247,1.0,0.9751999999999998,12.4,2.0,5.004326868057251,1.0,0.04237694257353604,4.3,-1.1257251440752416
1.0,1.0,6,AdaptiveFlippedLassoCV,adaptive_flipped_lasso_cv,True,1.1040035291481916,0.9289738452506981,0.8795407491059665,1.0,0.21195471195471197,0.7880452880452882,1.0,0.9743999999999999,12.8,2.0,4.867700147628784,1.0,0.03604758934498144,3.3,-1.1188203081126349
1.0,1.0,7,AdaptiveFlippedLassoCV,adaptive_flipped_lasso_cv,True,1.1705364196308419,0.9141836336043274,0.8236453201970445,1.0,0.27251461988304093,0.7274853801169592,1.0,0.97,15.0,2.0,4.669770574569702,1.0,0.036631805711861365,7.1,-1.3145626693412715
1.0,1.0,8,AdaptiveFlippedLassoCV,adaptive_flipped_lasso_cv,True,1.150249825324774,0.9314139731347584,0.8451774112943529,1.0,0.2408906882591093,0.7591093117408907,1.0,0.9712,14.4,2.0,4.665900373458863,1.0,0.04384928366653528,0.5,-1.1486192177275656
1.0,1.0,9,AdaptiveFlippedLassoCV,adaptive_flipped_lasso_cv,True,0.9556271658895714,0.9409672254561325,0.9056277056277056,1.0,0.15858585858585858,0.8414141414141414,1.0,0.9751999999999998,12.4,2.0,4.493770122528076,1.0,0.04025144218255895,3.3,-1.06253949054
