sigma,snr,repeat,model,algo,use_cv,mse,r2,f1,tpr,fdr,precision,recall,sparsity,n_selected,fold,train_time,best_gamma,best_alpha,best_lambda_ridge,cv_score
0.5,2.0,0,AFL-CV-EN (ElasticNet),adaptive_flipped_lasso_cv_en,True,0.2783107426636003,0.9971413556872779,0.975609756097561,1.0,0.047619047619047616,0.9523809523809523,1.0,0.958,21,0,7.781085968017578,1.0,0.006180745089179155,0.1,-0.6937259612955398
0.5,2.0,0,AdaptiveLassoCV (fixed),adaptive_lasso_cv,True,0.6964047848386379,0.9928469395091309,0.9302325581395349,1.0,0.13043478260869565,0.8695652173913043,1.0,0.954,23,0,33.91610670089722,2.0,0.007880462815669913,,-0.3088370052079502
0.5,2.0,1,AFL-CV-EN (ElasticNet),adaptive_flipped_lasso_cv_en,True,0.3524664428351239,0.9955461980010845,1.0,1.0,0.0,1.0,1.0,0.96,20,0,6.946670770645142,1.0,0.004658405662448769,0.1,-0.5225079427824315
0.5,2.0,1,AdaptiveLassoCV (fixed),adaptive_lasso_cv,True,0.46441153510196886,0.9941316483727668,1.0,1.0,0.0,1.0,1.0,0.96,20,0,35.711978912353516,2.0,0.007880462815669913,,-0.3484607202815506
0.5,2.0,2,AFL-CV-EN (ElasticNet),adaptive_flipped_lasso_cv_en,True,0.2878088335194391,0.9957326336617052,0.9523809523809523,1.0,0.09090909090909091,0.9090909090909091,1.0,0.956,22,0,7.291669845581055,0.3,0.032689583722452786,0.1,-1.4561861992852632
0.5,2.0,2,AdaptiveLassoCV (fixed),adaptive_lasso_cv,True,1.738940436344919,0.9742165805280718,0.9090909090909091,1.0,0.16666666666666666,0.8333333333333334,1.0,0.952,24,0,35.31502842903137,2.0,0.011721022975334805,,-0.3410116636156032
0.5,2.0,3,AFL-CV-EN (ElasticNet),adaptive_flipped_lasso_cv_en,True,0.39799574597879633,0.9951568721876033,0.8695652173913044,1.0,0.23076923076923078,0.7692307692307693,1.0,0.948,26,0,7.361847162246704,0.3,0.017585032569001246,0.1,-0.33810555495361594
0.5,2.0,3,AdaptiveLassoCV (fixed),adaptive_lasso_cv,True,0.3936737214996367,0.9952094660084478,0.9302325581395349,1.0,0.13043478260869565,0.8695652173913043,1.0,0.954,23,0,37.96205234527588,2.0,0.007880462815669913,,-0.3159517466467606
0.5,2.0,4,AFL-CV-EN (ElasticNet),adaptive_flipped_lasso_cv_en,True,0.3358841119784043,0.9945085808457559,0.975609756097561,1.0,0.047619047619047616,0.9523809523809523,1.0,0.958,21,0,7.113940238952637,1.0,0.0024090487475810587,0.1,-1.1827924763508648
0.5,2.0,4,AdaptiveLassoCV (fixed),adaptive_lasso_cv,True,1.2596788492945232,0.9794053236979043,1.0,1.0,0.0,1.0,1.0,0.96,20,0,30.892857551574707,2.0,0.011721022975334805,,-0.27040853768177364
2.0,0.5,0,AFL-CV-EN (ElasticNet),adaptive_flipped_lasso_cv_en,True,5.174521908083923,0.9488144859804465,0.7906976744186046,0.85,0.2608695652173913,0.7391304347826086,0.85,0.954,23,0,9.373950242996216,1.0,0.04807300572601976,0.1,-5.701574365238281
2.0,0.5,0,AdaptiveLassoCV (fixed),adaptive_lasso_cv,True,6.069509319305516,0.9399614186829944,0.7906976744186046,0.85,0.2608695652173913,0.7391304347826086,0.85,0.954,23,0,81.63106560707092,1.0,0.12689610031679233,,-5.698582060824621
2.0,0.5,1,AFL-CV-EN (ElasticNet),adaptive_flipped_lasso_cv_en,True,5.477650131026887,0.9337365176863177,0.6153846153846153,1.0,0.5555555555555556,0.4444444444444444,1.0,0.91,45,0,10.94323182106018,0.3,0.10975137019848047,0.1,-6.41400851883098
2.0,0.5,1,AdaptiveLassoCV (fixed),adaptive_lasso_cv,True,4.8780370512008835,0.9409900752812155,0.625,1.0,0.5454545454545454,0.45454545454545453,1.0,0.912,44,0,88.64186382293701,0.5,0.12689610031679233,,-6.402825045633584
2.0,0.5,2,AFL-CV-EN (ElasticNet),adaptive_flipped_lasso_cv_en,True,5.480084859195358,0.9238284772783895,0.6551724137931034,0.95,0.5,0.5,0.95,0.924,38,0,9.721179246902466,0.3,0.1173223503172942,0.1,-6.922605553910823
2.0,0.5,2,AdaptiveLassoCV (fixed),adaptive_lasso_cv,True,8.721803443184658,0.8787695690457779,0.7317073170731706,0.75,0.2857142857142857,0.7142857142857143,0.75,0.958,21,0,85.24461197853088,1.0,0.12689610031679233,,-6.095565030228704
2.0,0.5,3,AFL-CV-EN (ElasticNet),adaptive_flipped_lasso_cv_en,True,5.934491250297088,0.935392504604692,0.7169811320754716,0.95,0.42424242424242425,0.5757575757575758,0.95,0.9339999999999999,33,0,9.839832544326782,0.5,0.08039311453656828,0.1,-5.262529735074581
2.0,0.5,3,AdaptiveLassoCV (fixed),adaptive_lasso_cv,True,6.26761054946444,0.9317659083760826,0.7755102040816326,0.95,0.3448275862068966,0.6551724137931034,0.95,0.942,29,0,86.16372990608215,2.0,0.03856620421163472,,-5.630528979707816
2.0,0.5,4,AFL-CV-EN (ElasticNet),adaptive_flipped_lasso_cv_en,True,4.959296426283514,0.9209504836121973,0.888888888888889,1.0,0.2,0.8,1.0,0.95,25,0,9.277534484863281,1.0,0.03132818572988639,0.1,-5.097671285659407
2.0,0.5,4,AdaptiveLassoCV (fixed),adaptive_lasso_cv,True,5.982015309451379,0.9046486887272164,0.851063829787234,1.0,0.25925925925925924,0.7407407407407407,1.0,0.946,27,0,79.30872535705566,0.5,0.18873918221350977,,-4.9896871456581895
