sigma,snr,repeat,model,algo,use_cv,mse,r2,f1,tpr,fdr,precision,recall,sparsity,n_selected,fold,train_time,best_gamma,best_alpha,best_lambda_ridge,cv_score
0.5,2.0,0,AFL-CV-EN (ElasticNet),adaptive_flipped_lasso_cv_en,True,6.784092004579341,0.9303177957118414,0.9473684210526316,0.9,0.0,1.0,0.9,0.964,18,0,3.8183391094207764,1.0,0.7244465519495665,0.1,
0.5,2.0,0,AdaptiveLassoCV (fixed),adaptive_lasso_cv,True,0.6964047848386379,0.9928469395091309,0.9302325581395349,1.0,0.13043478260869565,0.8695652173913043,1.0,0.954,23,0,10.886812686920166,2.0,0.007880462815669913,,-0.3088370052079502
0.5,2.0,1,AFL-CV-EN (ElasticNet),adaptive_flipped_lasso_cv_en,True,7.876904562901594,0.9004666288077554,1.0,1.0,0.0,1.0,1.0,0.96,20,0,3.24725341796875,0.7,0.7501253747216116,0.1,
0.5,2.0,1,AdaptiveLassoCV (fixed),adaptive_lasso_cv,True,0.46441153510196886,0.9941316483727668,1.0,1.0,0.0,1.0,1.0,0.96,20,0,11.873226881027222,2.0,0.007880462815669913,,-0.3484607202815506
0.5,2.0,2,AFL-CV-EN (ElasticNet),adaptive_flipped_lasso_cv_en,True,6.7950519791967015,0.8992491796433024,0.888888888888889,0.8,0.0,1.0,0.8,0.968,16,0,3.5618414878845215,1.0,0.7825006164051108,0.1,
0.5,2.0,2,AdaptiveLassoCV (fixed),adaptive_lasso_cv,True,1.738940436344919,0.9742165805280718,0.9090909090909091,1.0,0.16666666666666666,0.8333333333333334,1.0,0.952,24,0,11.440765619277954,2.0,0.011721022975334805,,-0.3410116636156032
0.5,2.0,3,AFL-CV-EN (ElasticNet),adaptive_flipped_lasso_cv_en,True,6.073916724052944,0.926087765224482,0.9189189189189189,0.85,0.0,1.0,0.85,0.966,17,0,3.354499340057373,1.0,0.7839328913239235,0.1,
0.5,2.0,3,AdaptiveLassoCV (fixed),adaptive_lasso_cv,True,0.3936737214996367,0.9952094660084478,0.9302325581395349,1.0,0.13043478260869565,0.8695652173913043,1.0,0.954,23,0,11.507378816604614,2.0,0.007880462815669913,,-0.3159517466467606
0.5,2.0,4,AFL-CV-EN (ElasticNet),adaptive_flipped_lasso_cv_en,True,4.024871865130931,0.9341967730376626,1.0,1.0,0.0,1.0,1.0,0.96,20,0,3.3221664428710938,0.7,0.7321569829415747,0.1,
0.5,2.0,4,AdaptiveLassoCV (fixed),adaptive_lasso_cv,True,1.2596788492945232,0.9794053236979043,1.0,1.0,0.0,1.0,1.0,0.96,20,0,10.567376136779785,2.0,0.011721022975334805,,-0.27040853768177364
