sigma,snr,repeat,model,algo,use_cv,mse,r2,f1,tpr,fdr,precision,recall,sparsity,n_selected,fold,train_time,best_gamma,best_alpha,best_lambda_ridge,cv_score
0.5,2.0,0,AFL-CV-EN (ElasticNet),adaptive_flipped_lasso_cv_en,True,0.287676059596749,0.9986962782052977,1.0,1.0,0.0,1.0,1.0,0.96,20,0,21.345348119735718,1.0,0.010098102653637486,0.1,-0.3828835852338775
0.5,2.0,0,AdaptiveLassoCV (fixed),adaptive_lasso_cv,True,0.2616716150895242,0.99881412798783,0.9302325581395349,1.0,0.13043478260869565,0.8695652173913043,1.0,0.954,23,0,117.50881266593933,2.0,0.003562247890262444,,-0.3117631224586109
0.5,2.0,1,AFL-CV-EN (ElasticNet),adaptive_flipped_lasso_cv_en,True,0.34001809115200665,0.9981561326271747,1.0,1.0,0.0,1.0,1.0,0.96,20,0,20.008397340774536,1.0,0.01798819250660864,0.1,-0.46283341729069116
0.5,2.0,1,AdaptiveLassoCV (fixed),adaptive_lasso_cv,True,0.41639691282903085,0.9977419416740171,1.0,1.0,0.0,1.0,1.0,0.96,20,0,94.37241840362549,2.0,0.007880462815669913,,-0.34468728826541667
0.5,2.0,2,AFL-CV-EN (ElasticNet),adaptive_flipped_lasso_cv_en,True,0.5526615177913501,0.9974268463781264,1.0,1.0,0.0,1.0,1.0,0.96,20,0,19.564555168151855,0.5,0.04576068883532064,0.1,-0.7783973267201993
0.5,2.0,2,AdaptiveLassoCV (fixed),adaptive_lasso_cv,True,0.9577910007749211,0.9955405916581795,1.0,1.0,0.0,1.0,1.0,0.96,20,0,129.04388189315796,2.0,0.005298316906283712,,-0.3335278455112857
0.5,2.0,3,AFL-CV-EN (ElasticNet),adaptive_flipped_lasso_cv_en,True,0.6374819040403232,0.9968256749214318,1.0,1.0,0.0,1.0,1.0,0.96,20,0,37.376611948013306,0.5,0.0323268413035874,0.1,-1.209178698252606
0.5,2.0,3,AdaptiveLassoCV (fixed),adaptive_lasso_cv,True,1.46111707433979,0.9927244043440211,0.9523809523809523,1.0,0.09090909090909091,0.9090909090909091,1.0,0.956,22,0,165.21156668663025,2.0,0.007880462815669913,,-0.3470533855811127
0.5,2.0,4,AFL-CV-EN (ElasticNet),adaptive_flipped_lasso_cv_en,True,0.763299307959284,0.9968904968845225,1.0,1.0,0.0,1.0,1.0,0.96,20,0,36.02716279029846,0.3,0.061672035795504745,0.1,-0.46420193087039063
0.5,2.0,4,AdaptiveLassoCV (fixed),adaptive_lasso_cv,True,0.6422937417353834,0.9973834453010084,1.0,1.0,0.0,1.0,1.0,0.96,20,0,153.60491037368774,2.0,0.007880462815669913,,-0.25597132654303617
2.0,0.5,0,AFL-CV-EN (ElasticNet),adaptive_flipped_lasso_cv_en,True,4.374417564110173,0.9796300728867683,0.9090909090909091,1.0,0.16666666666666666,0.8333333333333334,1.0,0.952,24,0,58.78507971763611,1.0,0.049435808306365125,0.1,-5.870139592706253
2.0,0.5,0,AdaptiveLassoCV (fixed),adaptive_lasso_cv,True,4.84145989126573,0.9774552420610586,0.7407407407407407,1.0,0.4117647058823529,0.5882352941176471,1.0,0.9319999999999999,34,0,510.900723695755,1.0,0.08531678524172814,,-6.342906714517292
2.0,0.5,1,AFL-CV-EN (ElasticNet),adaptive_flipped_lasso_cv_en,True,5.267674106875465,0.9726801453862722,0.6060606060606061,1.0,0.5652173913043478,0.43478260869565216,1.0,0.908,46,0,106.01272249221802,1.0,0.02472198204001929,0.1,-6.168819467952639
2.0,0.5,1,AdaptiveLassoCV (fixed),adaptive_lasso_cv,True,5.172256885302324,0.9731750098308326,0.5479452054794521,1.0,0.6226415094339622,0.37735849056603776,1.0,0.894,53,0,577.5840244293213,0.5,0.12689610031679233,,-6.833097552079924
2.0,0.5,2,AFL-CV-EN (ElasticNet),adaptive_flipped_lasso_cv_en,True,5.674398994709124,0.9735735186618123,0.6666666666666666,1.0,0.5,0.5,1.0,0.92,40,0,123.48723602294922,0.3,0.16679161439274345,0.1,-7.070557228611399
2.0,0.5,2,AdaptiveLassoCV (fixed),adaptive_lasso_cv,True,6.669531395028188,0.9689390458602736,0.6,0.9,0.55,0.45,0.9,0.92,40,0,278.5130705833435,2.0,0.017433288221999892,,-7.811676466744501
2.0,0.5,3,AFL-CV-EN (ElasticNet),adaptive_flipped_lasso_cv_en,True,6.288935812241217,0.9685559679765399,0.8837209302325583,0.95,0.17391304347826086,0.8260869565217391,0.95,0.954,23,0,55.38013768196106,1.0,0.061909974731898666,0.1,-7.514686215731054
