mse_mean,mse_std,mse_min,mse_max,r2_mean,r2_std,r2_min,r2_max,f1_mean,f1_std,f1_min,f1_max,tpr_mean,tpr_std,tpr_min,tpr_max,fdr_mean,fdr_std,fdr_min,fdr_max,precision_mean,precision_std,precision_min,precision_max,recall_mean,recall_std,recall_min,recall_max,sparsity_mean,sparsity_std,sparsity_min,sparsity_max,n_selected_mean,n_selected_std,n_selected_min,n_selected_max,fold_mean,fold_std,fold_min,fold_max,train_time_mean,train_time_std,train_time_min,train_time_max
5.7176222137942805,6.479653113527091,2.0624272637373884,17.23705244929581,0.9758514063702985,0.022364727790621992,0.936415570556625,0.9888465342263287,0.22211028743055006,0.041358916179970465,0.16,0.27397260273972607,1.0,0.0,1.0,1.0,0.8745872235074967,0.025992763683997822,0.8412698412698413,0.9130434782608695,0.12541277649250313,0.02599276368399784,0.08695652173913043,0.15873015873015872,1.0,0.0,1.0,1.0,0.6683999999999999,0.07788966555326834,0.54,0.748,165.8,38.94483277663418,126,230,2.0,1.5811388300841898,0,4,0.08816962242126465,0.00449156661633241,0.08358621597290039,0.09415984153747559
