repeat,seed,train_size,test_size,test_mse,model_size,sparsity,train_time,n_selected,selected_features,best_alpha,best_gamma,cv_score,iteration,algo
49,91,56,15,0.9321578771669059,0,1.0,5.807845830917358,0,[],1.3738237958832638,0.5,-50.949678176139756,49,adaptive_lasso_cv
50,92,56,15,0.28225163303333445,59,0.9855675146771037,5.439321279525757,59,"[33, 64, 72, 281, 313, 314, 579, 623, 858, 890, 1130, 1206, 1280, 1281, 1302, 1424, 1523, 1527, 1591, 1635, 1638, 1761, 1801, 1809, 1819, 1875, 1951, 2026, 2033, 2094, 2154, 2264, 2505, 2563, 2873, 2926, 3109, 3302, 3310, 3378, 3476, 3478, 3524, 3545, 3643, 3666, 3669, 3835, 3841, 3846, 3860, 3961, 3970, 4002, 4003, 4011, 4046, 4047, 4069]",9.999999999999999e-05,0.5,-52.24123697483839,50,adaptive_lasso_cv
51,93,56,15,0.16307969174060888,55,0.9865459882583171,5.446523904800415,55,"[72, 74, 243, 352, 584, 623, 653, 686, 858, 1064, 1130, 1238, 1276, 1280, 1302, 1355, 1363, 1424, 1441, 1523, 1584, 1635, 1638, 1761, 1801, 1809, 1826, 1854, 2026, 2139, 2161, 2183, 2241, 2461, 2491, 2563, 2693, 2989, 3104, 3108, 3109, 3151, 3225, 3378, 3478, 3513, 3514, 3545, 3597, 3643, 3904, 3949, 4002, 4003, 4069]",9.999999999999999e-05,0.5,-52.88538151860306,51,adaptive_lasso_cv
52,94,56,15,0.20749254314333634,58,0.985812133072407,5.064083099365234,58,"[32, 58, 63, 72, 133, 189, 404, 493, 495, 541, 588, 623, 653, 682, 790, 858, 941, 947, 1007, 1064, 1130, 1209, 1276, 1280, 1307, 1424, 1435, 1477, 1584, 1635, 1638, 1761, 1819, 1826, 1855, 1935, 2026, 2344, 2382, 2461, 2473, 2483, 2505, 2563, 2626, 2814, 2873, 3054, 3102, 3103, 3225, 3353, 3477, 3513, 3631, 3904, 3949, 4003]",9.999999999999999e-05,0.5,-53.06416835327455,52,adaptive_lasso_cv
53,95,56,15,0.14936285783244943,60,0.9853228962818004,5.513111352920532,60,"[64, 72, 189, 244, 281, 414, 584, 597, 623, 653, 889, 1124, 1130, 1139, 1206, 1209, 1276, 1278, 1280, 1293, 1302, 1355, 1363, 1424, 1441, 1527, 1584, 1635, 1638, 1647, 1693, 1714, 1761, 1801, 1826, 1848, 1858, 1985, 2026, 2094, 2344, 2461, 2563, 2693, 2738, 2814, 2873, 2935, 3054, 3076, 3103, 3104, 3225, 3513, 3545, 3807, 3904, 3972, 4002, 4046]",9.999999999999999e-05,0.5,-52.882590476680136,53,adaptive_lasso_cv
54,96,56,15,0.643025263019328,0,1.0,6.369631290435791,0,[],0.9236708571873865,1.0,-51.525814676242476,54,adaptive_lasso_cv
55,97,56,15,0.24108769380604161,57,0.9860567514677103,6.376107454299927,57,"[22, 24, 27, 72, 166, 188, 281, 364, 607, 623, 653, 813, 858, 917, 946, 1124, 1130, 1186, 1276, 1280, 1363, 1424, 1523, 1525, 1527, 1584, 1635, 1639, 1647, 1761, 1809, 1826, 2026, 2094, 2241, 2302, 2461, 2483, 2529, 2563, 2814, 2873, 3076, 3103, 3104, 3225, 3378, 3477, 3490, 3513, 3538, 3668, 3695, 3841, 4002, 4003, 4069]",9.999999999999999e-05,0.5,-53.341261747130694,55,adaptive_lasso_cv
56,98,56,15,0.736098382593084,0,1.0,4.6081016063690186,0,[],0.28072162039411785,1.0,-52.28161540956502,56,adaptive_lasso_cv
57,99,56,15,0.20853991294485127,55,0.9865459882583171,5.324246644973755,55,"[11, 33, 40, 58, 72, 281, 314, 418, 623, 705, 858, 973, 1130, 1206, 1280, 1302, 1363, 1424, 1584, 1761, 1826, 1854, 1874, 1950, 1959, 2026, 2094, 2115, 2116, 2183, 2241, 2260, 2461, 2483, 2563, 2564, 2738, 2814, 3104, 3205, 3225, 3310, 3322, 3378, 3478, 3513, 3538, 3666, 3695, 3748, 3770, 3961, 4002, 4003, 4022]",9.999999999999999e-05,0.5,-53.68857070599019,57,adaptive_lasso_cv
58,100,56,15,0.4200434061728478,57,0.9860567514677103,5.1337902545928955,57,"[68, 72, 75, 96, 132, 148, 258, 308, 364, 496, 651, 791, 814, 885, 1031, 1206, 1296, 1302, 1355, 1515, 1524, 1638, 1714, 1761, 1809, 1826, 1933, 1959, 2026, 2094, 2161, 2241, 2304, 2319, 2438, 2449, 2451, 2469, 2528, 2549, 2563, 2600, 2713, 2873, 2935, 3206, 3287, 3328, 3406, 3478, 3561, 3659, 3668, 3738, 4002, 4003, 4043]",9.999999999999999e-05,0.5,-51.646179435807724,58,adaptive_lasso_cv
59,101,56,15,0.43400893295622367,56,0.9863013698630136,5.001732110977173,56,"[67, 189, 240, 258, 281, 413, 418, 555, 632, 640, 653, 790, 814, 858, 889, 1099, 1103, 1130, 1209, 1230, 1276, 1278, 1305, 1424, 1515, 1524, 1638, 1714, 1761, 1809, 1826, 1959, 1985, 2026, 2241, 2304, 2438, 2473, 2563, 2564, 2689, 2693, 2935, 3073, 3103, 3254, 3299, 3310, 3415, 3478, 3668, 3738, 3821, 3949, 3961, 4003]",9.999999999999999e-05,0.5,-51.0907920552644,59,adaptive_lasso_cv
60,102,56,15,0.22675032505231157,54,0.9867906066536204,5.84572958946228,54,"[27, 68, 72, 147, 215, 313, 352, 363, 364, 541, 579, 584, 588, 623, 767, 883, 885, 896, 953, 971, 1039, 1130, 1206, 1278, 1280, 1302, 1363, 1424, 1523, 1527, 1553, 1584, 1587, 1761, 1801, 1819, 2026, 2116, 2260, 2563, 2716, 2771, 2873, 2935, 3027, 3303, 3329, 3378, 3464, 3477, 3956, 4002, 4069, 4074]",9.999999999999999e-05,0.5,-53.66341249504486,60,adaptive_lasso_cv
61,103,56,15,1.0059159161547502,0,1.0,4.219958782196045,0,[],0.6210169418915616,1.0,-50.69815060334384,61,adaptive_lasso_cv
62,104,56,15,0.28172795391701727,59,0.9855675146771037,6.513158798217773,59,"[27, 63, 72, 236, 495, 539, 574, 582, 623, 653, 808, 858, 973, 1064, 1100, 1122, 1130, 1169, 1207, 1209, 1292, 1404, 1523, 1584, 1597, 1635, 1680, 1714, 1761, 1836, 1854, 1858, 2026, 2094, 2116, 2563, 2738, 2873, 2935, 2989, 3054, 3102, 3108, 3225, 3332, 3365, 3377, 3513, 3534, 3860, 3949, 3986, 4002, 4003, 4005, 4007, 4008, 4017, 4074]",9.999999999999999e-05,0.5,-51.99655321591329,62,adaptive_lasso_cv
63,105,56,15,0.468227403820828,0,1.0,6.004929542541504,0,[],0.12689610031679233,0.5,-51.75946392827304,63,adaptive_lasso_cv
64,106,56,15,0.2353676865657075,54,0.9867906066536204,5.182096004486084,54,"[64, 72, 74, 142, 147, 243, 244, 277, 314, 414, 418, 579, 607, 623, 767, 787, 911, 961, 1068, 1100, 1105, 1130, 1280, 1489, 1523, 1635, 1639, 1761, 1765, 1809, 1842, 1875, 2026, 2115, 2116, 2141, 2241, 2264, 2344, 2382, 2491, 2563, 2564, 2631, 2873, 2905, 3378, 3478, 3668, 3770, 3949, 3997, 4003, 4074]",9.999999999999999e-05,0.5,-51.8531716947097,64,adaptive_lasso_cv
65,107,56,15,0.2649405019869054,54,0.9867906066536204,5.419445753097534,54,"[30, 58, 72, 244, 281, 364, 555, 584, 597, 653, 809, 941, 1103, 1122, 1130, 1193, 1424, 1477, 1478, 1501, 1515, 1524, 1638, 1639, 1761, 1826, 1854, 1890, 1936, 1959, 2026, 2089, 2241, 2304, 2344, 2473, 2563, 2566, 2873, 2935, 3103, 3104, 3310, 3365, 3402, 3668, 3695, 3738, 3751, 3949, 4002, 4003, 4017, 4043]",9.999999999999999e-05,0.5,-52.16784525525113,65,adaptive_lasso_cv
66,108,56,15,0.2692985984172565,57,0.9860567514677103,4.821031093597412,57,"[72, 74, 229, 243, 244, 281, 313, 364, 404, 418, 539, 597, 623, 790, 831, 941, 1130, 1278, 1280, 1302, 1363, 1424, 1523, 1527, 1635, 1761, 1801, 1826, 1858, 1868, 2026, 2040, 2116, 2241, 2264, 2344, 2473, 2529, 2556, 2563, 2693, 2873, 3076, 3103, 3104, 3225, 3514, 3524, 3545, 3715, 3835, 3949, 3961, 3997, 4002, 4046, 4069]",9.999999999999999e-05,0.5,-52.30974255053815,66,adaptive_lasso_cv
67,109,56,15,0.3424429087412454,56,0.9863013698630136,5.810786962509155,56,"[30, 72, 75, 189, 281, 539, 554, 555, 556, 567, 584, 604, 631, 790, 947, 1122, 1130, 1189, 1207, 1296, 1418, 1515, 1584, 1592, 1761, 1809, 1811, 1826, 1854, 1858, 1959, 2026, 2066, 2183, 2304, 2473, 2529, 2566, 2825, 2856, 2873, 2935, 3032, 3076, 3103, 3310, 3311, 3365, 3378, 3478, 3668, 3949, 3961, 4003, 4043, 4074]",9.999999999999999e-05,0.5,-49.901521814970316,67,adaptive_lasso_cv
68,110,56,15,0.5686164012943318,55,0.9865459882583171,5.520864248275757,55,"[281, 496, 555, 584, 598, 653, 809, 885, 947, 1031, 1103, 1122, 1124, 1237, 1296, 1305, 1355, 1363, 1424, 1515, 1524, 1584, 1693, 1714, 1755, 1761, 1809, 1826, 1846, 1854, 1933, 1985, 2022, 2026, 2161, 2304, 2317, 2469, 2473, 2563, 2693, 2771, 2873, 2935, 3102, 3310, 3415, 3561, 3668, 3715, 3738, 3754, 3949, 3997, 4002]",9.999999999999999e-05,0.5,-51.32239927966788,68,adaptive_lasso_cv
69,111,56,15,0.3360333486154771,59,0.9855675146771037,7.2495622634887695,59,"[58, 68, 72, 74, 75, 258, 281, 364, 418, 527, 555, 633, 809, 925, 971, 1064, 1122, 1130, 1209, 1278, 1296, 1301, 1424, 1500, 1515, 1524, 1638, 1738, 1761, 1809, 1826, 1854, 1856, 1936, 1959, 2026, 2161, 2241, 2257, 2304, 2449, 2451, 2469, 2473, 2563, 2771, 2873, 2935, 3225, 3299, 3478, 3666, 3959, 3960, 4002, 4008, 4028, 4043, 4074]",9.999999999999999e-05,0.5,-52.745813712429516,69,adaptive_lasso_cv
70,112,56,15,0.723476346543004,0,1.0,5.730749607086182,0,[],0.28072162039411785,1.0,-52.99694347016801,70,adaptive_lasso_cv
71,113,56,15,0.45038592442532027,55,0.9865459882583171,5.45299506187439,55,"[68, 72, 124, 149, 228, 281, 623, 702, 828, 831, 832, 833, 971, 1094, 1175, 1278, 1280, 1355, 1363, 1424, 1502, 1635, 1647, 1761, 1801, 1826, 1854, 1892, 1901, 1959, 2026, 2161, 2183, 2461, 2505, 2563, 2693, 2710, 2863, 2935, 3076, 3108, 3151, 3310, 3378, 3514, 3538, 3666, 3807, 3904, 3935, 3936, 3949, 4002, 4074]",9.999999999999999e-05,0.5,-52.119908782890626,71,adaptive_lasso_cv
72,114,56,15,0.3565583130721179,57,0.9860567514677103,5.394606590270996,57,"[32, 33, 72, 79, 228, 418, 541, 579, 623, 691, 702, 826, 832, 835, 1130, 1280, 1302, 1424, 1525, 1527, 1584, 1587, 1635, 1745, 1761, 1809, 1826, 1854, 2026, 2109, 2241, 2260, 2388, 2563, 2653, 2771, 2935, 3103, 3108, 3109, 3187, 3302, 3310, 3378, 3395, 3396, 3415, 3477, 3478, 3669, 3860, 3922, 3997, 4002, 4011, 4069, 4074]",9.999999999999999e-05,0.5,-52.09810034643495,72,adaptive_lasso_cv
73,115,56,15,1.423945416756576,0,1.0,4.990378141403198,0,[],0.9236708571873865,1.0,-51.44536104515258,73,adaptive_lasso_cv
74,116,56,15,0.3960497434830137,54,0.9867906066536204,5.038213491439819,54,"[11, 38, 72, 243, 296, 539, 553, 607, 623, 682, 858, 985, 1130, 1206, 1209, 1281, 1307, 1363, 1441, 1477, 1502, 1523, 1584, 1635, 1638, 1639, 1761, 1826, 1985, 2139, 2183, 2241, 2461, 2473, 2483, 2505, 2563, 2738, 2873, 3102, 3188, 3225, 3254, 3378, 3490, 3513, 3534, 3538, 3609, 3841, 3854, 3904, 4003, 4011]",9.999999999999999e-05,0.5,-51.766209193332585,74,adaptive_lasso_cv
75,117,56,15,0.4741934569147952,56,0.9863013698630136,4.934842824935913,56,"[132, 149, 243, 258, 281, 413, 555, 568, 595, 597, 653, 809, 858, 941, 1122, 1130, 1207, 1276, 1278, 1424, 1524, 1587, 1592, 1714, 1761, 1809, 1819, 1848, 1854, 1936, 2022, 2026, 2087, 2241, 2304, 2438, 2563, 2689, 2693, 2790, 2873, 2935, 3205, 3478, 3545, 3561, 3597, 3615, 3668, 3738, 3925, 3936, 3949, 4002, 4017, 4043]",9.999999999999999e-05,0.5,-51.09288845834373,75,adaptive_lasso_cv
76,118,56,15,0.166482182198789,54,0.9867906066536204,6.11200475692749,54,"[27, 64, 68, 74, 133, 143, 352, 623, 653, 858, 889, 946, 1064, 1122, 1124, 1130, 1207, 1293, 1424, 1635, 1637, 1761, 1809, 1836, 1848, 1854, 1901, 2026, 2094, 2241, 2260, 2461, 2473, 2529, 2563, 2814, 2905, 2935, 3032, 3075, 3076, 3103, 3104, 3198, 3225, 3402, 3507, 3668, 3922, 3949, 4002, 4003, 4043, 4069]",9.999999999999999e-05,0.5,-52.65177286321658,76,adaptive_lasso_cv
77,119,56,15,0.18509654340882006,56,0.9863013698630136,4.761410474777222,56,"[72, 243, 280, 281, 553, 582, 597, 651, 653, 744, 808, 885, 1031, 1064, 1074, 1100, 1130, 1302, 1363, 1418, 1435, 1515, 1587, 1638, 1639, 1714, 1761, 1809, 1854, 1959, 2026, 2033, 2094, 2241, 2253, 2260, 2310, 2344, 2533, 2563, 2627, 2693, 2738, 2814, 2856, 2935, 3083, 3478, 3668, 3770, 3893, 3949, 4003, 4043, 4058, 4072]",9.999999999999999e-05,0.5,-53.0656301658738,77,adaptive_lasso_cv
78,120,56,15,0.21549576693924313,58,0.985812133072407,5.655922174453735,58,"[21, 63, 72, 118, 218, 243, 352, 414, 579, 588, 623, 653, 885, 896, 961, 1074, 1081, 1100, 1130, 1132, 1206, 1209, 1294, 1302, 1424, 1515, 1523, 1584, 1597, 1635, 1638, 1693, 1761, 1819, 1826, 1854, 2006, 2026, 2115, 2116, 2264, 2382, 2473, 2502, 2505, 2563, 2693, 3103, 3225, 3310, 3490, 3514, 3555, 3754, 3904, 4002, 4003, 4047]",9.999999999999999e-05,0.5,-52.55150906411944,78,adaptive_lasso_cv
79,121,56,15,0.35325375281880067,59,0.9855675146771037,4.6566972732543945,59,"[11, 33, 72, 121, 132, 149, 281, 414, 541, 607, 623, 742, 785, 858, 869, 1074, 1094, 1130, 1281, 1283, 1289, 1293, 1302, 1363, 1523, 1527, 1602, 1637, 1638, 1761, 1809, 1848, 1892, 1936, 2026, 2094, 2259, 2344, 2469, 2563, 2693, 2931, 2935, 3103, 3104, 3225, 3310, 3378, 3415, 3643, 3666, 3738, 3745, 3769, 3770, 3841, 3904, 3997, 4002]",9.999999999999999e-05,0.5,-52.351871160195756,79,adaptive_lasso_cv
80,122,56,15,0.3084036134048099,58,0.985812133072407,4.077164649963379,58,"[27, 58, 72, 121, 143, 281, 314, 424, 533, 553, 555, 584, 595, 597, 767, 885, 947, 1064, 1100, 1130, 1296, 1302, 1315, 1478, 1515, 1524, 1527, 1638, 1693, 1761, 1809, 1811, 1826, 1920, 1959, 2026, 2094, 2241, 2302, 2344, 2444, 2473, 2563, 2600, 2689, 2738, 2741, 2825, 2873, 2935, 3225, 3358, 3532, 3561, 3667, 3695, 3770, 4003]",9.999999999999999e-05,0.5,-51.91297899120865,80,adaptive_lasso_cv
81,123,56,15,0.3412355099384877,54,0.9867906066536204,4.884216070175171,54,"[11, 12, 63, 72, 281, 313, 363, 495, 595, 623, 653, 690, 837, 858, 1033, 1130, 1209, 1238, 1276, 1280, 1296, 1302, 1387, 1424, 1588, 1593, 1597, 1635, 1638, 1680, 1761, 1772, 1868, 2026, 2302, 2483, 2563, 2873, 2989, 3054, 3103, 3104, 3254, 3267, 3312, 3513, 3514, 3694, 3904, 3916, 3998, 4002, 4017, 4074]",9.999999999999999e-05,0.5,-52.950662279328434,81,adaptive_lasso_cv
82,124,56,15,0.9041016015997109,0,1.0,3.9381067752838135,0,[],0.18873918221350977,1.0,-53.17362925817004,82,adaptive_lasso_cv
83,125,56,15,0.4546047828107908,54,0.9867906066536204,4.755888938903809,54,"[64, 72, 189, 579, 597, 623, 682, 790, 889, 893, 896, 897, 941, 947, 973, 1130, 1280, 1281, 1282, 1302, 1424, 1435, 1527, 1587, 1597, 1635, 1761, 1809, 1819, 1826, 1854, 1855, 1858, 2174, 2221, 2260, 2278, 2461, 2462, 2563, 2564, 3104, 3188, 3225, 3378, 3514, 3841, 3846, 3857, 4002, 4044, 4046, 4070, 4072]",9.999999999999999e-05,0.5,-52.507363188171475,83,adaptive_lasso_cv
84,126,56,15,0.638358930912423,0,1.0,3.7328615188598633,0,[],0.9236708571873865,1.0,-51.72882055544471,84,adaptive_lasso_cv
85,127,56,15,0.3447049688321739,60,0.9853228962818004,4.813846826553345,60,"[27, 64, 72, 74, 141, 166, 314, 424, 541, 584, 623, 1033, 1124, 1130, 1212, 1280, 1302, 1424, 1527, 1587, 1635, 1638, 1752, 1761, 1809, 1826, 1854, 1858, 2026, 2040, 2094, 2302, 2473, 2483, 2528, 2563, 2619, 2669, 3103, 3109, 3151, 3225, 3254, 3310, 3378, 3478, 3514, 3538, 3545, 3561, 3736, 3781, 3835, 3841, 3846, 3922, 4002, 4017, 4070, 4074]",9.999999999999999e-05,0.5,-51.00115507278805,85,adaptive_lasso_cv
86,128,56,15,0.37957774059098154,58,0.985812133072407,5.693908452987671,58,"[27, 64, 72, 189, 243, 363, 414, 541, 582, 584, 623, 858, 908, 1074, 1130, 1209, 1280, 1281, 1282, 1285, 1287, 1294, 1363, 1515, 1584, 1587, 1761, 1826, 1854, 1935, 2010, 2026, 2094, 2241, 2264, 2304, 2454, 2473, 2563, 2873, 3073, 3083, 3103, 3104, 3225, 3310, 3378, 3478, 3532, 3723, 3835, 3904, 3949, 3961, 3997, 4002, 4003, 4044]",9.999999999999999e-05,0.5,-52.072652163497274,86,adaptive_lasso_cv
87,129,56,15,0.2669743441164771,56,0.9863013698630136,4.835601091384888,56,"[11, 33, 72, 189, 597, 623, 826, 869, 889, 896, 1107, 1124, 1130, 1209, 1280, 1302, 1310, 1355, 1485, 1523, 1527, 1584, 1647, 1702, 1761, 1826, 1854, 2026, 2241, 2260, 2289, 2461, 2483, 2505, 2563, 2693, 2701, 2814, 2929, 2935, 2940, 3104, 3109, 3310, 3378, 3477, 3538, 3666, 3860, 3873, 3922, 4002, 4003, 4011, 4069, 4074]",9.999999999999999e-05,0.5,-51.42131815133639,87,adaptive_lasso_cv
88,130,56,15,0.3872089124842169,55,0.9865459882583171,5.876332521438599,55,"[59, 75, 132, 258, 308, 363, 554, 584, 595, 606, 759, 785, 791, 809, 890, 922, 1068, 1122, 1130, 1293, 1294, 1302, 1363, 1515, 1524, 1525, 1638, 1761, 1809, 1826, 1848, 1875, 1959, 2026, 2116, 2241, 2260, 2304, 2317, 2344, 2469, 2563, 2564, 2873, 2919, 2925, 2935, 3464, 3478, 3738, 3823, 3835, 4002, 4003, 4043]",9.999999999999999e-05,0.5,-52.17965625132244,88,adaptive_lasso_cv
89,131,56,15,0.4930794454485659,57,0.9860567514677103,5.9620091915130615,57,"[36, 37, 72, 128, 132, 133, 243, 281, 475, 554, 555, 556, 568, 584, 604, 653, 947, 957, 1122, 1130, 1207, 1209, 1296, 1355, 1435, 1545, 1584, 1587, 1616, 1761, 1809, 1826, 1832, 1854, 1959, 2022, 2026, 2110, 2241, 2304, 2454, 2473, 2563, 2873, 2935, 3205, 3290, 3310, 3415, 3561, 3666, 3668, 3904, 3925, 4002, 4003, 4074]",9.999999999999999e-05,0.5,-50.60183282168215,89,adaptive_lasso_cv
90,132,56,15,0.16578683400123337,55,0.9865459882583171,5.85791802406311,55,"[25, 63, 72, 124, 166, 215, 281, 414, 418, 512, 555, 582, 623, 653, 834, 858, 1103, 1122, 1130, 1206, 1209, 1280, 1296, 1302, 1363, 1523, 1524, 1527, 1584, 1635, 1693, 1761, 1825, 1826, 2026, 2033, 2241, 2304, 2461, 2563, 2873, 2922, 3103, 3104, 3225, 3234, 3310, 3322, 3513, 3964, 3972, 3997, 3998, 4002, 4003]",9.999999999999999e-05,0.5,-52.25132161266091,90,adaptive_lasso_cv
91,133,56,15,0.7053609733339541,0,1.0,4.559070110321045,0,[],0.6210169418915616,1.0,-52.768750000059455,91,adaptive_lasso_cv
92,134,56,15,0.49027099851105993,54,0.9867906066536204,5.586967706680298,54,"[68, 72, 244, 281, 298, 364, 418, 539, 554, 558, 653, 809, 826, 925, 1122, 1130, 1146, 1193, 1296, 1355, 1441, 1478, 1500, 1502, 1515, 1639, 1761, 1809, 1826, 1933, 1959, 1985, 2026, 2241, 2469, 2529, 2825, 2873, 2935, 3032, 3054, 3102, 3103, 3151, 3219, 3290, 3507, 3513, 3561, 3666, 3668, 4002, 4043, 4057]",9.999999999999999e-05,0.5,-51.52776755220016,92,adaptive_lasso_cv
93,135,56,15,0.4903074908910725,57,0.9860567514677103,6.089573860168457,57,"[32, 72, 124, 189, 558, 607, 623, 653, 698, 790, 858, 1130, 1206, 1209, 1250, 1276, 1282, 1305, 1307, 1363, 1424, 1501, 1515, 1523, 1635, 1663, 1761, 1959, 2026, 2183, 2278, 2382, 2388, 2391, 2461, 2473, 2505, 2563, 2648, 2693, 2935, 3073, 3103, 3104, 3187, 3254, 3272, 3310, 3332, 3378, 3490, 3513, 3534, 3904, 3949, 3999, 4003]",9.999999999999999e-05,0.5,-51.319299076198305,93,adaptive_lasso_cv
94,136,56,15,0.29944254659675484,61,0.985078277886497,5.336882829666138,61,"[11, 63, 72, 243, 281, 287, 314, 414, 418, 584, 623, 814, 858, 1130, 1207, 1278, 1283, 1302, 1424, 1435, 1527, 1584, 1597, 1635, 1761, 1819, 1825, 1826, 1848, 1854, 1856, 1920, 1959, 2026, 2087, 2115, 2116, 2241, 2302, 2304, 2344, 2382, 2563, 2564, 2566, 2627, 2935, 3103, 3104, 3377, 3534, 3751, 3770, 3807, 3858, 3860, 3904, 3925, 3964, 3998, 4003]",9.999999999999999e-05,0.5,-53.5581759991244,94,adaptive_lasso_cv
95,137,56,15,0.44600572616182066,60,0.9853228962818004,4.518200397491455,60,"[228, 364, 539, 541, 584, 623, 813, 826, 834, 858, 1081, 1122, 1130, 1193, 1206, 1209, 1278, 1281, 1293, 1302, 1355, 1424, 1502, 1527, 1635, 1638, 1647, 1761, 1804, 1809, 1826, 1848, 1868, 2026, 2094, 2161, 2241, 2264, 2549, 2563, 2716, 2738, 2814, 2873, 3103, 3229, 3310, 3322, 3378, 3464, 3477, 3478, 3513, 3514, 3524, 3538, 3668, 3927, 3961, 4002]",9.999999999999999e-05,0.5,-51.962148184659576,95,adaptive_lasso_cv
96,138,56,15,0.26143633491581436,60,0.9853228962818004,5.46050763130188,60,"[58, 64, 72, 228, 281, 496, 579, 623, 702, 896, 946, 1130, 1278, 1280, 1302, 1337, 1363, 1424, 1441, 1584, 1638, 1660, 1663, 1761, 1801, 1809, 1836, 1850, 1854, 1858, 1875, 1912, 2026, 2109, 2260, 2461, 2483, 2563, 2693, 2716, 3108, 3188, 3310, 3378, 3478, 3513, 3643, 3695, 3729, 3744, 3904, 3961, 3972, 3997, 4002, 4003, 4017, 4022, 4046, 4070]",9.999999999999999e-05,0.5,-52.09139107568869,96,adaptive_lasso_cv
97,139,56,15,0.29294754265912487,57,0.9860567514677103,5.87966251373291,57,"[63, 72, 74, 218, 281, 287, 555, 584, 623, 653, 858, 896, 1064, 1122, 1130, 1193, 1207, 1209, 1278, 1424, 1441, 1584, 1761, 1801, 1825, 1826, 1848, 1854, 1929, 2026, 2116, 2241, 2302, 2438, 2528, 2563, 2814, 2873, 3054, 3103, 3310, 3378, 3402, 3478, 3513, 3524, 3631, 3666, 3668, 3858, 3904, 3922, 3949, 3972, 4002, 4069, 4074]",9.999999999999999e-05,0.5,-52.134058593245626,97,adaptive_lasso_cv
98,140,56,15,0.23963582157943236,58,0.985812133072407,5.7489845752716064,58,"[68, 72, 147, 166, 215, 281, 313, 588, 623, 763, 828, 831, 946, 953, 1074, 1127, 1130, 1209, 1212, 1250, 1259, 1280, 1281, 1302, 1424, 1523, 1635, 1638, 1761, 1772, 1801, 1811, 1854, 2026, 2094, 2115, 2304, 2491, 2505, 2563, 2716, 2738, 2814, 2848, 2873, 3103, 3225, 3287, 3310, 3378, 3477, 3513, 3668, 3770, 4002, 4023, 4046, 4069]",9.999999999999999e-05,0.5,-52.733765383668995,98,adaptive_lasso_cv
99,141,56,15,0.09200617144342113,62,0.9848336594911937,5.950887680053711,62,"[24, 33, 58, 72, 244, 314, 541, 588, 623, 653, 809, 858, 896, 1074, 1094, 1099, 1107, 1124, 1130, 1206, 1293, 1302, 1355, 1363, 1424, 1441, 1502, 1525, 1602, 1635, 1638, 1761, 1801, 1809, 1826, 1854, 1858, 1959, 2026, 2241, 2344, 2483, 2563, 2693, 2814, 2873, 3103, 3104, 3198, 3310, 3322, 3477, 3478, 3513, 3643, 3668, 3904, 3961, 3964, 3997, 4002, 4069]",9.999999999999999e-05,0.5,-52.192598879367154,99,adaptive_lasso_cv
