repeat,seed,train_size,test_size,test_mse,model_size,sparsity,train_time,n_selected,selected_features,iteration,algo
52,94,56,15,49.59944785208595,19,0.9953522504892368,9.54555892944336,19,"[307, 623, 791, 1122, 1278, 1282, 1296, 1302, 1311, 1515, 1527, 1638, 1819, 1995, 2563, 2873, 3225, 3513, 4003]",52,unilasso_cv
53,95,56,15,51.6198050980476,5,0.9987769080234834,9.803626537322998,5,"[623, 1277, 1515, 2563, 4002]",53,unilasso_cv
54,96,56,15,48.52324132297984,14,0.9965753424657534,11.438738107681274,14,"[623, 824, 1122, 1277, 1278, 1296, 1311, 1515, 1638, 1761, 2563, 3513, 4002, 4003]",54,unilasso_cv
55,97,56,15,51.630574775847535,17,0.9958414872798435,10.770250082015991,17,"[124, 307, 623, 826, 1122, 1284, 1302, 1311, 1479, 1502, 1515, 1638, 1995, 2563, 3513, 4002, 4003]",55,unilasso_cv
56,98,56,15,51.995078755856326,21,0.9948630136986302,9.669074535369873,21,"[414, 623, 1094, 1207, 1278, 1281, 1296, 1305, 1515, 1587, 1638, 1761, 2182, 2461, 2563, 2873, 3225, 3310, 3513, 4002, 4003]",56,unilasso_cv
57,99,56,15,51.97741117989696,20,0.9951076320939335,9.105391025543213,20,"[623, 651, 824, 973, 976, 1094, 1278, 1281, 1282, 1302, 1311, 1515, 1638, 1819, 1848, 1959, 2563, 3205, 3513, 4003]",57,unilasso_cv
58,100,56,15,52.97547987180055,8,0.9980430528375734,10.434521198272705,8,"[1277, 1296, 1500, 1515, 1587, 2498, 3738, 4002]",58,unilasso_cv
59,101,56,15,55.462858944345,4,0.9990215264187867,10.000532388687134,4,"[1278, 1501, 1515, 1587]",59,unilasso_cv
60,102,56,15,49.13351835003098,13,0.9968199608610567,10.178750276565552,13,"[623, 1277, 1282, 1311, 1503, 1515, 1638, 1819, 1995, 2563, 2873, 3513, 4002]",60,unilasso_cv
61,103,56,15,51.89498563579694,18,0.9955968688845401,9.092684030532837,18,"[414, 623, 826, 863, 973, 1281, 1477, 1515, 1587, 1638, 1761, 2563, 2771, 3147, 3310, 3807, 4002, 4003]",61,unilasso_cv
62,104,56,15,49.15001160142921,9,0.99779843444227,10.122158527374268,9,"[1122, 1277, 1515, 2563, 3309, 3513, 3807, 4002, 4003]",62,unilasso_cv
63,105,56,15,50.56551753920168,11,0.9973091976516634,10.705881118774414,11,"[623, 973, 1277, 1302, 1311, 1515, 1638, 1995, 2563, 3225, 4002]",63,unilasso_cv
64,106,56,15,53.11326914008794,20,0.9951076320939335,10.839572191238403,20,"[72, 314, 623, 826, 973, 1122, 1277, 1281, 1311, 1489, 1515, 1523, 1638, 1639, 1848, 2563, 3320, 3513, 4002, 4003]",64,unilasso_cv
65,107,56,15,53.0286114483463,8,0.9980430528375734,9.461464166641235,8,"[651, 1122, 1277, 1296, 1311, 1501, 1515, 4002]",65,unilasso_cv
66,108,56,15,51.23159079400988,12,0.99706457925636,9.516038179397583,12,"[623, 1122, 1277, 1278, 1311, 1515, 1638, 1995, 2563, 3513, 3807, 4002]",66,unilasso_cv
67,109,56,15,55.344559259716256,11,0.9973091976516634,12.13161039352417,11,"[651, 1122, 1277, 1296, 1311, 1515, 3310, 4002, 4003, 4005, 4007]",67,unilasso_cv
68,110,56,15,54.677202654247125,9,0.99779843444227,9.705676794052124,9,"[1122, 1277, 1296, 1435, 1515, 1587, 1995, 2563, 4002]",68,unilasso_cv
69,111,56,15,52.0652897306205,23,0.9943737769080235,12.88955044746399,23,"[314, 555, 651, 691, 826, 976, 1122, 1277, 1296, 1302, 1311, 1501, 1515, 1587, 1639, 1826, 1936, 2026, 3310, 3738, 4001, 4002, 4003]",69,unilasso_cv
70,112,56,15,49.30418611779793,13,0.9968199608610567,10.396967649459839,13,"[623, 824, 973, 1277, 1281, 1296, 1311, 1515, 1638, 2563, 3513, 3807, 4002]",70,unilasso_cv
71,113,56,15,49.90328881229503,16,0.9960861056751468,10.13377857208252,16,"[623, 826, 973, 1094, 1278, 1284, 1299, 1311, 1502, 1515, 1587, 1761, 1959, 1995, 2563, 4002]",71,unilasso_cv
72,114,56,15,53.275825609379886,9,0.99779843444227,8.218400239944458,9,"[623, 826, 1277, 1311, 1502, 1587, 1995, 2563, 4002]",72,unilasso_cv
73,115,56,15,53.36373159105543,11,0.9973091976516634,9.50516128540039,11,"[1122, 1278, 1296, 1501, 1515, 1587, 1638, 1761, 2563, 2771, 4002]",73,unilasso_cv
74,116,56,15,49.21657578389182,13,0.9968199608610567,8.752217054367065,13,"[558, 623, 824, 1094, 1284, 1363, 1515, 1639, 2027, 2183, 2563, 3513, 4003]",74,unilasso_cv
75,117,56,15,53.81533471965118,8,0.9980430528375734,10.801648378372192,8,"[1278, 1311, 1501, 1515, 1587, 1761, 2563, 4003]",75,unilasso_cv
76,118,56,15,51.58624836573558,26,0.9936399217221135,10.350326776504517,26,"[307, 414, 623, 824, 973, 1122, 1277, 1278, 1282, 1296, 1302, 1311, 1503, 1515, 1527, 1638, 1745, 1826, 1995, 2094, 2563, 2566, 3225, 3513, 4002, 4003]",76,unilasso_cv
77,119,56,15,51.97557846965844,11,0.9973091976516634,9.757803201675415,11,"[1277, 1278, 1296, 1311, 1515, 1587, 1638, 2563, 3205, 3807, 4003]",77,unilasso_cv
78,120,56,15,50.958400415353225,18,0.9955968688845401,11.005684852600098,18,"[69, 142, 623, 824, 973, 1277, 1296, 1302, 1477, 1501, 1502, 1515, 1638, 1761, 1819, 2563, 3513, 4002]",78,unilasso_cv
79,121,56,15,48.76371420004071,19,0.9953522504892368,9.913849830627441,19,"[72, 623, 1081, 1085, 1122, 1277, 1278, 1311, 1502, 1515, 1635, 1638, 1639, 2026, 2563, 3310, 3513, 4002, 4003]",79,unilasso_cv
80,122,56,15,54.19341973978389,18,0.9955968688845401,7.3486597537994385,18,"[314, 623, 651, 971, 1277, 1296, 1302, 1311, 1501, 1515, 1602, 1638, 1761, 1995, 2563, 2873, 3807, 4003]",80,unilasso_cv
81,123,56,15,50.42615096740495,20,0.9951076320939335,7.636483907699585,20,"[623, 973, 1258, 1296, 1302, 1311, 1515, 1638, 1761, 1819, 2563, 2873, 3225, 3310, 3312, 3513, 3807, 3846, 4002, 4074]",81,unilasso_cv
82,124,56,15,50.64844232094195,25,0.9938845401174168,8.481967687606812,25,"[11, 623, 824, 953, 973, 976, 985, 1280, 1281, 1302, 1311, 1515, 1638, 1761, 1819, 1959, 2010, 2563, 2873, 3205, 3310, 3513, 3807, 4002, 4074]",82,unilasso_cv
83,125,56,15,51.73646736956883,8,0.9980430528375734,8.559608697891235,8,"[623, 973, 1277, 1311, 1501, 1515, 2563, 4002]",83,unilasso_cv
84,126,56,15,52.37333505247793,15,0.9963307240704501,8.287606954574585,15,"[133, 314, 550, 623, 1122, 1302, 1638, 1761, 1819, 1995, 2563, 3310, 3513, 3846, 4002]",84,unilasso_cv
85,127,56,15,51.91037588309864,16,0.9960861056751468,9.024841547012329,16,"[141, 623, 1122, 1302, 1311, 1489, 1515, 1638, 1761, 1995, 2563, 3225, 3310, 3513, 3846, 4002]",85,unilasso_cv
86,128,56,15,49.895363773502474,20,0.9951076320939335,9.106572151184082,20,"[124, 623, 973, 1278, 1282, 1296, 1302, 1424, 1503, 1515, 1523, 1638, 1761, 1819, 1826, 1848, 2563, 3225, 3513, 4002]",86,unilasso_cv
87,129,56,15,54.30599244078852,10,0.9975538160469667,11.540652990341187,10,"[623, 826, 973, 1277, 1278, 1311, 1587, 1761, 2563, 4002]",87,unilasso_cv
88,130,56,15,50.41228853241538,24,0.9941291585127201,10.97784948348999,24,"[75, 132, 307, 314, 651, 953, 1122, 1296, 1302, 1311, 1501, 1515, 1523, 1524, 1638, 1826, 1959, 1995, 2563, 2873, 3310, 3738, 4002, 4003]",88,unilasso_cv
89,131,56,15,56.35862324637216,7,0.9982876712328768,10.768418312072754,7,"[1122, 1296, 1515, 1587, 2563, 4002, 4003]",89,unilasso_cv
90,132,56,15,49.89602097003544,10,0.9975538160469667,8.934809446334839,10,"[824, 1277, 1296, 1311, 1501, 1515, 2563, 3513, 3807, 4002]",90,unilasso_cv
91,133,56,15,48.90740823968986,14,0.9965753424657534,10.25618290901184,14,"[623, 824, 973, 1277, 1278, 1296, 1311, 1515, 1587, 2563, 3225, 3807, 4002, 4005]",91,unilasso_cv
92,134,56,15,54.0084530305407,9,0.99779843444227,10.966785907745361,9,"[1122, 1258, 1277, 1296, 1311, 1515, 1995, 4002, 4003]",92,unilasso_cv
93,135,56,15,52.46375612112311,10,0.9975538160469667,9.562307834625244,10,"[623, 826, 1277, 1278, 1501, 1587, 2563, 3513, 3807, 4002]",93,unilasso_cv
94,136,56,15,52.074579238351085,19,0.9953522504892368,8.981419086456299,19,"[623, 824, 826, 976, 1277, 1278, 1302, 1311, 1502, 1515, 1638, 1761, 1819, 1848, 2563, 3513, 4002, 4003, 4074]",94,unilasso_cv
95,137,56,15,51.69799545695911,13,0.9968199608610567,9.839722156524658,13,"[623, 826, 1209, 1277, 1296, 1311, 1502, 1503, 1515, 1587, 1995, 2563, 4002]",95,unilasso_cv
96,138,56,15,51.177422197323395,15,0.9963307240704501,9.404357433319092,15,"[623, 973, 976, 1278, 1282, 1302, 1311, 1515, 1638, 1959, 1995, 2563, 2873, 3513, 4002]",96,unilasso_cv
97,139,56,15,49.63476399745227,19,0.9953522504892368,10.84878134727478,19,"[556, 623, 1122, 1277, 1278, 1311, 1638, 1761, 1995, 2027, 2115, 2563, 3054, 3287, 3310, 3513, 4002, 4003, 4074]",97,unilasso_cv
98,140,56,15,48.72230464401681,23,0.9943737769080235,8.917030334472656,23,"[69, 414, 623, 826, 973, 1122, 1193, 1259, 1281, 1302, 1523, 1638, 1819, 1856, 2026, 2094, 2563, 2873, 3225, 3310, 3513, 4002, 4003]",98,unilasso_cv
99,141,56,15,50.20920153929653,11,0.9973091976516634,10.544370651245117,11,"[307, 623, 826, 1277, 1311, 1501, 1515, 1587, 1638, 2563, 4002]",99,unilasso_cv
