sigma,snr,model,f1_mean,f1_std,mse_mean,mse_std,tpr_mean,tpr_std,fdr_mean,fdr_std,precision_mean,precision_std,recall_mean,recall_std,r2_mean,r2_std
0.5,2.0,AdaptiveFlippedLassoCV,0.8347,0.1767,0.276,0.0921,1.0,0.0,0.2539,0.2467,0.7461,0.2467,1.0,0.0,0.9811,0.0097
1.0,1.0,AdaptiveFlippedLassoCV,0.7681,0.1609,1.0119,0.3654,1.0,0.0,0.3539,0.2176,0.6461,0.2176,1.0,0.0,0.9333,0.0356
2.0,0.5,AdaptiveFlippedLassoCV,0.7072,0.1079,4.0262,1.4228,1.0,0.0,0.4439,0.135,0.5561,0.135,1.0,0.0,0.775,0.1009
5.0,0.2,AdaptiveFlippedLassoCV,0.4837,0.1101,26.6414,8.5252,0.78,0.0837,0.6301,0.1537,0.3699,0.1537,0.78,0.0837,0.275,0.1579
10.0,0.1,AdaptiveFlippedLassoCV,0.2087,0.1944,98.193,29.3005,0.22,0.1924,0.5789,0.364,0.2211,0.2075,0.22,0.1924,0.0462,0.1134
