sigma,snr,repeat,model,algo,use_cv,mse,r2,f1,tpr,fdr,precision,recall,sparsity,n_selected,fold,train_time,best_gamma,best_alpha,best_lambda_ridge,cv_score
0.5,2.0,0,AdaptiveFlippedLassoCV,adaptive_flipped_lasso_cv,True,0.294329135426963,0.9814169170187478,0.9523809523809523,1.0,0.09090909090909091,0.9090909090909091,1.0,0.978,11,0,3.9539382457733154,1.0,0.0171093385292603,1.0,-0.283460425965644
0.5,2.0,1,AdaptiveFlippedLassoCV,adaptive_flipped_lasso_cv,True,0.4198971052035797,0.9648525444264766,0.7407407407407407,1.0,0.4117647058823529,0.5882352941176471,1.0,0.966,17,0,3.601130723953247,1.0,0.01372430296788953,1.0,-0.2918110634597933
0.5,2.0,2,AdaptiveFlippedLassoCV,adaptive_flipped_lasso_cv,True,0.19993072502616507,0.9873962015927165,0.5714285714285715,1.0,0.6,0.4,1.0,0.95,25,0,3.5060014724731445,1.0,0.008202862560649532,1.0,-0.2827427501816008
0.5,2.0,3,AdaptiveFlippedLassoCV,adaptive_flipped_lasso_cv,True,0.2743436503673817,0.9822855308349675,0.9090909090909091,1.0,0.16666666666666666,0.8333333333333334,1.0,0.976,12,0,3.7998645305633545,1.0,0.019345059700581122,10.0,-0.33018418081163686
0.5,2.0,4,AdaptiveFlippedLassoCV,adaptive_flipped_lasso_cv,True,0.19159214239178265,0.9897179546957192,1.0,1.0,0.0,1.0,1.0,0.98,10,0,3.7472338676452637,1.0,0.021287968918375096,1.0,-0.5087943118358018
1.0,1.0,0,AdaptiveFlippedLassoCV,adaptive_flipped_lasso_cv,True,1.0184171786681675,0.9384491571076147,0.5714285714285715,1.0,0.6,0.4,1.0,0.95,25,0,4.755701303482056,1.0,0.024343562033501468,10.0,-1.1090827399930034
1.0,1.0,1,AdaptiveFlippedLassoCV,adaptive_flipped_lasso_cv,True,1.6217593338635228,0.8726655283070682,0.7407407407407407,1.0,0.4117647058823529,0.5882352941176471,1.0,0.966,17,0,4.4511847496032715,1.0,0.035266814750326635,5.0,-1.095906241768938
1.0,1.0,2,AdaptiveFlippedLassoCV,adaptive_flipped_lasso_cv,True,0.7511895405102266,0.9554030159742862,0.6666666666666666,1.0,0.5,0.5,1.0,0.96,20,0,4.2295637130737305,1.0,0.021226003912250904,1.0,-1.0090302784751417
1.0,1.0,3,AdaptiveFlippedLassoCV,adaptive_flipped_lasso_cv,True,0.9584496611800938,0.9373663863213911,0.9090909090909091,1.0,0.16666666666666666,0.8333333333333334,1.0,0.976,12,0,4.593963146209717,1.0,0.05053270529143294,50.0,-1.31428337245953
1.0,1.0,4,AdaptiveFlippedLassoCV,adaptive_flipped_lasso_cv,True,0.7098395015301137,0.9625910984028617,0.9523809523809523,1.0,0.09090909090909091,0.9090909090909091,1.0,0.978,11,0,4.505548715591431,1.0,0.040232615228902736,1.0,-1.4461217312778787
2.0,0.5,0,AdaptiveFlippedLassoCV,adaptive_flipped_lasso_cv,True,4.062976648775686,0.7887393925615259,0.5714285714285715,1.0,0.6,0.4,1.0,0.95,25,0,5.961337089538574,1.0,0.06746905438522338,50.0,-4.414991391952979
2.0,0.5,1,AdaptiveFlippedLassoCV,adaptive_flipped_lasso_cv,True,6.432998655890158,0.6068010650715625,0.6666666666666666,1.0,0.5,0.5,1.0,0.96,20,0,5.203088760375977,1.0,0.09092805887926401,50.0,-4.4331953494217196
2.0,0.5,2,AdaptiveFlippedLassoCV,adaptive_flipped_lasso_cv,True,3.0784412836208332,0.8457048054715331,0.7142857142857143,1.0,0.4444444444444444,0.5555555555555556,1.0,0.964,18,0,5.2254626750946045,1.0,0.059652308382387054,50.0,-3.926827790838557
2.0,0.5,3,AdaptiveFlippedLassoCV,adaptive_flipped_lasso_cv,True,3.656630691580437,0.7739122359041468,0.7142857142857143,1.0,0.4444444444444444,0.5555555555555556,1.0,0.964,18,0,5.797889947891235,1.0,0.10099353555930643,50.0,-5.478469699692979
2.0,0.5,4,AdaptiveFlippedLassoCV,adaptive_flipped_lasso_cv,True,2.8998644461170167,0.8599544900220394,0.8695652173913044,1.0,0.23076923076923078,0.7692307692307693,1.0,0.974,13,0,5.6452178955078125,1.0,0.10460030904914354,50.0,-5.378498947819682
5.0,0.2,0,AdaptiveFlippedLassoCV,adaptive_flipped_lasso_cv,True,27.91395250693436,0.2548510726625517,0.3888888888888889,0.7,0.7307692307692307,0.2692307692307692,0.7,0.948,26,0,7.3399107456207275,0.5,0.3940165419372329,50.0,-29.489820378255427
5.0,0.2,1,AdaptiveFlippedLassoCV,adaptive_flipped_lasso_cv,True,40.96940255197184,0.06028915503983068,0.41860465116279066,0.9,0.7272727272727273,0.2727272727272727,0.9,0.9339999999999999,33,0,6.582569599151611,0.3,0.4668984746937879,50.0,-29.21916142768837
5.0,0.2,2,AdaptiveFlippedLassoCV,adaptive_flipped_lasso_cv,True,20.490517466022027,0.4669013105535078,0.6666666666666666,0.7,0.36363636363636365,0.6363636363636364,0.7,0.978,11,0,6.790819406509399,1.0,0.2618100018890225,50.0,-24.606817539067542
5.0,0.2,3,AdaptiveFlippedLassoCV,adaptive_flipped_lasso_cv,True,22.729308694313122,0.20822379969495464,0.5000000000000001,0.8,0.6363636363636364,0.36363636363636365,0.8,0.956,22,0,7.123208999633789,0.3,0.5498810823604936,50.0,-35.74904373864409
