sigma,strategy,f1_mean,f1_std,tpr_mean,tpr_std,fdr_mean,fdr_std,mse_mean,mse_std,n_selected_mean,n_selected_std,best_alpha,best_gamma
0.5,sparsest,0.9027084545506963,0.045837930664204295,1.0,0.0,0.17470899470899473,0.07849291500582234,2.4267951994545838,2.1425260980207774,24.4,2.1908902300206643,0.02562676725574483,1.0
0.5,most_penalized,0.9027084545506963,0.045837930664204295,1.0,0.0,0.17470899470899473,0.07849291500582234,0.8478101274698894,0.5447681425820636,24.4,2.1908902300206643,0.0256267672557448,1.0
2.0,sparsest,0.7607011449596636,0.07580843323536379,0.9800000000000001,0.02738612787525833,0.3719685202443823,0.10393870494507627,7.420388699777343,2.728835161578469,32.0,6.082762530298219,0.11383653159018965,1.0
2.0,most_penalized,0.7607011449596636,0.07580843323536379,0.9800000000000001,0.02738612787525833,0.3719685202443823,0.10393870494507627,5.806566537022228,1.0836869960340008,32.0,6.082762530298219,0.11383653159018965,1.0
10.0,sparsest,0.33619789841843745,0.06422102347662613,0.37,0.09746794344808965,0.6677056388716688,0.12572865595885052,119.57643463831019,15.8910119203868,24.2,7.9498427657407165,0.9477376068122518,0.3
10.0,most_penalized,0.33619789841843745,0.06422102347662613,0.37,0.09746794344808965,0.6677056388716688,0.12572865595885052,117.89262931223432,16.310531940281496,24.2,7.9498427657407165,0.9477376068122517,0.3
