sigma,snr,model,f1_mean,f1_std,mse_mean,mse_std,tpr_mean,tpr_std,fdr_mean,fdr_std,precision_mean,precision_std,recall_mean,recall_std,r2_mean,r2_std
0.5,2.0,AdaptiveFlippedLassoCV,0.8563,0.1651,0.4446,0.1713,1.0,0.0,0.2239,0.2389,0.7761,0.2389,1.0,0.0,0.9968,0.0012
1.0,1.0,AdaptiveFlippedLassoCV,0.9216,0.1395,1.3582,0.3717,1.0,0.0,0.1235,0.211,0.8765,0.211,1.0,0.0,0.9904,0.002
2.0,0.5,AdaptiveFlippedLassoCV,0.917,0.0913,4.9957,1.2943,0.99,0.0224,0.1347,0.1465,0.8653,0.1465,0.99,0.0224,0.9651,0.0068
5.0,0.2,AdaptiveFlippedLassoCV,0.7313,0.0826,30.9084,7.5974,0.71,0.0418,0.2323,0.1492,0.7677,0.1492,0.71,0.0418,0.8082,0.0396
10.0,0.1,AdaptiveFlippedLassoCV,0.5539,0.0919,115.3082,26.2188,0.51,0.0224,0.372,0.1838,0.628,0.1838,0.51,0.0224,0.5029,0.0922
