sigma,snr,model,f1_mean,f1_std,mse_mean,mse_std,tpr_mean,tpr_std,fdr_mean,fdr_std,precision_mean,precision_std,recall_mean,recall_std,r2_mean,r2_std
0.5,2.0,AdaptiveFlippedLassoCV,0.8545,0.1686,0.4455,0.1721,1.0,0.0,0.2257,0.2421,0.7743,0.2421,1.0,0.0,0.9968,0.0012
1.0,1.0,AdaptiveFlippedLassoCV,0.937,0.1063,1.3558,0.3713,1.0,0.0,0.1049,0.1712,0.8951,0.1712,1.0,0.0,0.9904,0.002
2.0,0.5,AdaptiveFlippedLassoCV,0.8696,0.1196,5.0477,1.2155,0.99,0.0224,0.2081,0.1774,0.7919,0.1774,0.99,0.0224,0.9646,0.0069
5.0,0.2,AdaptiveFlippedLassoCV,0.7043,0.1208,30.3848,6.2593,0.76,0.0224,0.325,0.1889,0.675,0.1889,0.76,0.0224,0.8101,0.0409
10.0,0.1,AdaptiveFlippedLassoCV,0.4896,0.0692,115.0424,24.3865,0.48,0.0274,0.4869,0.13,0.5131,0.13,0.48,0.0274,0.5024,0.0957
