sigma,snr,repeat,model,algo,use_cv,mse,r2,f1,tpr,fdr,precision,recall,sparsity,n_selected,fold,train_time,best_gamma,best_alpha,best_lambda_ridge,cv_score
0.5,2.0,0,AdaptiveFlippedLassoCV,adaptive_flipped_lasso_cv,True,0.27144065159237807,0.9981690855882828,0.8333333333333333,1.0,0.2857142857142857,0.7142857142857143,1.0,0.944,28,0,4.09813928604126,1.0,0.006853148144144606,0.5,-1.2695514263917291
0.5,2.0,1,AdaptiveFlippedLassoCV,adaptive_flipped_lasso_cv,True,0.6471987877537877,0.9949628609801033,0.5882352941176471,1.0,0.5833333333333334,0.4166666666666667,1.0,0.904,48,0,4.101284742355347,0.3,0.0220049069261646,0.5,-0.5388001069738957
0.5,2.0,2,AdaptiveFlippedLassoCV,adaptive_flipped_lasso_cv,True,0.303379959488865,0.9974322176177367,1.0,1.0,0.0,1.0,1.0,0.96,20,0,4.200158596038818,1.0,0.015100020575692376,0.5,-0.8526035563450364
0.5,2.0,3,AdaptiveFlippedLassoCV,adaptive_flipped_lasso_cv,True,0.6046973334390694,0.9966971394843472,1.0,1.0,0.0,1.0,1.0,0.96,20,0,4.125049352645874,0.7,0.021188240938244757,0.5,-0.4024375685496532
0.5,2.0,4,AdaptiveFlippedLassoCV,adaptive_flipped_lasso_cv,True,0.4006400197717994,0.9968898132647397,0.851063829787234,1.0,0.25925925925925924,0.7407407407407407,1.0,0.946,27,0,3.9551334381103516,1.0,0.005231063307217389,0.5,-0.9383726088587869
1.0,1.0,0,AdaptiveFlippedLassoCV,adaptive_flipped_lasso_cv,True,0.9153484761593315,0.9938313148509291,0.9302325581395349,1.0,0.13043478260869565,0.8695652173913043,1.0,0.954,23,0,5.50350284576416,1.0,0.02494615738721499,5.0,-2.2481486098471164
1.0,1.0,1,AdaptiveFlippedLassoCV,adaptive_flipped_lasso_cv,True,1.407372068143516,0.9890381521699629,0.7547169811320755,1.0,0.3939393939393939,0.6060606060606061,1.0,0.9339999999999999,33,0,5.390373945236206,0.7,0.030110822783897276,10.0,-1.5646639369226203
1.0,1.0,2,AdaptiveFlippedLassoCV,adaptive_flipped_lasso_cv,True,1.1475617565573504,0.9903654561541291,1.0,1.0,0.0,1.0,1.0,0.96,20,0,5.454883575439453,1.0,0.03866704332999768,10.0,-1.7661032475774268
1.0,1.0,3,AdaptiveFlippedLassoCV,adaptive_flipped_lasso_cv,True,1.9122910758763938,0.9896880623810566,1.0,1.0,0.0,1.0,1.0,0.96,20,0,5.6448447704315186,1.0,0.040044615183406046,10.0,-1.3018485172517305
1.0,1.0,4,AdaptiveFlippedLassoCV,adaptive_flipped_lasso_cv,True,1.396594973672279,0.9890492702248325,1.0,1.0,0.0,1.0,1.0,0.96,20,0,5.124984264373779,1.0,0.02573422870938576,5.0,-1.6073150376605505
2.0,0.5,0,AdaptiveFlippedLassoCV,adaptive_flipped_lasso_cv,True,3.6014661111003567,0.975979669637668,0.8695652173913044,1.0,0.23076923076923078,0.7692307692307693,1.0,0.948,26,0,7.0871851444244385,1.0,0.06708854745741642,10.0,-6.15605010775133
2.0,0.5,1,AdaptiveFlippedLassoCV,adaptive_flipped_lasso_cv,True,4.728067810218742,0.9635067980346685,0.6666666666666666,1.0,0.5,0.5,1.0,0.92,40,0,6.8846964836120605,1.0,0.04054721267280517,10.0,-5.714104772237582
2.0,0.5,2,AdaptiveFlippedLassoCV,adaptive_flipped_lasso_cv,True,4.609900986264423,0.9622949535658577,0.9268292682926829,0.95,0.09523809523809523,0.9047619047619048,0.95,0.958,21,0,7.329555034637451,1.0,0.07245186595708772,10.0,-5.4948242261545115
2.0,0.5,3,AdaptiveFlippedLassoCV,adaptive_flipped_lasso_cv,True,6.889848612116996,0.9641655170047385,0.9090909090909091,1.0,0.16666666666666666,0.8333333333333334,1.0,0.952,24,0,7.092349052429199,1.0,0.07578410449185337,10.0,-5.070414124467574
2.0,0.5,4,AdaptiveFlippedLassoCV,adaptive_flipped_lasso_cv,True,5.409262447012838,0.9572765657584064,0.975609756097561,1.0,0.047619047619047616,0.9523809523809523,1.0,0.958,21,0,6.374534845352173,1.0,0.04907610386556723,10.0,-4.529706531716217
5.0,0.2,0,AdaptiveFlippedLassoCV,adaptive_flipped_lasso_cv,True,23.328945400179908,0.8584792429417076,0.8421052631578948,0.8,0.1111111111111111,0.8888888888888888,0.8,0.964,18,0,9.499447584152222,0.3,0.6223034705018395,10.0,-33.4518705526282
5.0,0.2,1,AdaptiveFlippedLassoCV,adaptive_flipped_lasso_cv,True,27.279005334145502,0.8105720949353468,0.5263157894736842,0.75,0.5945945945945946,0.40540540540540543,0.75,0.926,37,0,9.024527549743652,0.3,0.3812130362528042,10.0,-33.35907584082264
