sigma,snr,repeat,model,algo,use_cv,mse,r2,f1,tpr,fdr,precision,recall,sparsity,n_selected,selection_f1,selection_accuracy,fold,train_time,best_alpha,best_lambda_ridge,sign_accuracy,best_gamma,cv_score
0.5,2.0,10,"PFLRegressorCV (BAFL, gamma=1.0, cap=10.0)",pfl_regressor_cv,True,0.38182712206221425,0.9952568942525302,0.9523809523809523,1.0,0.09090909090909091,0.9090909090909091,1.0,0.956,22,0.9523809523809523,0.996,0,2.041234016418457,0.05998305376148381,10.0,1.0,,
0.5,2.0,11,"PFLRegressorCV (BAFL, gamma=1.0, cap=10.0)",pfl_regressor_cv,True,0.4079688861295287,0.9954738865403153,0.975609756097561,1.0,0.047619047619047616,0.9523809523809523,1.0,0.958,21,0.975609756097561,0.998,0,1.6817004680633545,0.07305592561854733,10.0,1.0,,
0.5,2.0,12,"PFLRegressorCV (BAFL, gamma=1.0, cap=10.0)",pfl_regressor_cv,True,0.5206274220794115,0.9938545590905642,1.0,1.0,0.0,1.0,1.0,0.96,20,1.0,1.0,0,1.9475445747375488,0.1281012422195585,10.0,1.0,,
0.5,2.0,13,"PFLRegressorCV (BAFL, gamma=1.0, cap=10.0)",pfl_regressor_cv,True,0.2248547216749609,0.9971613116424551,0.975609756097561,1.0,0.047619047619047616,0.9523809523809523,1.0,0.958,21,0.975609756097561,0.998,0,1.9218330383300781,0.045206540747869825,0.1,1.0,,
0.5,2.0,14,"PFLRegressorCV (BAFL, gamma=1.0, cap=10.0)",pfl_regressor_cv,True,0.3190467962680102,0.9970929477134378,1.0,1.0,0.0,1.0,1.0,0.96,20,1.0,1.0,0,2.484834909439087,0.06881056271534419,1.0,1.0,,
0.5,2.0,15,"PFLRegressorCV (BAFL, gamma=1.0, cap=10.0)",pfl_regressor_cv,True,0.7802042112199439,0.9915905693085276,0.975609756097561,1.0,0.047619047619047616,0.9523809523809523,1.0,0.958,21,0.975609756097561,0.998,0,3.076591968536377,0.1826477375396787,10.0,1.0,,
0.5,2.0,16,"PFLRegressorCV (BAFL, gamma=1.0, cap=10.0)",pfl_regressor_cv,True,0.42560806250780986,0.994132320918122,1.0,1.0,0.0,1.0,1.0,0.96,20,1.0,1.0,0,1.970154047012329,0.10079990790089931,0.1,1.0,,
0.5,2.0,17,"PFLRegressorCV (BAFL, gamma=1.0, cap=10.0)",pfl_regressor_cv,True,0.49979466116893045,0.9920878272060681,0.9523809523809523,1.0,0.09090909090909091,0.9090909090909091,1.0,0.956,22,0.9523809523809523,0.996,0,2.055712938308716,0.07317685701339117,1.0,1.0,,
0.5,2.0,18,"PFLRegressorCV (BAFL, gamma=1.0, cap=10.0)",pfl_regressor_cv,True,0.41037641781131456,0.9946821066959479,1.0,1.0,0.0,1.0,1.0,0.96,20,1.0,1.0,0,2.4355995655059814,0.08137336290227343,0.1,1.0,,
0.5,2.0,19,"PFLRegressorCV (BAFL, gamma=1.0, cap=10.0)",pfl_regressor_cv,True,0.3461375591072677,0.9933299722576081,1.0,1.0,0.0,1.0,1.0,0.96,20,1.0,1.0,0,2.118180990219116,0.08119493554724544,1.0,1.0,,
1.0,1.0,0,"PFLRegressorCV (BAFL, gamma=1.0, cap=10.0)",pfl_regressor_cv,True,1.3762332004024853,0.985981849004793,0.9090909090909091,1.0,0.16666666666666666,0.8333333333333334,1.0,0.952,24,0.9090909090909091,0.992,0,2.385416269302368,0.0868761201928594,10.0,1.0,,
1.0,1.0,1,"PFLRegressorCV (BAFL, gamma=1.0, cap=10.0)",pfl_regressor_cv,True,1.2744562148945318,0.9840410343877434,0.9523809523809523,1.0,0.09090909090909091,0.9090909090909091,1.0,0.956,22,0.9523809523809523,0.996,0,2.023355007171631,0.10287850353167999,10.0,1.0,,
1.0,1.0,2,"PFLRegressorCV (BAFL, gamma=1.0, cap=10.0)",pfl_regressor_cv,True,1.9858699711313486,0.9710233160599148,0.888888888888889,1.0,0.2,0.8,1.0,0.95,25,0.888888888888889,0.99,0,2.201352119445801,0.15976325922808363,10.0,1.0,,
1.0,1.0,3,"PFLRegressorCV (BAFL, gamma=1.0, cap=10.0)",pfl_regressor_cv,True,1.6349005676043065,0.9806983623822796,0.9090909090909091,1.0,0.16666666666666666,0.8333333333333334,1.0,0.952,24,0.9090909090909091,0.992,0,2.753621816635132,0.06744311562646194,10.0,1.0,,
1.0,1.0,4,"PFLRegressorCV (BAFL, gamma=1.0, cap=10.0)",pfl_regressor_cv,True,1.37799364574078,0.9774626989755667,1.0,1.0,0.0,1.0,1.0,0.96,20,1.0,1.0,0,2.9264793395996094,0.11099252328476827,10.0,1.0,,
1.0,1.0,5,"PFLRegressorCV (BAFL, gamma=1.0, cap=10.0)",pfl_regressor_cv,True,1.6237862808033101,0.9816783601405616,0.9090909090909091,1.0,0.16666666666666666,0.8333333333333334,1.0,0.952,24,0.9090909090909091,0.992,0,3.6132073402404785,0.07234100793639048,10.0,1.0,,
1.0,1.0,6,"PFLRegressorCV (BAFL, gamma=1.0, cap=10.0)",pfl_regressor_cv,True,1.2393512143485796,0.9823888840268581,0.9523809523809523,1.0,0.09090909090909091,0.9090909090909091,1.0,0.956,22,0.9523809523809523,0.996,0,2.9263975620269775,0.07656658702626701,100.0,1.0,,
1.0,1.0,7,"PFLRegressorCV (BAFL, gamma=1.0, cap=10.0)",pfl_regressor_cv,True,1.8106235026706095,0.9694489281888213,0.8695652173913044,1.0,0.23076923076923078,0.7692307692307693,1.0,0.948,26,0.8695652173913044,0.988,0,2.1134560108184814,0.0841006595065464,10.0,1.0,,
1.0,1.0,8,"PFLRegressorCV (BAFL, gamma=1.0, cap=10.0)",pfl_regressor_cv,True,1.7214578948836732,0.9740410823461924,0.9523809523809523,1.0,0.09090909090909091,0.9090909090909091,1.0,0.956,22,0.9523809523809523,0.996,0,2.3270366191864014,0.1315499701045627,10.0,1.0,,
1.0,1.0,9,"PFLRegressorCV (BAFL, gamma=1.0, cap=10.0)",pfl_regressor_cv,True,1.2149832666570777,0.984228503905182,0.9090909090909091,1.0,0.16666666666666666,0.8333333333333334,1.0,0.952,24,0.9090909090909091,0.992,0,2.1322333812713623,0.0917926411495775,10.0,1.0,,
1.0,1.0,10,"PFLRegressorCV (BAFL, gamma=1.0, cap=10.0)",pfl_regressor_cv,True,1.3619247001497095,0.9836017567951238,0.888888888888889,1.0,0.2,0.8,1.0,0.95,25,0.888888888888889,0.99,0,3.51613187789917,0.0744832236238642,100.0,1.0,,
1.0,1.0,11,"PFLRegressorCV (BAFL, gamma=1.0, cap=10.0)",pfl_regressor_cv,True,1.4549790466424068,0.9843366365000887,0.975609756097561,1.0,0.047619047619047616,0.9523809523809523,1.0,0.958,21,0.975609756097561,0.998,0,3.2836546897888184,0.08089636122383907,10.0,1.0,,
1.0,1.0,12,"PFLRegressorCV (BAFL, gamma=1.0, cap=10.0)",pfl_regressor_cv,True,1.2465272360379578,0.9855907819924793,1.0,1.0,0.0,1.0,1.0,0.96,20,1.0,1.0,0,3.609232187271118,0.11752106699016657,10.0,1.0,,
1.0,1.0,13,"PFLRegressorCV (BAFL, gamma=1.0, cap=10.0)",pfl_regressor_cv,True,0.8789175936405216,0.9889177197525537,0.7692307692307693,1.0,0.375,0.625,1.0,0.9359999999999999,32,0.7692307692307693,0.976,0,2.1016886234283447,0.03158530674724088,10.0,1.0,,
1.0,1.0,14,"PFLRegressorCV (BAFL, gamma=1.0, cap=10.0)",pfl_regressor_cv,True,1.1065743183017034,0.9898784807977695,0.9523809523809523,1.0,0.09090909090909091,0.9090909090909091,1.0,0.956,22,0.9523809523809523,0.996,0,2.4291884899139404,0.07944660353361552,10.0,1.0,,
1.0,1.0,15,"PFLRegressorCV (BAFL, gamma=1.0, cap=10.0)",pfl_regressor_cv,True,1.5359580303856082,0.983247273254022,0.9090909090909091,1.0,0.16666666666666666,0.8333333333333334,1.0,0.952,24,0.9090909090909091,0.992,0,2.817267894744873,0.19142475625135322,100.0,1.0,,
1.0,1.0,16,"PFLRegressorCV (BAFL, gamma=1.0, cap=10.0)",pfl_regressor_cv,True,1.5294864319897274,0.9792631700906612,0.9523809523809523,1.0,0.09090909090909091,0.9090909090909091,1.0,0.956,22,0.9523809523809523,0.996,0,3.4709928035736084,0.11005805801572817,10.0,1.0,,
1.0,1.0,17,"PFLRegressorCV (BAFL, gamma=1.0, cap=10.0)",pfl_regressor_cv,True,1.713809769433109,0.9738447123764017,0.9302325581395349,1.0,0.13043478260869565,0.8695652173913043,1.0,0.954,23,0.9302325581395349,0.994,0,3.4823131561279297,0.08201513543852411,10.0,1.0,,
1.0,1.0,18,"PFLRegressorCV (BAFL, gamma=1.0, cap=10.0)",pfl_regressor_cv,True,1.2406471694603451,0.9843262377504163,0.975609756097561,1.0,0.047619047619047616,0.9523809523809523,1.0,0.958,21,0.975609756097561,0.998,0,2.3029918670654297,0.08838546418012777,0.1,1.0,,
1.0,1.0,19,"PFLRegressorCV (BAFL, gamma=1.0, cap=10.0)",pfl_regressor_cv,True,1.2415265995794484,0.975950782801775,1.0,1.0,0.0,1.0,1.0,0.96,20,1.0,1.0,0,2.4885404109954834,0.09678181118100655,10.0,1.0,,
2.0,0.5,0,"PFLRegressorCV (BAFL, gamma=1.0, cap=10.0)",pfl_regressor_cv,True,6.025432665406811,0.9403974176460179,0.8181818181818182,0.9,0.25,0.75,0.9,0.952,24,0.8181818181818182,0.984,0,2.67637038230896,0.19045782839954423,100.0,1.0,,
2.0,0.5,1,"PFLRegressorCV (BAFL, gamma=1.0, cap=10.0)",pfl_regressor_cv,True,5.106892179335658,0.9382216002284448,0.8333333333333333,1.0,0.2857142857142857,0.7142857142857143,1.0,0.944,28,0.8333333333333333,0.984,0,2.9657349586486816,0.14752720635569264,100.0,1.0,,
2.0,0.5,2,"PFLRegressorCV (BAFL, gamma=1.0, cap=10.0)",pfl_regressor_cv,True,6.168829629402429,0.9142551332041298,0.7826086956521738,0.9,0.3076923076923077,0.6923076923076923,0.9,0.948,26,0.7826086956521738,0.98,0,2.663996458053589,0.2129620839281615,100.0,1.0,,
2.0,0.5,3,"PFLRegressorCV (BAFL, gamma=1.0, cap=10.0)",pfl_regressor_cv,True,6.593231696771806,0.9282209428705354,0.8085106382978724,0.95,0.2962962962962963,0.7037037037037037,0.95,0.946,27,0.8085106382978724,0.982,0,2.701566457748413,0.1490352012824424,100.0,1.0,,
2.0,0.5,4,"PFLRegressorCV (BAFL, gamma=1.0, cap=10.0)",pfl_regressor_cv,True,5.302815453094017,0.9154749059081784,0.8695652173913044,1.0,0.23076923076923078,0.7692307692307693,1.0,0.948,26,0.8695652173913044,0.988,0,2.336075782775879,0.14879639475030446,100.0,1.0,,
2.0,0.5,5,"PFLRegressorCV (BAFL, gamma=1.0, cap=10.0)",pfl_regressor_cv,True,6.206067392390223,0.9334437786839266,0.7547169811320755,1.0,0.3939393939393939,0.6060606060606061,1.0,0.9339999999999999,33,0.7547169811320755,0.974,0,2.4483859539031982,0.08547486410370804,100.0,1.0,,
2.0,0.5,6,"PFLRegressorCV (BAFL, gamma=1.0, cap=10.0)",pfl_regressor_cv,True,5.1441898561446004,0.929599718190382,0.9302325581395349,1.0,0.13043478260869565,0.8695652173913043,1.0,0.954,23,0.9302325581395349,0.994,0,2.8927536010742188,0.15069880420239534,100.0,1.0,,
2.0,0.5,7,"PFLRegressorCV (BAFL, gamma=1.0, cap=10.0)",pfl_regressor_cv,True,7.614572884666331,0.8749369686530286,0.8,1.0,0.3333333333333333,0.6666666666666666,1.0,0.94,30,0.8,0.98,0,2.745220899581909,0.1319862548913405,100.0,1.0,,
2.0,0.5,8,"PFLRegressorCV (BAFL, gamma=1.0, cap=10.0)",pfl_regressor_cv,True,5.849935720069762,0.9155986710374783,0.8695652173913044,1.0,0.23076923076923078,0.7692307692307693,1.0,0.948,26,0.8695652173913044,0.988,0,3.090491533279419,0.13413698733154703,100.0,1.0,,
2.0,0.5,9,"PFLRegressorCV (BAFL, gamma=1.0, cap=10.0)",pfl_regressor_cv,True,4.8521162661662025,0.9382703504821465,0.8333333333333333,1.0,0.2857142857142857,0.7142857142857143,1.0,0.944,28,0.8333333333333333,0.984,0,2.2558882236480713,0.13658901807115567,100.0,1.0,,
2.0,0.5,10,"PFLRegressorCV (BAFL, gamma=1.0, cap=10.0)",pfl_regressor_cv,True,5.655603890816811,0.9369479415731017,0.8444444444444444,0.95,0.24,0.76,0.95,0.95,25,0.8444444444444444,0.986,0,4.156256437301636,0.14454130311751362,100.0,1.0,,
2.0,0.5,11,"PFLRegressorCV (BAFL, gamma=1.0, cap=10.0)",pfl_regressor_cv,True,6.278420940181562,0.937377736068838,0.9523809523809523,1.0,0.09090909090909091,0.9090909090909091,1.0,0.956,22,0.9523809523809523,0.996,0,2.9639859199523926,0.16234588608603445,100.0,1.0,,
2.0,0.5,12,"PFLRegressorCV (BAFL, gamma=1.0, cap=10.0)",pfl_regressor_cv,True,4.689731906106153,0.948615489990048,0.888888888888889,1.0,0.2,0.8,1.0,0.95,25,0.888888888888889,0.99,0,2.9293577671051025,0.15111277573867835,100.0,1.0,,
2.0,0.5,13,"PFLRegressorCV (BAFL, gamma=1.0, cap=10.0)",pfl_regressor_cv,True,3.5849090819396627,0.9556438154322072,0.7407407407407407,1.0,0.4117647058823529,0.5882352941176471,1.0,0.9319999999999999,34,0.7407407407407407,0.972,0,4.186654806137085,0.07407293303567539,100.0,1.0,,
2.0,0.5,14,"PFLRegressorCV (BAFL, gamma=1.0, cap=10.0)",pfl_regressor_cv,True,4.4176811523663435,0.9597345638568945,0.9302325581395349,1.0,0.13043478260869565,0.8695652173913043,1.0,0.954,23,0.9302325581395349,0.994,0,2.5251317024230957,0.1317645561186751,100.0,1.0,,
2.0,0.5,15,"PFLRegressorCV (BAFL, gamma=1.0, cap=10.0)",pfl_regressor_cv,True,5.656624701403029,0.9377653121116896,0.8636363636363635,0.95,0.20833333333333334,0.7916666666666666,0.95,0.952,24,0.8636363636363635,0.988,0,3.2276289463043213,0.2518033308551118,100.0,1.0,,
2.0,0.5,16,"PFLRegressorCV (BAFL, gamma=1.0, cap=10.0)",pfl_regressor_cv,True,5.746185433670679,0.92639729931303,0.8444444444444444,0.95,0.24,0.76,0.95,0.95,25,0.8444444444444444,0.986,0,2.3740246295928955,0.16205600310207047,100.0,1.0,,
2.0,0.5,17,"PFLRegressorCV (BAFL, gamma=1.0, cap=10.0)",pfl_regressor_cv,True,6.529594531216397,0.9093942740050074,0.8,1.0,0.3333333333333333,0.6666666666666666,1.0,0.94,30,0.8,0.98,0,3.2283852100372314,0.12153423582406714,100.0,1.0,,
2.0,0.5,18,"PFLRegressorCV (BAFL, gamma=1.0, cap=10.0)",pfl_regressor_cv,True,4.596739306955677,0.9456447033898712,0.888888888888889,1.0,0.2,0.8,1.0,0.95,25,0.888888888888889,0.99,0,2.525541305541992,0.11655745580930173,10.0,1.0,,
2.0,0.5,19,"PFLRegressorCV (BAFL, gamma=1.0, cap=10.0)",pfl_regressor_cv,True,4.983075669871928,0.9056512581575265,0.9302325581395349,1.0,0.13043478260869565,0.8695652173913043,1.0,0.954,23,0.9302325581395349,0.994,0,2.2902116775512695,0.16418005801911198,100.0,1.0,,
3.0,0.33,0,"PFLRegressorCV (BAFL, gamma=1.0, cap=10.0)",pfl_regressor_cv,True,11.961215191688932,0.8868628035995137,0.7317073170731706,0.75,0.2857142857142857,0.7142857142857143,0.75,0.958,21,0.7317073170731706,0.978,0,3.614454746246338,0.29629182268511484,100.0,1.0,,
3.0,0.33,1,"PFLRegressorCV (BAFL, gamma=1.0, cap=10.0)",pfl_regressor_cv,True,11.977159085963928,0.8627934223685262,0.7083333333333333,0.85,0.39285714285714285,0.6071428571428571,0.85,0.944,28,0.7083333333333333,0.972,0,2.869800567626953,0.23214737795105625,100.0,1.0,,
3.0,0.33,2,"PFLRegressorCV (BAFL, gamma=1.0, cap=10.0)",pfl_regressor_cv,True,12.938206165587278,0.831965932913644,0.6829268292682926,0.7,0.3333333333333333,0.6666666666666666,0.7,0.958,21,0.6829268292682926,0.974,0,2.8131542205810547,0.3407129080092662,100.0,1.0,,
3.0,0.33,3,"PFLRegressorCV (BAFL, gamma=1.0, cap=10.0)",pfl_regressor_cv,True,14.07476393033078,0.8617520550923405,0.7826086956521738,0.9,0.3076923076923077,0.6923076923076923,0.9,0.948,26,0.7826086956521738,0.98,0,3.12762188911438,0.23470284066706507,100.0,1.0,,
3.0,0.33,4,"PFLRegressorCV (BAFL, gamma=1.0, cap=10.0)",pfl_regressor_cv,True,12.4474194777721,0.8128638805806272,0.7999999999999999,0.9,0.28,0.72,0.9,0.95,25,0.7999999999999999,0.982,0,2.510213851928711,0.21888248390358778,100.0,1.0,,
3.0,0.33,5,"PFLRegressorCV (BAFL, gamma=1.0, cap=10.0)",pfl_regressor_cv,True,14.582329295919383,0.8546732551728209,0.7307692307692308,0.95,0.40625,0.59375,0.95,0.9359999999999999,32,0.7307692307692308,0.972,0,3.779172897338867,0.15089579671136064,100.0,1.0,,
3.0,0.33,6,"PFLRegressorCV (BAFL, gamma=1.0, cap=10.0)",pfl_regressor_cv,True,11.788193330754519,0.8485765597335344,0.9,0.9,0.1,0.9,0.9,0.96,20,0.9,0.992,0,3.1537201404571533,0.24668725085974283,100.0,1.0,,
3.0,0.33,7,"PFLRegressorCV (BAFL, gamma=1.0, cap=10.0)",pfl_regressor_cv,True,18.379167275971547,0.7166544601336386,0.7272727272727272,0.8,0.3333333333333333,0.6666666666666666,0.8,0.952,24,0.7272727272727272,0.976,0,3.723466396331787,0.23931691406482727,100.0,1.0,,
3.0,0.33,8,"PFLRegressorCV (BAFL, gamma=1.0, cap=10.0)",pfl_regressor_cv,True,12.792354079156748,0.8284625947063644,0.75,0.9,0.35714285714285715,0.6428571428571429,0.9,0.944,28,0.75,0.976,0,3.235562801361084,0.1807410876089794,100.0,1.0,,
3.0,0.33,9,"PFLRegressorCV (BAFL, gamma=1.0, cap=10.0)",pfl_regressor_cv,True,11.711151695092097,0.8567281741433059,0.7111111111111111,0.8,0.36,0.64,0.8,0.95,25,0.7111111111111111,0.974,0,3.1404993534088135,0.22292377989939877,100.0,1.0,,
3.0,0.33,10,"PFLRegressorCV (BAFL, gamma=1.0, cap=10.0)",pfl_regressor_cv,True,13.186786268127381,0.8659831394530246,0.7727272727272727,0.85,0.2916666666666667,0.7083333333333334,0.85,0.952,24,0.7727272727272727,0.98,0,2.648597478866577,0.20801992667854485,100.0,1.0,,
3.0,0.33,11,"PFLRegressorCV (BAFL, gamma=1.0, cap=10.0)",pfl_regressor_cv,True,13.762697186893064,0.8750060682047717,0.8205128205128205,0.8,0.15789473684210525,0.8421052631578947,0.8,0.962,19,0.8205128205128205,0.986,0,3.0506622791290283,0.26326570516085307,100.0,1.0,,
3.0,0.33,12,"PFLRegressorCV (BAFL, gamma=1.0, cap=10.0)",pfl_regressor_cv,True,11.6491875577006,0.8806355751119774,0.8444444444444444,0.95,0.24,0.76,0.95,0.95,25,0.8444444444444444,0.986,0,2.93621826171875,0.2522506810693002,100.0,1.0,,
3.0,0.33,13,"PFLRegressorCV (BAFL, gamma=1.0, cap=10.0)",pfl_regressor_cv,True,7.626942216355672,0.9093003213453374,0.6923076923076923,0.9,0.4375,0.5625,0.9,0.9359999999999999,32,0.6923076923076923,0.968,0,3.340963840484619,0.14644349437054155,100.0,1.0,,
3.0,0.33,14,"PFLRegressorCV (BAFL, gamma=1.0, cap=10.0)",pfl_regressor_cv,True,10.705089211145742,0.9041909007573733,0.8695652173913044,1.0,0.23076923076923078,0.7692307692307693,1.0,0.948,26,0.8695652173913044,0.988,0,3.589048147201538,0.1944201079415013,100.0,1.0,,
3.0,0.33,15,"PFLRegressorCV (BAFL, gamma=1.0, cap=10.0)",pfl_regressor_cv,True,11.375602465663237,0.876296445316494,0.7368421052631577,0.7,0.2222222222222222,0.7777777777777778,0.7,0.964,18,0.7368421052631577,0.98,0,2.984997272491455,0.3529043661927036,100.0,1.0,,
3.0,0.33,16,"PFLRegressorCV (BAFL, gamma=1.0, cap=10.0)",pfl_regressor_cv,True,12.706279885760827,0.8502927359545213,0.7999999999999999,0.9,0.28,0.72,0.9,0.95,25,0.7999999999999999,0.982,0,2.6214375495910645,0.2596886371701639,100.0,1.0,,
3.0,0.33,17,"PFLRegressorCV (BAFL, gamma=1.0, cap=10.0)",pfl_regressor_cv,True,15.572436904800684,0.807855726146372,0.8163265306122449,1.0,0.3103448275862069,0.6896551724137931,1.0,0.942,29,0.8163265306122449,0.982,0,2.7873001098632812,0.19756814477616377,100.0,1.0,,
3.0,0.33,18,"PFLRegressorCV (BAFL, gamma=1.0, cap=10.0)",pfl_regressor_cv,True,11.006671909911583,0.8802406472577232,0.9,0.9,0.1,0.9,0.9,0.96,20,0.9,0.992,0,2.5680153369903564,0.20245340291585204,100.0,1.0,,
3.0,0.33,19,"PFLRegressorCV (BAFL, gamma=1.0, cap=10.0)",pfl_regressor_cv,True,11.227017618670077,0.8006384927425422,0.9090909090909091,1.0,0.16666666666666666,0.8333333333333334,1.0,0.952,24,0.9090909090909091,0.992,0,3.5102198123931885,0.21921650729866,100.0,1.0,,
0.5,2.0,0,AdaptiveLassoCV (fixed),adaptive_lasso_cv,True,0.7089473400972247,0.9927181097560506,0.888888888888889,1.0,0.2,0.8,1.0,0.95,25,0.888888888888889,0.99,0,1.1215107440948486,0.017433288221999892,,1.0,1.0,-0.8155260442903289
0.5,2.0,1,AdaptiveLassoCV (fixed),adaptive_lasso_cv,True,1.1412650689917738,0.9855788579341557,1.0,1.0,0.0,1.0,1.0,0.96,20,1.0,1.0,0,1.1623907089233398,0.05736152510448681,,1.0,2.0,-0.6391165691957343
0.5,2.0,2,AdaptiveLassoCV (fixed),adaptive_lasso_cv,True,1.8747480528935825,0.9722029493123202,0.9090909090909091,1.0,0.16666666666666666,0.8333333333333334,1.0,0.952,24,0.9090909090909091,0.992,0,1.1998636722564697,0.02592943797404667,,1.0,2.0,-2.113016587600752
0.5,2.0,3,AdaptiveLassoCV (fixed),adaptive_lasso_cv,True,1.186007062713083,0.9855677256624983,1.0,1.0,0.0,1.0,1.0,0.96,20,1.0,1.0,0,1.0913972854614258,0.05736152510448681,,1.0,2.0,-0.4672406078299668
0.5,2.0,4,AdaptiveLassoCV (fixed),adaptive_lasso_cv,True,1.7735857937157316,0.9710033828574423,1.0,1.0,0.0,1.0,1.0,0.96,20,1.0,1.0,0,1.0852806568145752,0.05736152510448681,,1.0,2.0,-1.251743981803373
0.5,2.0,5,AdaptiveLassoCV (fixed),adaptive_lasso_cv,True,0.7107401197089774,0.9918536369095589,0.975609756097561,1.0,0.047619047619047616,0.9523809523809523,1.0,0.958,21,0.975609756097561,0.998,0,1.0511517524719238,0.03856620421163472,,1.0,2.0,-0.7462719886634733
0.5,2.0,6,AdaptiveLassoCV (fixed),adaptive_lasso_cv,True,1.3582277983672657,0.9805425520980475,1.0,1.0,0.0,1.0,1.0,0.96,20,1.0,1.0,0,1.0999267101287842,0.08531678524172814,,1.0,2.0,-0.4226277065641493
0.5,2.0,7,AdaptiveLassoCV (fixed),adaptive_lasso_cv,True,1.3713616357479104,0.9768896500002207,1.0,1.0,0.0,1.0,1.0,0.96,20,1.0,1.0,0,1.0813899040222168,0.08531678524172814,,1.0,2.0,-0.4830469277829999
0.5,2.0,8,AdaptiveLassoCV (fixed),adaptive_lasso_cv,True,0.6154407766081066,0.9906278398647955,0.975609756097561,1.0,0.047619047619047616,0.9523809523809523,1.0,0.958,21,0.975609756097561,0.998,0,1.2045783996582031,0.03856620421163472,,1.0,2.0,-0.6756814394704034
0.5,2.0,9,AdaptiveLassoCV (fixed),adaptive_lasso_cv,True,0.7487598787180776,0.9902559984562282,0.975609756097561,1.0,0.047619047619047616,0.9523809523809523,1.0,0.958,21,0.975609756097561,0.998,0,1.1049127578735352,0.05736152510448681,,1.0,2.0,-0.6812960264721044
0.5,2.0,10,AdaptiveLassoCV (fixed),adaptive_lasso_cv,True,0.5831852521952849,0.9927555975945669,1.0,1.0,0.0,1.0,1.0,0.96,20,1.0,1.0,0,1.1751275062561035,0.03856620421163472,,1.0,2.0,-0.6962814966009025
0.5,2.0,11,AdaptiveLassoCV (fixed),adaptive_lasso_cv,True,0.7954915937693186,0.991174608329121,1.0,1.0,0.0,1.0,1.0,0.96,20,1.0,1.0,0,1.0096228122711182,0.05736152510448681,,1.0,2.0,-0.43985283604666037
