sigma,snr,model,f1_mean,f1_std,mse_mean,mse_std,tpr_mean,tpr_std,fdr_mean,fdr_std,precision_mean,precision_std,recall_mean,recall_std,r2_mean,r2_std
0.5,2.0,AdaptiveFlippedLassoCV,0.8554,0.0874,0.6405,0.1258,1.0,0.0,0.2331,0.1236,0.7669,0.1236,1.0,0.0,0.9962,0.0008
1.0,1.0,AdaptiveFlippedLassoCV,0.8612,0.0632,1.5478,0.1692,1.0,0.0,0.2332,0.093,0.7668,0.093,1.0,0.0,0.991,0.0012
2.0,0.5,AdaptiveFlippedLassoCV,0.8261,0.0607,5.2198,0.3358,1.0,0.0,0.2852,0.0861,0.7148,0.0861,1.0,0.0,0.9702,0.0032
5.0,0.2,AdaptiveFlippedLassoCV,0.7557,0.0664,32.3465,1.7759,0.987,0.0125,0.378,0.086,0.622,0.086,0.987,0.0125,0.8344,0.0174
10.0,0.1,AdaptiveFlippedLassoCV,0.563,0.078,135.8421,10.3555,0.765,0.0521,0.5349,0.0916,0.4651,0.0916,0.765,0.0521,0.4895,0.0592
