idx,repeat,params_lambda_ridge,params_lambda_,params_gamma,mse,r2,f1,tpr,fdr,precision,recall,sparsity,n_selected,fold,train_time
29,1,50.0,0.1,2.0,7.23204179150681,0.9612747735845674,0.1238390092879257,1.0,0.933993399339934,0.066006600660066,1.0,0.394,303,1,0.14571428298950195
29,2,50.0,0.1,2.0,8.37623626410679,0.9609227113017922,0.14705882352941177,1.0,0.9206349206349206,0.07936507936507936,1.0,0.496,252,2,0.15097808837890625
29,3,50.0,0.1,2.0,6.614538818292344,0.9669025705040553,0.11204481792717087,1.0,0.9406528189910979,0.05934718100890208,1.0,0.32599999999999996,337,3,0.15355753898620605
29,4,50.0,0.1,2.0,9.369346318298968,0.9621319672942057,0.1413427561837456,1.0,0.9239543726235742,0.07604562737642585,1.0,0.474,263,4,0.15168976783752441
30,0,50.0,0.5,0.5,1.0673504326645353,0.9951097332324169,0.888888888888889,1.0,0.2,0.8,1.0,0.95,25,0,0.019394874572753906
30,1,50.0,0.5,0.5,1.1395193810763622,0.9938982451554996,0.7692307692307693,1.0,0.375,0.625,1.0,0.9359999999999999,32,1,0.020328521728515625
30,2,50.0,0.5,0.5,1.7967958258146481,0.9916174870188453,0.851063829787234,1.0,0.25925925925925924,0.7407407407407407,1.0,0.946,27,2,0.018871068954467773
30,3,50.0,0.5,0.5,2.27352691840937,0.9886238634383564,0.8695652173913044,1.0,0.23076923076923078,0.7692307692307693,1.0,0.948,26,3,0.018622398376464844
30,4,50.0,0.5,0.5,1.4398856473305601,0.9941804225253981,0.8695652173913044,1.0,0.23076923076923078,0.7692307692307693,1.0,0.948,26,4,0.0179290771484375
31,0,50.0,0.5,1.0,1.0379290427234669,0.995244532864367,0.6451612903225806,1.0,0.5238095238095238,0.47619047619047616,1.0,0.916,42,0,0.033092498779296875
31,1,50.0,0.5,1.0,1.5785834003599801,0.9915472004508636,0.31496062992125984,1.0,0.8130841121495327,0.18691588785046728,1.0,0.786,107,1,0.11651444435119629
31,2,50.0,0.5,1.0,1.776993182722177,0.9917098714235723,0.5633802816901409,1.0,0.6078431372549019,0.39215686274509803,1.0,0.898,51,2,0.05246710777282715
31,3,50.0,0.5,1.0,2.484351677034551,0.9875689512553181,0.3007518796992481,1.0,0.8230088495575221,0.17699115044247787,1.0,0.774,113,3,0.12193989753723145
