idx,repeat,params_lambda_ridge,params_lambda_,params_gamma,mse,r2,f1,tpr,fdr,precision,recall,sparsity,n_selected,fold,train_time
32,3,50.0,0.5,2.0,7.4981290885001695,0.9624813149222404,0.1253918495297805,1.0,0.9331103678929766,0.0668896321070234,1.0,0.402,299,3,0.1490390300750732
2,1,1.0,0.01,2.0,6.11233680000077,0.9672704288316768,0.125,1.0,0.9333333333333332,0.0666666666666666,1.0,0.4,300,1,0.1448090076446533
17,4,10.0,0.1,2.0,4.9288857689264045,0.9800789509577318,0.125,1.0,0.9333333333333332,0.0666666666666666,1.0,0.4,300,4,0.1442160606384277
29,1,50.0,0.1,2.0,7.23204179150681,0.9612747735845674,0.1238390092879257,1.0,0.933993399339934,0.066006600660066,1.0,0.394,303,1,0.1457142829895019
14,1,10.0,0.01,2.0,6.227424558498655,0.9666541713992722,0.1238390092879257,1.0,0.933993399339934,0.066006600660066,1.0,0.394,303,1,0.1448421478271484
35,1,50.0,1.0,2.0,9.730506656778113,0.947896308638159,0.1229773462783171,0.95,0.9342560553633218,0.0657439446366782,0.95,0.422,289,1,0.1490495204925537
14,0,10.0,0.01,2.0,4.869784663019235,0.9776881655976868,0.1212121212121212,1.0,0.935483870967742,0.064516129032258,1.0,0.38,310,0,0.1467165946960449
2,4,1.0,0.01,2.0,3.93967727132968,0.9840770292085784,0.1201201201201201,1.0,0.9361022364217252,0.0638977635782747,1.0,0.374,313,4,0.1444644927978515
14,4,10.0,0.01,2.0,4.521113494934396,0.9817270417938968,0.119047619047619,1.0,0.9367088607594936,0.0632911392405063,1.0,0.368,316,4,0.1543605327606201
2,0,1.0,0.01,2.0,6.463959324932,0.9703841545322552,0.1156069364161849,1.0,0.9386503067484664,0.0613496932515337,1.0,0.348,326,0,0.1430363655090332
2,3,1.0,0.01,2.0,9.013889555173275,0.9548968443254824,0.1146131805157593,1.0,0.939209726443769,0.060790273556231,1.0,0.3419999999999999,329,3,0.1531155109405517
26,1,50.0,0.01,2.0,8.093735177197418,0.956660686384361,0.1139601139601139,1.0,0.9395770392749244,0.0604229607250755,1.0,0.3379999999999999,331,1,0.1590147018432617
17,2,10.0,0.1,2.0,15.871149022613768,0.9259570226085196,0.1125827814569536,0.85,0.9397163120567376,0.0602836879432624,0.85,0.436,282,2,0.1554229259490966
29,3,50.0,0.1,2.0,6.614538818292344,0.9669025705040551,0.1120448179271708,1.0,0.940652818991098,0.059347181008902,1.0,0.3259999999999999,337,3,0.153557538986206
26,3,50.0,0.01,2.0,6.641346370152196,0.9667684324965518,0.1104972375690607,1.0,0.9415204678362572,0.0584795321637426,1.0,0.3159999999999999,342,3,0.1616270542144775
8,2,1.0,0.5,2.0,17.923360288403682,0.9163829311461488,0.1103896103896103,0.85,0.9409722222222222,0.0590277777777777,0.85,0.424,288,2,0.143017292022705
26,2,50.0,0.01,2.0,17.252726510129932,0.9195116095809572,0.1045751633986928,0.8,0.944055944055944,0.0559440559440559,0.8,0.428,286,2,0.1438410282135009
5,2,1.0,0.1,2.0,16.94404700609238,0.9209516785706756,0.1039755351681957,0.85,0.9446254071661238,0.0553745928338762,0.85,0.386,307,2,0.1440637111663818
2,2,1.0,0.01,2.0,18.361221797758784,0.914340194996952,0.0952380952380952,0.85,0.9495548961424332,0.0504451038575667,0.85,0.3259999999999999,337,2,0.1559722423553466
14,2,10.0,0.01,2.0,18.719016947097906,0.9126709889353398,0.0946745562130177,0.8,0.949685534591195,0.050314465408805,0.8,0.364,318,2,0.1578407287597656
