sigma,snr,model,f1_mean,f1_std,mse_mean,mse_std,tpr_mean,tpr_std,fdr_mean,fdr_std,precision_mean,precision_std,recall_mean,recall_std,r2_mean,r2_std
0.5,2.0,AdaptiveFlippedLassoCV,0.3202,0.074,1.4789,0.3288,0.56,0.2173,0.6124,0.1527,0.3876,0.1527,0.56,0.2173,0.5171,0.1026
1.0,1.0,AdaptiveFlippedLassoCV,0.2092,0.0491,2.7882,0.2157,0.162,0.0601,0.3465,0.1467,0.6535,0.1467,0.162,0.0601,0.258,0.0455
2.0,0.5,AdaptiveFlippedLassoCV,0.123,0.0319,5.7959,0.4698,0.075,0.0242,0.2977,0.171,0.7023,0.171,0.075,0.0242,0.1201,0.0453
5.0,0.2,AdaptiveFlippedLassoCV,0.0704,0.0453,27.1661,2.4701,0.046,0.0306,0.5102,0.2227,0.2698,0.154,0.046,0.0306,-0.0216,0.0125
10.0,0.1,AdaptiveFlippedLassoCV,0.015,0.0185,100.8662,8.9788,0.01,0.0125,0.4547,0.2585,0.0453,0.059,0.01,0.0125,-0.0249,0.0141
