mse_mean,mse_std,mse_min,mse_max,r2_mean,r2_std,r2_min,r2_max,f1_mean,f1_std,f1_min,f1_max,tpr_mean,tpr_std,tpr_min,tpr_max,fdr_mean,fdr_std,fdr_min,fdr_max,precision_mean,precision_std,precision_min,precision_max,recall_mean,recall_std,recall_min,recall_max,sparsity_mean,sparsity_std,sparsity_min,sparsity_max,n_selected_mean,n_selected_std,n_selected_min,n_selected_max,fold_mean,fold_std,fold_min,fold_max,train_time_mean,train_time_std,train_time_min,train_time_max
203.4789776839545,39.474894142902464,173.82056326355237,268.79389864888515,0.050754807497052856,0.03209313246412745,0.008466979274757036,0.08588804437169018,0.619376026272578,0.047624709475986786,0.5714285714285715,0.6666666666666666,0.45,0.04999999999999999,0.4,0.5,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.45,0.04999999999999999,0.4,0.5,0.982,0.0020000000000000018,0.98,0.984,9.0,1.0,8,10,2.0,1.5811388300841898,0,4,0.011075258255004883,0.0004393755894361229,0.010600566864013672,0.011778593063354492
