sigma,snr,model,f1_mean,f1_std,mse_mean,mse_std,tpr_mean,tpr_std,fdr_mean,fdr_std,precision_mean,precision_std,recall_mean,recall_std,r2_mean,r2_std
0.5,2.0,AdaptiveFlippedLassoCV,0.2787,0.0821,1.9246,0.7424,0.49,0.3417,0.6782,0.2491,0.3218,0.2491,0.49,0.3417,0.3354,0.329
1.0,1.0,AdaptiveFlippedLassoCV,0.212,0.081,3.0082,0.3116,0.18,0.1255,0.5613,0.3378,0.4387,0.3378,0.18,0.1255,0.1668,0.1695
2.0,0.5,AdaptiveFlippedLassoCV,0.149,0.063,6.0916,1.4394,0.1,0.05,0.5178,0.3519,0.4822,0.3519,0.1,0.05,0.0736,0.0951
5.0,0.2,AdaptiveFlippedLassoCV,0.0292,0.0401,28.1013,7.7,0.02,0.0274,0.5444,0.5006,0.0556,0.0786,0.02,0.0274,-0.0193,0.0264
10.0,0.1,AdaptiveFlippedLassoCV,0.0,0.0,105.7372,26.9525,0.0,0.0,0.6,0.5477,0.0,0.0,0.0,0.0,-0.0256,0.0281
