sigma,snr,repeat,lambda_ridge,lambda_,gamma,mse,r2,f1,tpr,fdr,precision,recall,sparsity,n_selected,fold,train_time
0.3,3.3333333333333335,0,1.0,1.0,0.5,0.8421744029065239,0.9913312295735158,0.975609756097561,1.0,0.047619047619047616,0.9523809523809523,1.0,0.958,21,0,0.011638879776000977
0.3,3.3333333333333335,1,1.0,1.0,0.5,0.5638211817181706,0.99286102219068,1.0,1.0,0.0,1.0,1.0,0.96,20,1,0.011233329772949219
0.3,3.3333333333333335,2,1.0,1.0,0.5,1.5440630459564326,0.9769966641134765,0.9090909090909091,1.0,0.16666666666666666,0.8333333333333334,1.0,0.952,24,2,0.012076854705810547
0.3,3.3333333333333335,3,1.0,1.0,0.5,0.5622380110941508,0.9930897950398329,1.0,1.0,0.0,1.0,1.0,0.96,20,3,0.011140108108520508
0.3,3.3333333333333335,4,1.0,1.0,0.5,1.451133341933986,0.9763378510058939,1.0,1.0,0.0,1.0,1.0,0.96,20,4,0.010919332504272461
0.3,3.3333333333333335,0,1.0,1.0,0.5,0.8421744029065239,0.9913312295735158,0.975609756097561,1.0,0.047619047619047616,0.9523809523809523,1.0,0.958,21,0,0.011569738388061523
0.3,3.3333333333333335,1,1.0,1.0,0.5,0.5638211817181706,0.99286102219068,1.0,1.0,0.0,1.0,1.0,0.96,20,1,0.011328935623168945
0.3,3.3333333333333335,2,1.0,1.0,0.5,1.5440630459564326,0.9769966641134765,0.9090909090909091,1.0,0.16666666666666666,0.8333333333333334,1.0,0.952,24,2,0.011855125427246094
0.3,3.3333333333333335,3,1.0,1.0,0.5,0.5622380110941508,0.9930897950398329,1.0,1.0,0.0,1.0,1.0,0.96,20,3,0.011021852493286133
0.3,3.3333333333333335,4,1.0,1.0,0.5,1.451133341933986,0.9763378510058939,1.0,1.0,0.0,1.0,1.0,0.96,20,4,0.010841846466064453
0.3,3.3333333333333335,0,1.0,1.0,0.5,0.8421744029065239,0.9913312295735158,0.975609756097561,1.0,0.047619047619047616,0.9523809523809523,1.0,0.958,21,0,0.011478424072265625
0.3,3.3333333333333335,1,1.0,1.0,0.5,0.5638211817181706,0.99286102219068,1.0,1.0,0.0,1.0,1.0,0.96,20,1,0.01110386848449707
0.3,3.3333333333333335,2,1.0,1.0,0.5,1.5440630459564326,0.9769966641134765,0.9090909090909091,1.0,0.16666666666666666,0.8333333333333334,1.0,0.952,24,2,0.011768817901611328
0.3,3.3333333333333335,3,1.0,1.0,0.5,0.5622380110941508,0.9930897950398329,1.0,1.0,0.0,1.0,1.0,0.96,20,3,0.011318683624267578
0.3,3.3333333333333335,4,1.0,1.0,0.5,1.451133341933986,0.9763378510058939,1.0,1.0,0.0,1.0,1.0,0.96,20,4,0.010901212692260742
0.3,3.3333333333333335,0,1.0,1.0,0.5,0.8421744029065239,0.9913312295735158,0.975609756097561,1.0,0.047619047619047616,0.9523809523809523,1.0,0.958,21,0,0.011545896530151367
0.3,3.3333333333333335,1,1.0,1.0,0.5,0.5638211817181706,0.99286102219068,1.0,1.0,0.0,1.0,1.0,0.96,20,1,0.011229515075683594
0.3,3.3333333333333335,2,1.0,1.0,0.5,1.5440630459564326,0.9769966641134765,0.9090909090909091,1.0,0.16666666666666666,0.8333333333333334,1.0,0.952,24,2,0.011929512023925781
0.3,3.3333333333333335,3,1.0,1.0,0.5,0.5622380110941508,0.9930897950398329,1.0,1.0,0.0,1.0,1.0,0.96,20,3,0.011122465133666992
