sigma,snr,repeat,model,algo,use_cv,mse,r2,f1,tpr,fdr,precision,recall,sparsity,n_selected,selection_f1,selection_accuracy,fold,train_time,best_alpha,best_lambda_ridge,sign_accuracy,best_gamma,cv_score
0.5,2.0,0,"PFLRegressorCV (BAFL, gamma=1.0, cap=10.0)",pfl_regressor_cv,True,0.6180659505842958,0.9974863765643285,1.0,1.0,0.0,1.0,1.0,0.98,20,1.0,1.0,0,2.3983821868896484,0.0895094913778565,0.1,1.0,,
0.5,2.0,1,"PFLRegressorCV (BAFL, gamma=1.0, cap=10.0)",pfl_regressor_cv,True,0.3942245984968277,0.9977214008106629,1.0,1.0,0.0,1.0,1.0,0.98,20,1.0,1.0,0,2.0379281044006348,0.09272044355853384,0.1,1.0,,
0.5,2.0,2,"PFLRegressorCV (BAFL, gamma=1.0, cap=10.0)",pfl_regressor_cv,True,0.4407551551490342,0.9980146828257168,1.0,1.0,0.0,1.0,1.0,0.98,20,1.0,1.0,0,2.629101276397705,0.061742293114026445,0.1,1.0,,
0.5,2.0,3,"PFLRegressorCV (BAFL, gamma=1.0, cap=10.0)",pfl_regressor_cv,True,0.4449887479444902,0.9979911119122146,1.0,1.0,0.0,1.0,1.0,0.98,20,1.0,1.0,0,2.805382013320923,0.07141507241731221,0.1,1.0,,
0.5,2.0,4,"PFLRegressorCV (BAFL, gamma=1.0, cap=10.0)",pfl_regressor_cv,True,0.5283761569709591,0.9970667812169954,1.0,1.0,0.0,1.0,1.0,0.98,20,1.0,1.0,0,2.36141300201416,0.10116456519015493,0.1,1.0,,
0.5,2.0,5,"PFLRegressorCV (BAFL, gamma=1.0, cap=10.0)",pfl_regressor_cv,True,1.1595328119192088,0.9947791273499644,1.0,1.0,0.0,1.0,1.0,0.98,20,1.0,1.0,0,2.2437784671783447,0.10944593094010166,0.1,1.0,,
0.5,2.0,6,"PFLRegressorCV (BAFL, gamma=1.0, cap=10.0)",pfl_regressor_cv,True,0.4254530284848528,0.998327117346046,0.975609756097561,1.0,0.047619047619047616,0.9523809523809523,1.0,0.979,21,0.975609756097561,0.999,0,4.789714336395264,0.05127302468952354,0.1,1.0,,
0.5,2.0,7,"PFLRegressorCV (BAFL, gamma=1.0, cap=10.0)",pfl_regressor_cv,True,0.42970134250447833,0.9981189549440677,1.0,1.0,0.0,1.0,1.0,0.98,20,1.0,1.0,0,2.6491341590881348,0.04011671336273755,0.1,1.0,,
0.5,2.0,8,"PFLRegressorCV (BAFL, gamma=1.0, cap=10.0)",pfl_regressor_cv,True,0.7511499514847124,0.9965967251349664,1.0,1.0,0.0,1.0,1.0,0.98,20,1.0,1.0,0,2.6869418621063232,0.10117057829931372,0.1,1.0,,
0.5,2.0,9,"PFLRegressorCV (BAFL, gamma=1.0, cap=10.0)",pfl_regressor_cv,True,0.5853273945464823,0.9960150380542159,1.0,1.0,0.0,1.0,1.0,0.98,20,1.0,1.0,0,3.1372241973876953,0.12335782621960334,0.1,1.0,,
0.5,2.0,10,"PFLRegressorCV (BAFL, gamma=1.0, cap=10.0)",pfl_regressor_cv,True,0.5749916799444069,0.9964179201879073,1.0,1.0,0.0,1.0,1.0,0.98,20,1.0,1.0,0,2.676353931427002,0.0958644463764639,0.1,1.0,,
0.5,2.0,11,"PFLRegressorCV (BAFL, gamma=1.0, cap=10.0)",pfl_regressor_cv,True,0.6031572009898014,0.9969873210153962,1.0,1.0,0.0,1.0,1.0,0.98,20,1.0,1.0,0,2.3712267875671387,0.07373171915208965,0.1,1.0,,
0.5,2.0,12,"PFLRegressorCV (BAFL, gamma=1.0, cap=10.0)",pfl_regressor_cv,True,0.5498416805308134,0.9969241144420008,1.0,1.0,0.0,1.0,1.0,0.98,20,1.0,1.0,0,2.176180839538574,0.0688259697701046,0.1,1.0,,
0.5,2.0,13,"PFLRegressorCV (BAFL, gamma=1.0, cap=10.0)",pfl_regressor_cv,True,0.347578229308324,0.9974102902713022,1.0,1.0,0.0,1.0,1.0,0.98,20,1.0,1.0,0,2.261101722717285,0.07748490172394462,0.1,1.0,,
0.5,2.0,14,"PFLRegressorCV (BAFL, gamma=1.0, cap=10.0)",pfl_regressor_cv,True,0.7012283016647173,0.9960010347305187,1.0,1.0,0.0,1.0,1.0,0.98,20,1.0,1.0,0,4.128567218780518,0.1369222410189961,0.1,1.0,,
0.5,2.0,15,"PFLRegressorCV (BAFL, gamma=1.0, cap=10.0)",pfl_regressor_cv,True,0.8458840849364447,0.9946013872177247,1.0,1.0,0.0,1.0,1.0,0.98,20,1.0,1.0,0,3.6320767402648926,0.141727386775696,0.1,1.0,,
0.5,2.0,16,"PFLRegressorCV (BAFL, gamma=1.0, cap=10.0)",pfl_regressor_cv,True,0.48196052721024063,0.9978039235576112,1.0,1.0,0.0,1.0,1.0,0.98,20,1.0,1.0,0,2.2069523334503174,0.06798256115618136,0.1,1.0,,
0.5,2.0,17,"PFLRegressorCV (BAFL, gamma=1.0, cap=10.0)",pfl_regressor_cv,True,0.7596982590897228,0.9958432054027193,1.0,1.0,0.0,1.0,1.0,0.98,20,1.0,1.0,0,2.0255918502807617,0.0925704679714614,0.1,1.0,,
