experiment_id,experiment_name,family,sigma,avg_mse,avg_accuracy,avg_auc,avg_tpr,avg_fdr,avg_f1,avg_n_selected,avg_est_error,avg_time_seconds
exp1,高维成对相关稀疏回归,gaussian,0.5,2.183013306600195,nan,nan,1.0,0.789159809130139,0.3446823485948687,101.33333333333333,0.008482390078247958,1.7300846576690674
exp1,高维成对相关稀疏回归,gaussian,1.0,4.896198383747185,nan,nan,0.9833333333333334,0.7912033500268795,0.3440750827443209,95.0,0.014353053202619403,1.1080822149912517
exp1,高维成对相关稀疏回归,gaussian,2.5,12.092653368388147,nan,nan,0.9166666666666666,0.8192882144886102,0.30095158579792985,104.33333333333333,0.022357685234345764,1.2073523998260498
