sigma,snr,model,f1_mean,f1_std,mse_mean,mse_std,tpr_mean,tpr_std,fdr_mean,fdr_std,precision_mean,precision_std,recall_mean,recall_std,r2_mean,r2_std
0.5,2.0,AdaptiveFlippedLassoCV,0.8986,0.0441,0.541,0.2285,1.0,0.0,0.1775,0.0717,0.8225,0.0717,1.0,0.0,0.9974,0.0012
1.0,1.0,AdaptiveFlippedLassoCV,0.8201,0.0697,1.4523,0.2647,1.0,0.0,0.2941,0.0971,0.7059,0.0971,1.0,0.0,0.9929,0.0017
2.0,0.5,AdaptiveFlippedLassoCV,0.5949,0.0713,5.7461,0.7272,0.992,0.0092,0.5688,0.0716,0.4312,0.0716,0.992,0.0092,0.9723,0.0049
5.0,0.2,AdaptiveFlippedLassoCV,0.3697,0.0536,34.1997,3.1638,0.65,0.0825,0.7396,0.0411,0.2604,0.0411,0.65,0.0825,0.8489,0.0219
10.0,0.1,AdaptiveFlippedLassoCV,0.2108,0.0394,117.448,8.7552,0.281,0.0574,0.8287,0.0324,0.1713,0.0324,0.281,0.0574,0.6061,0.0454
