experiment_id,experiment_name,family,repeat,sigma,mse,accuracy,auc,tpr,fdr,f1,n_selected,est_error,time_seconds
exp1,高维成对相关稀疏回归,gaussian,1,0.5,0.2465513745127187,nan,nan,1.0,0.6551724137931034,0.5128205128205128,58,0.0004228555095347209,2.446364402770996
exp1,高维成对相关稀疏回归,gaussian,1,1.0,1.6626128054850553,nan,nan,1.0,0.6923076923076923,0.47058823529411764,65,0.002479770565409735,1.239297866821289
exp1,高维成对相关稀疏回归,gaussian,1,2.5,11.266031483191721,nan,nan,1.0,0.7058823529411765,0.45454545454545453,68,0.010276227944395032,1.0898289680480957
exp1,高维成对相关稀疏回归,gaussian,2,0.5,0.40415398525547747,nan,nan,1.0,0.6774193548387096,0.4878048780487805,62,0.0011230015990724034,1.1185662746429443
exp1,高维成对相关稀疏回归,gaussian,2,1.0,1.5064318449342837,nan,nan,1.0,0.6296296296296297,0.5405405405405406,54,0.001263322309431348,0.8328328132629395
exp1,高维成对相关稀疏回归,gaussian,2,2.5,10.317824699310181,nan,nan,1.0,0.6875,0.47619047619047616,64,0.010994446431098136,0.8706095218658447
exp1,高维成对相关稀疏回归,gaussian,3,0.5,0.45180255527426494,nan,nan,1.0,0.5454545454545454,0.625,44,0.0007502752310897208,0.6646933555603027
exp1,高维成对相关稀疏回归,gaussian,3,1.0,1.6821320237763433,nan,nan,1.0,0.5833333333333334,0.5882352941176471,48,0.001358206087475722,0.791511058807373
exp1,高维成对相关稀疏回归,gaussian,3,2.5,9.399248613722317,nan,nan,1.0,0.696969696969697,0.46511627906976744,66,0.012349093162521505,1.0241055488586426
