sigma,snr,repeat,model,algo,use_cv,mse,r2,f1,tpr,fdr,precision,recall,sparsity,n_selected,fold,train_time,best_gamma,best_alpha,best_lambda_ridge,cv_score
0.5,2.0,0,AdaptiveFlippedLassoCV,adaptive_flipped_lasso_cv,True,0.29096016889577214,-0.013333515082310177,0.0,0.0,0.0,0.0,0.0,1.0,0,0,9.971677780151367,0.3,0.0949376451605528,50.0,-0.23340258550167023
0.5,2.0,1,AdaptiveFlippedLassoCV,adaptive_flipped_lasso_cv,True,0.6452117648235433,-3.2522155038160925,0.04878048780487805,0.05,0.9523809523809523,0.047619047619047616,0.05,0.979,21,0,15.415213823318481,0.5,0.05526669007826994,50.0,-0.6713697020222058
0.5,2.0,2,AdaptiveFlippedLassoCV,adaptive_flipped_lasso_cv,True,0.38367257423773676,-0.5788372222156972,0.0,0.0,0.0,0.0,0.0,1.0,0,0,11.775925159454346,0.3,0.10499407455795584,50.0,-0.38067585182971664
0.5,2.0,3,AdaptiveFlippedLassoCV,adaptive_flipped_lasso_cv,True,0.2344434139169937,-0.010849970481332516,0.0,0.0,1.0,0.0,0.0,0.999,1,0,8.88268232345581,0.5,0.08989507373499563,50.0,-0.21288031095030843
0.5,2.0,4,AdaptiveFlippedLassoCV,adaptive_flipped_lasso_cv,True,0.6452489694623424,-2.0149105666581577,0.0,0.0,0.0,0.0,0.0,1.0,0,0,13.56248140335083,0.3,0.11399289178478203,50.0,-0.6654893711768182
2.0,0.5,0,AdaptiveFlippedLassoCV,adaptive_flipped_lasso_cv,True,4.6484081205613785,-0.010860114963172851,0.0,0.0,0.0,0.0,0.0,1.0,0,0,8.948609113693237,0.3,0.38096005115221143,50.0,-3.4247381797438505
2.0,0.5,1,AdaptiveFlippedLassoCV,adaptive_flipped_lasso_cv,True,3.2678453463692643,-0.3542195453141146,0.044444444444444446,0.05,0.96,0.04,0.05,0.975,25,0,10.549417495727539,0.3,0.22453648997903844,50.0,-4.402694503379705
2.0,0.5,2,AdaptiveFlippedLassoCV,adaptive_flipped_lasso_cv,True,4.278523488588735,-0.09647871782136619,0.0,0.0,0.0,0.0,0.0,1.0,0,0,9.608106851577759,0.3,0.41975620207107556,50.0,-4.599989158952155
2.0,0.5,3,AdaptiveFlippedLassoCV,adaptive_flipped_lasso_cv,True,3.6890669195290493,0.006326849565991166,0.0,0.0,1.0,0.0,0.0,0.999,1,0,8.810714960098267,0.5,0.3617487226562063,50.0,-3.3586310711941962
2.0,0.5,4,AdaptiveFlippedLassoCV,adaptive_flipped_lasso_cv,True,4.022545441088863,-0.16801102207375185,0.0,0.0,0.0,0.0,0.0,1.0,0,0,10.055104494094849,0.3,0.4573269242005985,50.0,-4.657698310803404
10.0,0.1,0,AdaptiveFlippedLassoCV,adaptive_flipped_lasso_cv,True,117.48690968162367,-0.026009219634602232,0.0,0.0,0.0,0.0,0.0,1.0,0,0,8.934141397476196,0.3,1.9104463684086428,50.0,-85.52270472564325
10.0,0.1,1,AdaptiveFlippedLassoCV,adaptive_flipped_lasso_cv,True,65.56341373424524,-0.0975546811745549,0.044444444444444446,0.05,0.96,0.04,0.05,0.975,25,0,9.362218856811523,0.3,1.1221506590387975,50.0,-99.4791590347426
10.0,0.1,2,AdaptiveFlippedLassoCV,adaptive_flipped_lasso_cv,True,101.19988880486025,-0.035280135711130756,0.0,0.0,0.0,0.0,0.0,1.0,0,0,9.297211408615112,0.3,2.1170815286483333,50.0,-111.99039674079071
10.0,0.1,3,AdaptiveFlippedLassoCV,adaptive_flipped_lasso_cv,True,90.96156528879388,0.009979712261106166,0.0,0.0,1.0,0.0,0.0,0.999,1,0,9.058583736419678,0.3,1.8249175794979569,50.0,-83.8354451166492
10.0,0.1,4,AdaptiveFlippedLassoCV,adaptive_flipped_lasso_cv,True,87.87365804684578,-0.02125504477284368,0.0,0.0,0.0,0.0,0.0,1.0,0,0,9.12120795249939,0.3,2.255020914151575,50.0,-105.91419648288561
