test_mse,model_size,sparsity,selected_features,train_time,n_selected,best_alpha,best_gamma,best_lambda_ridge,coef,iteration
49.36732815836087,4,0.9990215264187867,"[623, 1277, 2563, 4002]",8.772558450698853,4,0.46519583480402377,0.5,10.0,[ 0.  0.  0. ... -0. -0.  0.],0
17.815151486350576,28,0.9931506849315068,"[75, 243, 364, 588, 597, 791, 1033, 1209, 1296, 1424, 1515, 1523, 1584, 1587, 1638, 1761, 1854, 1856, 1959, 2026, 2094, 2241, 2563, 2935, 3597, 3668, 3738, 4002]",7.048919916152954,28,0.030977001742981874,0.3,100.0,[0. 0. 0. ... 0. 0. 0.],1
45.3008522220756,43,0.9894814090019569,"[18, 37, 45, 72, 364, 418, 584, 623, 826, 858, 896, 977, 1094, 1130, 1278, 1302, 1355, 1424, 1525, 1527, 1584, 1761, 1848, 2026, 2115, 2116, 2278, 2344, 2469, 2563, 2627, 3103, 3205, 3225, 3322, 3478, 3513, 3538, 3770, 3904, 3961, 4002, 4017]",7.847949028015137,43,0.005823704719806266,0.3,500.0,[ 0. -0.  0. ...  0. -0.  0.],2
