sigma,snr,model,f1_mean,f1_std,mse_mean,mse_std,tpr_mean,tpr_std,fdr_mean,fdr_std,precision_mean,precision_std,recall_mean,recall_std,r2_mean,r2_std
0.5,2.0,AdaptiveFlippedLassoCV,0.9157,0.0738,0.37,0.0394,1.0,0.0,0.1344,0.1035,0.8656,0.1035,1.0,0.0,0.9972,0.0005
1.0,1.0,AdaptiveFlippedLassoCV,0.9319,0.0373,1.2008,0.0702,1.0,0.0,0.1156,0.0585,0.8844,0.0585,1.0,0.0,0.9911,0.001
2.0,0.5,AdaptiveFlippedLassoCV,0.922,0.0345,4.576,0.3251,0.999,0.0032,0.1357,0.0553,0.8643,0.0553,0.999,0.0032,0.9667,0.0035
5.0,0.2,AdaptiveFlippedLassoCV,0.7082,0.0532,29.4235,2.1067,0.769,0.0384,0.3223,0.0701,0.6777,0.0701,0.769,0.0384,0.8151,0.0162
10.0,0.1,AdaptiveFlippedLassoCV,0.5053,0.0588,113.7424,8.6536,0.481,0.036,0.4364,0.0986,0.5636,0.0986,0.481,0.036,0.5124,0.0303
