mse_mean,mse_std,mse_min,mse_max,r2_mean,r2_std,r2_min,r2_max,f1_mean,f1_std,f1_min,f1_max,tpr_mean,tpr_std,tpr_min,tpr_max,fdr_mean,fdr_std,fdr_min,fdr_max,precision_mean,precision_std,precision_min,precision_max,recall_mean,recall_std,recall_min,recall_max,sparsity_mean,sparsity_std,sparsity_min,sparsity_max,n_selected_mean,n_selected_std,n_selected_min,n_selected_max,fold_mean,fold_std,fold_min,fold_max,train_time_mean,train_time_std,train_time_min,train_time_max
932.6906119804504,1557.5418300311055,5.705781471491862,3685.21969795788,-2.711222227620138,5.658482311738777,-12.5941218811869,0.9691435235204322,0.2880996893030104,0.050372022075925275,0.223463687150838,0.3418803418803419,1.0,0.0,1.0,1.0,0.830898583186465,0.03437733373229796,0.7938144329896907,0.8742138364779874,0.16910141681353508,0.03437733373229795,0.12578616352201258,0.20618556701030927,1.0,0.0,1.0,1.0,0.7552000000000001,0.051295223949213875,0.6819999999999999,0.806,122.4,25.647611974606914,97,159,2.0,1.5811388300841898,0,4,0.6972655296325684,1.1726909039351223,0.1667006015777588,2.7950265407562256
