sigma,snr,repeat,model,algo,use_cv,mse,r2,f1,tpr,fdr,precision,recall,sparsity,n_selected,fold,train_time,best_gamma,best_alpha,best_lambda_ridge,cv_score
0.5,2.0,0,AFL-CV-EN (ElasticNet),adaptive_flipped_lasso_cv_en,True,7.324406351650163,0.9247680044226021,0.9473684210526316,0.9,0.0,1.0,0.9,0.964,18,0,5.749854326248169,1.0,0.7244465519495665,0.1,-0.6937259612955398
0.5,2.0,0,AdaptiveLassoCV (fixed),adaptive_lasso_cv,True,0.6964047848386379,0.9928469395091309,0.9302325581395349,1.0,0.13043478260869565,0.8695652173913043,1.0,0.954,23,0,17.032038927078247,2.0,0.007880462815669913,,-0.3088370052079502
0.5,2.0,1,AFL-CV-EN (ElasticNet),adaptive_flipped_lasso_cv_en,True,5.322515086108939,0.932744155332656,1.0,1.0,0.0,1.0,1.0,0.96,20,0,5.477673530578613,1.0,0.5460127979799172,0.1,-0.5225079427824315
0.5,2.0,1,AdaptiveLassoCV (fixed),adaptive_lasso_cv,True,0.46441153510196886,0.9941316483727668,1.0,1.0,0.0,1.0,1.0,0.96,20,0,18.38527226448059,2.0,0.007880462815669913,,-0.3484607202815506
0.5,2.0,2,AFL-CV-EN (ElasticNet),adaptive_flipped_lasso_cv_en,True,5.0925062818105,0.9244929711892067,1.0,1.0,0.0,1.0,1.0,0.96,20,0,5.879626035690308,0.3,0.7829242321158404,0.1,-1.4561861992852632
0.5,2.0,2,AdaptiveLassoCV (fixed),adaptive_lasso_cv,True,1.738940436344919,0.9742165805280718,0.9090909090909091,1.0,0.16666666666666666,0.8333333333333334,1.0,0.952,24,0,16.543917655944824,2.0,0.011721022975334805,,-0.3410116636156032
0.5,2.0,3,AFL-CV-EN (ElasticNet),adaptive_flipped_lasso_cv_en,True,4.682210443209289,0.9430231507494322,1.0,1.0,0.0,1.0,1.0,0.96,20,0,5.502724885940552,0.3,0.7949056627049877,0.1,-0.33810555495361594
0.5,2.0,3,AdaptiveLassoCV (fixed),adaptive_lasso_cv,True,0.3936737214996367,0.9952094660084478,0.9302325581395349,1.0,0.13043478260869565,0.8695652173913043,1.0,0.954,23,0,17.696162223815918,2.0,0.007880462815669913,,-0.3159517466467606
0.5,2.0,4,AFL-CV-EN (ElasticNet),adaptive_flipped_lasso_cv_en,True,6.224756986108909,0.8982305249787137,1.0,1.0,0.0,1.0,1.0,0.96,20,0,5.4948718547821045,1.0,0.7321569829415747,0.1,-1.1827924763508648
0.5,2.0,4,AdaptiveLassoCV (fixed),adaptive_lasso_cv,True,1.2596788492945232,0.9794053236979043,1.0,1.0,0.0,1.0,1.0,0.96,20,0,15.964052677154541,2.0,0.011721022975334805,,-0.27040853768177364
2.0,0.5,0,AFL-CV-EN (ElasticNet),adaptive_flipped_lasso_cv_en,True,9.997982817328904,0.9011016092396561,0.8,0.7,0.06666666666666667,0.9333333333333333,0.7,0.97,15,0,7.305880069732666,1.0,0.44403634406526765,0.1,-5.701574365238281
2.0,0.5,0,AdaptiveLassoCV (fixed),adaptive_lasso_cv,True,6.069509319305516,0.9399614186829944,0.7906976744186046,0.85,0.2608695652173913,0.7391304347826086,0.85,0.954,23,0,39.18097424507141,1.0,0.12689610031679233,,-5.698582060824621
2.0,0.5,1,AFL-CV-EN (ElasticNet),adaptive_flipped_lasso_cv_en,True,9.43673101491151,0.8858432642195168,0.9189189189189189,0.85,0.0,1.0,0.85,0.966,17,0,8.133801460266113,0.3,0.537112331418507,0.1,-6.41400851883098
2.0,0.5,1,AdaptiveLassoCV (fixed),adaptive_lasso_cv,True,4.8780370512008835,0.9409900752812155,0.625,1.0,0.5454545454545454,0.45454545454545453,1.0,0.912,44,0,43.73807716369629,0.5,0.12689610031679233,,-6.402825045633584
2.0,0.5,2,AFL-CV-EN (ElasticNet),adaptive_flipped_lasso_cv_en,True,10.87599977970431,0.8488268912570055,0.717948717948718,0.7,0.2631578947368421,0.7368421052631579,0.7,0.962,19,0,7.830852031707764,0.3,0.5741639579757444,0.1,-6.922605553910823
