sigma,snr,repeat,model,algo,use_cv,accuracy,f1,auc,tpr,fdr,precision,recall,sparsity,n_selected,selection_f1,selection_accuracy,fold,train_time,best_alpha,sign_accuracy,best_gamma,cv_score
1.0,1.0,3,AdaptiveLassoCV (fixed),adaptive_lasso_cv,True,0.8333333333333334,0.8484848484848485,0.9525462962962963,0.15,0.0,1.0,0.15,0.994,3,0.2608695652173913,0.966,0,2.7157227993011475,10.0,1.0,2.0,-0.9577033287867345
1.0,1.0,4,AdaptiveLassoCV (fixed),adaptive_lasso_cv,True,0.8166666666666667,0.7843137254901961,0.9688888888888889,0.15,0.0,1.0,0.15,0.994,3,0.2608695652173913,0.966,0,2.8669936656951904,10.0,1.0,2.0,-0.9050961543081799
1.0,1.0,5,AdaptiveLassoCV (fixed),adaptive_lasso_cv,True,0.8666666666666667,0.8518518518518519,0.9677419354838709,0.25,0.0,1.0,0.25,0.99,5,0.4,0.97,0,2.7385051250457764,10.0,1.0,2.0,-0.9595151314734649
1.0,1.0,6,AdaptiveLassoCV (fixed),adaptive_lasso_cv,True,0.9833333333333333,0.9850746268656716,0.998868778280543,0.25,0.0,1.0,0.25,0.99,5,0.4,0.97,0,2.722282886505127,10.0,1.0,2.0,-0.9626444234777569
1.0,1.0,7,AdaptiveLassoCV (fixed),adaptive_lasso_cv,True,0.7666666666666667,0.6818181818181818,0.9408482142857143,0.1,0.0,1.0,0.1,0.996,2,0.18181818181818182,0.964,0,2.912653923034668,10.0,1.0,2.0,-0.9205483255338327
1.0,1.0,8,AdaptiveLassoCV (fixed),adaptive_lasso_cv,True,0.9833333333333333,0.9811320754716981,0.9966329966329966,0.2,0.0,1.0,0.2,0.992,4,0.33333333333333337,0.968,0,2.7443745136260986,10.0,1.0,2.0,-0.9303481590872895
1.0,1.0,9,AdaptiveLassoCV (fixed),adaptive_lasso_cv,True,0.8666666666666667,0.8181818181818181,0.8721719457013575,0.1,0.0,1.0,0.1,0.996,2,0.18181818181818182,0.964,0,2.875541925430298,10.0,1.0,2.0,-0.9441895820584371
1.0,1.0,10,AdaptiveLassoCV (fixed),adaptive_lasso_cv,True,0.8833333333333333,0.8679245283018867,0.9799777530589544,0.15,0.0,1.0,0.15,0.994,3,0.2608695652173913,0.966,0,2.98294734954834,10.0,1.0,2.0,-0.9148634543068905
1.0,1.0,11,AdaptiveLassoCV (fixed),adaptive_lasso_cv,True,0.85,0.8474576271186441,1.0,0.25,0.0,1.0,0.25,0.99,5,0.4,0.97,0,2.7360029220581055,10.0,1.0,2.0,-0.9532942709464448
1.0,1.0,12,AdaptiveLassoCV (fixed),adaptive_lasso_cv,True,0.9,0.9210526315789475,0.9865689865689866,0.15,0.0,1.0,0.15,0.994,3,0.2608695652173913,0.966,0,2.7530150413513184,10.0,1.0,2.0,-0.9926141759475092
1.0,1.0,13,AdaptiveLassoCV (fixed),adaptive_lasso_cv,True,0.9,0.8695652173913043,0.9908571428571428,0.2,0.0,1.0,0.2,0.992,4,0.33333333333333337,0.968,0,2.9707844257354736,10.0,1.0,2.0,-0.9014313848780432
1.0,1.0,14,AdaptiveLassoCV (fixed),adaptive_lasso_cv,True,0.95,0.9433962264150944,0.9966329966329966,0.25,0.0,1.0,0.25,0.99,5,0.4,0.97,0,2.7355968952178955,10.0,1.0,2.0,-0.9539309933222977
1.0,1.0,15,AdaptiveLassoCV (fixed),adaptive_lasso_cv,True,0.85,0.823529411764706,0.9766407119021134,0.2,0.0,1.0,0.2,0.992,4,0.33333333333333337,0.968,0,2.718187093734741,10.0,1.0,2.0,-0.930360622767117
1.0,1.0,16,AdaptiveLassoCV (fixed),adaptive_lasso_cv,True,0.9333333333333333,0.923076923076923,0.9810267857142857,0.15,0.0,1.0,0.15,0.994,3,0.2608695652173913,0.966,0,2.687981605529785,10.0,1.0,2.0,-0.9640712326933164
1.0,1.0,17,AdaptiveLassoCV (fixed),adaptive_lasso_cv,True,0.9166666666666666,0.9152542372881356,0.9899888765294772,0.3,0.0,1.0,0.3,0.988,6,0.4615384615384615,0.972,0,2.7610771656036377,10.0,1.0,2.0,-0.9522508452363526
1.0,1.0,18,AdaptiveLassoCV (fixed),adaptive_lasso_cv,True,0.9,0.8695652173913044,0.998868778280543,0.3,0.0,1.0,0.3,0.988,6,0.4615384615384615,0.972,0,2.684624671936035,10.0,1.0,2.0,-0.9274949269731879
1.0,1.0,19,AdaptiveLassoCV (fixed),adaptive_lasso_cv,True,0.85,0.847457627118644,0.9633333333333334,0.25,0.0,1.0,0.25,0.99,5,0.4,0.97,0,2.7452127933502197,10.0,1.0,2.0,-0.9888365877949212
2.0,0.5,0,AdaptiveLassoCV (fixed),adaptive_lasso_cv,True,0.9666666666666667,0.9655172413793104,0.9955555555555555,0.25,0.0,1.0,0.25,0.99,5,0.4,0.97,0,2.976888656616211,10.0,1.0,2.0,-0.9249508695944424
2.0,0.5,1,AdaptiveLassoCV (fixed),adaptive_lasso_cv,True,0.95,0.9565217391304348,0.9965277777777778,0.15,0.0,1.0,0.15,0.994,3,0.2608695652173913,0.966,0,2.7949767112731934,10.0,1.0,2.0,-0.9568191814702507
2.0,0.5,2,AdaptiveLassoCV (fixed),adaptive_lasso_cv,True,0.9833333333333333,0.9811320754716981,1.0,0.2,0.0,1.0,0.2,0.992,4,0.33333333333333337,0.968,0,2.772625684738159,10.0,1.0,2.0,-0.9218845299920355
2.0,0.5,3,AdaptiveLassoCV (fixed),adaptive_lasso_cv,True,0.8333333333333334,0.8387096774193549,0.9657142857142857,0.15,0.0,1.0,0.15,0.994,3,0.2608695652173913,0.966,0,2.757380485534668,10.0,1.0,2.0,-0.9669618894256576
2.0,0.5,4,AdaptiveLassoCV (fixed),adaptive_lasso_cv,True,0.75,0.6938775510204082,0.9599555061179088,0.15,0.0,1.0,0.15,0.994,3,0.2608695652173913,0.966,0,2.9834399223327637,10.0,1.0,2.0,-0.9066841044589834
2.0,0.5,5,AdaptiveLassoCV (fixed),adaptive_lasso_cv,True,0.9333333333333333,0.9333333333333333,0.9966517857142857,0.2,0.0,1.0,0.2,0.992,4,0.33333333333333337,0.968,0,2.7776007652282715,10.0,1.0,2.0,-0.9647944127631627
2.0,0.5,6,AdaptiveLassoCV (fixed),adaptive_lasso_cv,True,0.9166666666666666,0.9180327868852458,1.0,0.2,0.0,1.0,0.2,0.992,4,0.33333333333333337,0.968,0,2.7334301471710205,10.0,1.0,2.0,-0.9711471244804578
2.0,0.5,7,AdaptiveLassoCV (fixed),adaptive_lasso_cv,True,0.8666666666666667,0.8181818181818181,0.9886877828054298,0.2,0.0,1.0,0.2,0.992,4,0.33333333333333337,0.968,0,2.9718544483184814,10.0,1.0,2.0,-0.8919603749712446
2.0,0.5,8,AdaptiveLassoCV (fixed),adaptive_lasso_cv,True,0.9666666666666667,0.962962962962963,0.9821428571428572,0.35,0.0,1.0,0.35,0.986,7,0.5185185185185185,0.974,0,2.7712159156799316,10.0,1.0,2.0,-0.9491615898266978
2.0,0.5,9,AdaptiveLassoCV (fixed),adaptive_lasso_cv,True,0.9166666666666666,0.8936170212765957,0.9807692307692308,0.2,0.0,1.0,0.2,0.992,4,0.33333333333333337,0.968,0,2.829482078552246,10.0,1.0,2.0,-0.9508736879433087
2.0,0.5,10,AdaptiveLassoCV (fixed),adaptive_lasso_cv,True,0.8833333333333333,0.8571428571428571,0.9508928571428572,0.2,0.0,1.0,0.2,0.992,4,0.33333333333333337,0.968,0,2.946094512939453,10.0,1.0,2.0,-0.9128263863245714
2.0,0.5,11,AdaptiveLassoCV (fixed),adaptive_lasso_cv,True,0.8666666666666667,0.8620689655172413,0.9955106621773289,0.15,0.0,1.0,0.15,0.994,3,0.2608695652173913,0.966,0,2.7627854347229004,10.0,1.0,2.0,-0.9700573038073038
2.0,0.5,12,AdaptiveLassoCV (fixed),adaptive_lasso_cv,True,0.75,0.7945205479452054,0.8793324775353017,0.15,0.0,1.0,0.15,0.994,3,0.2608695652173913,0.966,0,2.7648122310638428,10.0,1.0,2.0,-0.945993087226783
2.0,0.5,13,AdaptiveLassoCV (fixed),adaptive_lasso_cv,True,0.8666666666666667,0.846153846153846,0.9655555555555555,0.15,0.0,1.0,0.15,0.994,3,0.2608695652173913,0.966,0,2.954169988632202,10.0,1.0,2.0,-0.958825555282077
2.0,0.5,14,AdaptiveLassoCV (fixed),adaptive_lasso_cv,True,0.9,0.8928571428571429,0.9866666666666667,0.25,0.0,1.0,0.25,0.99,5,0.4,0.97,0,2.742494583129883,10.0,1.0,2.0,-0.9356725040257649
2.0,0.5,15,AdaptiveLassoCV (fixed),adaptive_lasso_cv,True,0.9333333333333333,0.9259259259259259,0.9977753058954394,0.25,0.0,1.0,0.25,0.99,5,0.4,0.97,0,2.76811146736145,10.0,1.0,2.0,-0.9061459339774556
2.0,0.5,16,AdaptiveLassoCV (fixed),adaptive_lasso_cv,True,0.9333333333333333,0.923076923076923,0.9877232142857143,0.3,0.0,1.0,0.3,0.988,6,0.4615384615384615,0.972,0,2.722656011581421,10.0,1.0,2.0,-0.9502916527916527
2.0,0.5,17,AdaptiveLassoCV (fixed),adaptive_lasso_cv,True,0.8666666666666667,0.8620689655172413,0.9732142857142858,0.25,0.0,1.0,0.25,0.99,5,0.4,0.97,0,2.754303216934204,10.0,1.0,2.0,-0.9486162840954113
2.0,0.5,18,AdaptiveLassoCV (fixed),adaptive_lasso_cv,True,0.85,0.8,0.9943883277216611,0.25,0.0,1.0,0.25,0.99,5,0.4,0.97,0,2.720965623855591,10.0,1.0,2.0,-0.9414048997231846
2.0,0.5,19,AdaptiveLassoCV (fixed),adaptive_lasso_cv,True,0.9666666666666667,0.9655172413793104,0.9977777777777778,0.15,0.0,1.0,0.15,0.994,3,0.2608695652173913,0.966,0,2.7380189895629883,10.0,1.0,2.0,-0.987082787984962
3.0,0.33,0,AdaptiveLassoCV (fixed),adaptive_lasso_cv,True,0.8,0.793103448275862,0.8944444444444445,0.15,0.0,1.0,0.15,0.994,3,0.2608695652173913,0.966,0,2.982354164123535,10.0,1.0,2.0,-0.9226488755413437
3.0,0.33,1,AdaptiveLassoCV (fixed),adaptive_lasso_cv,True,0.9,0.909090909090909,0.9725714285714285,0.15,0.0,1.0,0.15,0.994,3,0.2608695652173913,0.966,0,2.8294427394866943,10.0,1.0,2.0,-0.9554470580412608
3.0,0.33,2,AdaptiveLassoCV (fixed),adaptive_lasso_cv,True,0.8833333333333333,0.8727272727272727,0.9341517857142857,0.25,0.0,1.0,0.25,0.99,5,0.4,0.97,0,2.8411242961883545,10.0,1.0,2.0,-0.914001429683139
3.0,0.33,3,AdaptiveLassoCV (fixed),adaptive_lasso_cv,True,0.7833333333333333,0.7936507936507937,0.8822857142857143,0.1,0.0,1.0,0.1,0.996,2,0.18181818181818182,0.964,0,3.0160281658172607,10.0,1.0,2.0,-0.8920417017096334
3.0,0.33,4,AdaptiveLassoCV (fixed),adaptive_lasso_cv,True,0.75,0.6666666666666667,0.9310344827586208,0.15,0.0,1.0,0.15,0.994,3,0.2608695652173913,0.966,0,2.929359197616577,10.0,1.0,2.0,-0.9259525691699606
3.0,0.33,5,AdaptiveLassoCV (fixed),adaptive_lasso_cv,True,0.8666666666666667,0.8518518518518519,0.9833147942157954,0.15,0.0,1.0,0.15,0.994,3,0.2608695652173913,0.966,0,2.774984121322632,10.0,1.0,2.0,-0.9490459656084657
3.0,0.33,6,AdaptiveLassoCV (fixed),adaptive_lasso_cv,True,0.9166666666666666,0.9180327868852458,1.0,0.15,0.0,1.0,0.15,0.994,3,0.2608695652173913,0.966,0,2.7688424587249756,10.0,1.0,2.0,-0.9706437389770723
3.0,0.33,7,AdaptiveLassoCV (fixed),adaptive_lasso_cv,True,0.8166666666666667,0.7555555555555556,0.898989898989899,0.15,0.0,1.0,0.15,0.994,3,0.2608695652173913,0.966,0,3.050403118133545,10.0,1.0,2.0,-0.8998329238483503
3.0,0.33,8,AdaptiveLassoCV (fixed),adaptive_lasso_cv,True,0.9666666666666667,0.9600000000000001,0.9898190045248869,0.25,0.0,1.0,0.25,0.99,5,0.4,0.97,0,2.8090152740478516,10.0,1.0,2.0,-0.9322079669946015
3.0,0.33,9,AdaptiveLassoCV (fixed),adaptive_lasso_cv,True,0.8833333333333333,0.8444444444444444,0.9699074074074074,0.25,0.0,1.0,0.25,0.99,5,0.4,0.97,0,2.8906455039978027,10.0,1.0,2.0,-0.9103565632772412
3.0,0.33,10,AdaptiveLassoCV (fixed),adaptive_lasso_cv,True,0.9,0.8750000000000001,0.9539842873176207,0.25,0.0,1.0,0.25,0.99,5,0.4,0.97,0,3.003394603729248,10.0,1.0,2.0,-0.933212811997725
3.0,0.33,11,AdaptiveLassoCV (fixed),adaptive_lasso_cv,True,0.9,0.896551724137931,0.9988839285714286,0.2,0.0,1.0,0.2,0.992,4,0.33333333333333337,0.968,0,2.750401258468628,10.0,1.0,2.0,-0.95719201323368
3.0,0.33,12,AdaptiveLassoCV (fixed),adaptive_lasso_cv,True,0.8833333333333333,0.9090909090909091,0.955,0.35,0.0,1.0,0.35,0.986,7,0.5185185185185185,0.974,0,2.9486351013183594,10.0,1.0,2.0,-0.9359106882114128
3.0,0.33,13,AdaptiveLassoCV (fixed),adaptive_lasso_cv,True,0.8166666666666667,0.7755102040816326,0.8765432098765432,0.15,0.0,1.0,0.15,0.994,3,0.2608695652173913,0.966,0,2.914278507232666,10.0,1.0,2.0,-0.9441354190629552
3.0,0.33,14,AdaptiveLassoCV (fixed),adaptive_lasso_cv,True,0.8833333333333333,0.8813559322033898,0.9640852974186308,0.25,0.0,1.0,0.25,0.99,5,0.4,0.97,0,2.8020379543304443,10.0,1.0,2.0,-0.887609970477724
3.0,0.33,15,AdaptiveLassoCV (fixed),adaptive_lasso_cv,True,0.85,0.8235294117647058,0.9933333333333334,0.15,0.0,1.0,0.15,0.994,3,0.2608695652173913,0.966,0,2.79948353767395,10.0,1.0,2.0,-0.9598173369455625
3.0,0.33,16,AdaptiveLassoCV (fixed),adaptive_lasso_cv,True,0.9166666666666666,0.9090909090909091,0.9855555555555556,0.2,0.0,1.0,0.2,0.992,4,0.33333333333333337,0.968,0,2.742607355117798,10.0,1.0,2.0,-0.9515867346814867
3.0,0.33,17,AdaptiveLassoCV (fixed),adaptive_lasso_cv,True,0.9166666666666666,0.9122807017543859,0.9833147942157954,0.2,0.0,1.0,0.2,0.992,4,0.33333333333333337,0.968,0,2.7645483016967773,10.0,1.0,2.0,-0.9364109347442682
3.0,0.33,18,AdaptiveLassoCV (fixed),adaptive_lasso_cv,True,0.8666666666666667,0.8260869565217391,0.9932659932659932,0.25,0.0,1.0,0.25,0.99,5,0.4,0.97,0,2.759564161300659,10.0,1.0,2.0,-0.9048472870898007
3.0,0.33,19,AdaptiveLassoCV (fixed),adaptive_lasso_cv,True,0.9166666666666666,0.9152542372881356,0.9822222222222222,0.2,0.0,1.0,0.2,0.992,4,0.33333333333333337,0.968,0,2.778829574584961,10.0,1.0,2.0,-0.966938127090301
0.5,2.0,0,LogisticRegressionCV,logistic_regression_cv,True,0.95,0.9523809523809523,0.9732142857142857,0.75,0.7,0.3,0.75,0.9,50,0.4285714285714285,0.92,0,40.90309476852417,,1.0,,
0.5,2.0,1,LogisticRegressionCV,logistic_regression_cv,True,1.0,1.0,1.0,0.65,0.0,1.0,0.65,0.974,13,0.787878787878788,0.986,0,33.65384578704834,,1.0,,
0.5,2.0,2,LogisticRegressionCV,logistic_regression_cv,True,1.0,1.0,1.0,0.8,0.0,1.0,0.8,0.968,16,0.888888888888889,0.992,0,33.95369338989258,,1.0,,
0.5,2.0,3,LogisticRegressionCV,logistic_regression_cv,True,0.9833333333333333,0.9859154929577464,1.0,0.7,0.0,1.0,0.7,0.972,14,0.8235294117647058,0.988,0,34.18150806427002,,1.0,,
0.5,2.0,4,LogisticRegressionCV,logistic_regression_cv,True,0.9833333333333333,0.9836065573770492,1.0,0.9,0.0,1.0,0.9,0.964,18,0.9473684210526316,0.996,0,37.89838743209839,,1.0,,
0.5,2.0,5,LogisticRegressionCV,logistic_regression_cv,True,1.0,1.0,1.0,0.8,0.0,1.0,0.8,0.968,16,0.888888888888889,0.992,0,32.19252061843872,,1.0,,
0.5,2.0,6,LogisticRegressionCV,logistic_regression_cv,True,1.0,1.0,1.0,0.95,0.0,1.0,0.95,0.962,19,0.9743589743589743,0.998,0,27.088839054107666,,1.0,,
0.5,2.0,7,LogisticRegressionCV,logistic_regression_cv,True,0.9666666666666667,0.9615384615384615,0.9943883277216611,0.65,0.5,0.5,0.65,0.948,26,0.5652173913043479,0.96,0,33.60919499397278,,1.0,,
0.5,2.0,8,LogisticRegressionCV,logistic_regression_cv,True,1.0,1.0,1.0,0.8,0.0,1.0,0.8,0.968,16,0.888888888888889,0.992,0,29.763236045837402,,1.0,,
0.5,2.0,9,LogisticRegressionCV,logistic_regression_cv,True,1.0,1.0,1.0,0.7,0.0,1.0,0.7,0.972,14,0.8235294117647058,0.988,0,27.408283233642578,,1.0,,
0.5,2.0,10,LogisticRegressionCV,logistic_regression_cv,True,1.0,1.0,1.0,0.55,0.0,1.0,0.55,0.978,11,0.7096774193548387,0.982,0,30.64519429206848,,1.0,,
0.5,2.0,11,LogisticRegressionCV,logistic_regression_cv,True,1.0,1.0,1.0,0.75,0.0,1.0,0.75,0.97,15,0.8571428571428571,0.99,0,32.51833391189575,,1.0,,
0.5,2.0,12,LogisticRegressionCV,logistic_regression_cv,True,1.0,1.0,1.0,0.85,0.0,1.0,0.85,0.966,17,0.9189189189189189,0.994,0,30.99662947654724,,1.0,,
0.5,2.0,13,LogisticRegressionCV,logistic_regression_cv,True,0.9833333333333333,0.9795918367346939,1.0,0.65,0.3157894736842105,0.6842105263157895,0.65,0.962,19,0.6666666666666667,0.974,0,30.48451018333435,,1.0,,
0.5,2.0,14,LogisticRegressionCV,logistic_regression_cv,True,1.0,1.0,1.0,0.6,0.0,1.0,0.6,0.976,12,0.7499999999999999,0.984,0,30.07076334953308,,1.0,,
0.5,2.0,15,LogisticRegressionCV,logistic_regression_cv,True,1.0,1.0,1.0,0.65,0.0,1.0,0.65,0.974,13,0.787878787878788,0.986,0,29.607789993286133,,1.0,,
0.5,2.0,16,LogisticRegressionCV,logistic_regression_cv,True,1.0,1.0,1.0,0.65,0.0,1.0,0.65,0.974,13,0.787878787878788,0.986,0,27.293755054473877,,1.0,,
0.5,2.0,17,LogisticRegressionCV,logistic_regression_cv,True,1.0,1.0,1.0,0.8,0.0,1.0,0.8,0.968,16,0.888888888888889,0.992,0,32.20498466491699,,1.0,,
0.5,2.0,18,LogisticRegressionCV,logistic_regression_cv,True,1.0,1.0,1.0,0.55,0.0,1.0,0.55,0.978,11,0.7096774193548387,0.982,0,32.43275690078735,,1.0,,
0.5,2.0,19,LogisticRegressionCV,logistic_regression_cv,True,1.0,1.0,1.0,0.8,0.0,1.0,0.8,0.968,16,0.888888888888889,0.992,0,29.676534414291382,,1.0,,
1.0,1.0,0,LogisticRegressionCV,logistic_regression_cv,True,0.9833333333333333,0.983050847457627,0.9944444444444445,0.7,0.0,1.0,0.7,0.972,14,0.8235294117647058,0.988,0,37.330241441726685,,1.0,,
1.0,1.0,1,LogisticRegressionCV,logistic_regression_cv,True,1.0,1.0,1.0,0.65,0.0,1.0,0.65,0.974,13,0.787878787878788,0.986,0,32.25507211685181,,1.0,,
1.0,1.0,2,LogisticRegressionCV,logistic_regression_cv,True,1.0,1.0,1.0,1.0,0.3939393939393939,0.6060606060606061,1.0,0.9339999999999999,33,0.7547169811320755,0.974,0,35.85799980163574,,1.0,,
1.0,1.0,3,LogisticRegressionCV,logistic_regression_cv,True,1.0,1.0,1.0,0.7,0.0,1.0,0.7,0.972,14,0.8235294117647058,0.988,0,32.533419609069824,,1.0,,
1.0,1.0,4,LogisticRegressionCV,logistic_regression_cv,True,0.9833333333333333,0.9836065573770492,0.9988888888888889,0.55,0.0,1.0,0.55,0.978,11,0.7096774193548387,0.982,0,37.725789070129395,,1.0,,
1.0,1.0,5,LogisticRegressionCV,logistic_regression_cv,True,1.0,1.0,1.0,0.55,0.0,1.0,0.55,0.978,11,0.7096774193548387,0.982,0,33.94311761856079,,1.0,,
1.0,1.0,6,LogisticRegressionCV,logistic_regression_cv,True,1.0,1.0,1.0,0.95,0.09523809523809523,0.9047619047619048,0.95,0.958,21,0.9268292682926829,0.994,0,27.267975091934204,,1.0,,
1.0,1.0,7,LogisticRegressionCV,logistic_regression_cv,True,0.9333333333333333,0.9259259259259259,0.9609375000000001,0.65,0.0,1.0,0.65,0.974,13,0.787878787878788,0.986,0,36.24371004104614,,1.0,,
1.0,1.0,8,LogisticRegressionCV,logistic_regression_cv,True,1.0,1.0,1.0,0.6,0.0,1.0,0.6,0.976,12,0.7499999999999999,0.984,0,29.78303050994873,,1.0,,
1.0,1.0,9,LogisticRegressionCV,logistic_regression_cv,True,0.9666666666666667,0.9615384615384616,0.998868778280543,0.55,0.0,1.0,0.55,0.978,11,0.7096774193548387,0.982,0,32.02300691604614,,1.0,,
1.0,1.0,10,LogisticRegressionCV,logistic_regression_cv,True,0.9833333333333333,0.9824561403508771,1.0,0.6,0.0,1.0,0.6,0.976,12,0.7499999999999999,0.984,0,36.66652226448059,,1.0,,
1.0,1.0,11,LogisticRegressionCV,logistic_regression_cv,True,1.0,1.0,1.0,0.8,0.0,1.0,0.8,0.968,16,0.888888888888889,0.992,0,30.7845721244812,,1.0,,
1.0,1.0,12,LogisticRegressionCV,logistic_regression_cv,True,1.0,1.0,1.0,0.8,0.0,1.0,0.8,0.968,16,0.888888888888889,0.992,0,29.707334756851196,,1.0,,
1.0,1.0,13,LogisticRegressionCV,logistic_regression_cv,True,1.0,1.0,1.0,0.65,0.07142857142857142,0.9285714285714286,0.65,0.972,14,0.7647058823529412,0.984,0,32.60395646095276,,1.0,,
1.0,1.0,14,LogisticRegressionCV,logistic_regression_cv,True,1.0,1.0,1.0,0.85,0.0,1.0,0.85,0.966,17,0.9189189189189189,0.994,0,32.11552715301514,,1.0,,
1.0,1.0,15,LogisticRegressionCV,logistic_regression_cv,True,1.0,1.0,1.0,0.8,0.0,1.0,0.8,0.968,16,0.888888888888889,0.992,0,33.15490221977234,,1.0,,
1.0,1.0,16,LogisticRegressionCV,logistic_regression_cv,True,1.0,1.0,1.0,0.65,0.0,1.0,0.65,0.974,13,0.787878787878788,0.986,0,29.003158569335938,,1.0,,
1.0,1.0,17,LogisticRegressionCV,logistic_regression_cv,True,0.9833333333333333,0.9841269841269841,1.0,0.6,0.0,1.0,0.6,0.976,12,0.7499999999999999,0.984,0,32.366416215896606,,1.0,,
1.0,1.0,18,LogisticRegressionCV,logistic_regression_cv,True,1.0,1.0,1.0,0.7,0.0,1.0,0.7,0.972,14,0.8235294117647058,0.988,0,33.91532325744629,,1.0,,
1.0,1.0,19,LogisticRegressionCV,logistic_regression_cv,True,1.0,1.0,1.0,0.8,0.0,1.0,0.8,0.968,16,0.888888888888889,0.992,0,30.901647806167603,,1.0,,
2.0,0.5,0,LogisticRegressionCV,logistic_regression_cv,True,0.9833333333333333,0.983050847457627,0.9966666666666667,0.65,0.0,1.0,0.65,0.974,13,0.787878787878788,0.986,0,35.08282804489136,,1.0,,
2.0,0.5,1,LogisticRegressionCV,logistic_regression_cv,True,1.0,1.0,1.0,0.75,0.0,1.0,0.75,0.97,15,0.8571428571428571,0.99,0,34.99489879608154,,1.0,,
2.0,0.5,2,LogisticRegressionCV,logistic_regression_cv,True,1.0,1.0,1.0,1.0,0.42857142857142855,0.5714285714285714,1.0,0.9299999999999999,35,0.7272727272727273,0.97,0,36.56786298751831,,1.0,,
2.0,0.5,3,LogisticRegressionCV,logistic_regression_cv,True,1.0,1.0,1.0,0.85,0.0,1.0,0.85,0.966,17,0.9189189189189189,0.994,0,31.433515548706055,,1.0,,
2.0,0.5,4,LogisticRegressionCV,logistic_regression_cv,True,0.9833333333333333,0.9841269841269841,0.9955506117908788,0.5,0.0,1.0,0.5,0.98,10,0.6666666666666666,0.98,0,38.52112317085266,,1.0,,
2.0,0.5,5,LogisticRegressionCV,logistic_regression_cv,True,1.0,1.0,1.0,0.8,0.0,1.0,0.8,0.968,16,0.888888888888889,0.992,0,34.88125228881836,,1.0,,
2.0,0.5,6,LogisticRegressionCV,logistic_regression_cv,True,1.0,1.0,1.0,0.65,0.0,1.0,0.65,0.974,13,0.787878787878788,0.986,0,32.580520153045654,,1.0,,
2.0,0.5,7,LogisticRegressionCV,logistic_regression_cv,True,0.9833333333333333,0.9811320754716981,1.0,0.8,0.30434782608695654,0.6956521739130435,0.8,0.954,23,0.7441860465116279,0.978,0,38.039628982543945,,1.0,,
2.0,0.5,8,LogisticRegressionCV,logistic_regression_cv,True,1.0,1.0,1.0,0.75,0.0,1.0,0.75,0.97,15,0.8571428571428571,0.99,0,36.62611937522888,,1.0,,
2.0,0.5,9,LogisticRegressionCV,logistic_regression_cv,True,1.0,1.0,1.0,0.6,0.29411764705882354,0.7058823529411765,0.6,0.966,17,0.6486486486486486,0.974,0,32.38845920562744,,1.0,,
2.0,0.5,10,LogisticRegressionCV,logistic_regression_cv,True,0.9666666666666667,0.9642857142857143,0.9977678571428571,0.9,0.14285714285714285,0.8571428571428571,0.9,0.958,21,0.8780487804878048,0.99,0,40.17755746841431,,1.0,,
2.0,0.5,11,LogisticRegressionCV,logistic_regression_cv,True,1.0,1.0,1.0,0.8,0.0,1.0,0.8,0.968,16,0.888888888888889,0.992,0,35.70667338371277,,1.0,,
2.0,0.5,12,LogisticRegressionCV,logistic_regression_cv,True,1.0,1.0,1.0,0.75,0.0625,0.9375,0.75,0.968,16,0.8333333333333334,0.988,0,33.110002279281616,,1.0,,
2.0,0.5,13,LogisticRegressionCV,logistic_regression_cv,True,0.9666666666666667,0.9655172413793104,0.9722222222222222,0.5,0.0,1.0,0.5,0.98,10,0.6666666666666666,0.98,0,43.16603207588196,,1.0,,
2.0,0.5,14,LogisticRegressionCV,logistic_regression_cv,True,1.0,1.0,1.0,0.85,0.0,1.0,0.85,0.966,17,0.9189189189189189,0.994,0,33.93678045272827,,1.0,,
2.0,0.5,15,LogisticRegressionCV,logistic_regression_cv,True,1.0,1.0,1.0,0.85,0.0,1.0,0.85,0.966,17,0.9189189189189189,0.994,0,37.76614212989807,,1.0,,
2.0,0.5,16,LogisticRegressionCV,logistic_regression_cv,True,1.0,1.0,1.0,0.7,0.0,1.0,0.7,0.972,14,0.8235294117647058,0.988,0,31.908639192581177,,1.0,,
2.0,0.5,17,LogisticRegressionCV,logistic_regression_cv,True,1.0,1.0,1.0,1.0,0.5454545454545454,0.45454545454545453,1.0,0.912,44,0.625,0.952,0,37.74431252479553,,1.0,,
2.0,0.5,18,LogisticRegressionCV,logistic_regression_cv,True,1.0,1.0,1.0,0.85,0.05555555555555555,0.9444444444444444,0.85,0.964,18,0.8947368421052632,0.992,0,35.38403916358948,,1.0,,
2.0,0.5,19,LogisticRegressionCV,logistic_regression_cv,True,1.0,1.0,1.0,0.65,0.0,1.0,0.65,0.974,13,0.787878787878788,0.986,0,38.84495711326599,,1.0,,
3.0,0.33,0,LogisticRegressionCV,logistic_regression_cv,True,0.9666666666666667,0.9666666666666667,0.9944444444444445,0.55,0.0,1.0,0.55,0.978,11,0.7096774193548387,0.982,0,35.32496452331543,,1.0,,
3.0,0.33,1,LogisticRegressionCV,logistic_regression_cv,True,0.9833333333333333,0.9859154929577464,1.0,0.75,0.0,1.0,0.75,0.97,15,0.8571428571428571,0.99,0,37.68603229522705,,1.0,,
3.0,0.33,2,LogisticRegressionCV,logistic_regression_cv,True,1.0,1.0,1.0,0.8,0.058823529411764705,0.9411764705882353,0.8,0.966,17,0.8648648648648648,0.99,0,38.38113594055176,,1.0,,
