experiment_id,experiment_name,family,sigma,avg_mse,avg_accuracy,avg_auc,avg_tpr,avg_fdr,avg_f1,avg_n_selected,avg_est_error,avg_time_seconds
exp1,高维成对相关稀疏回归,gaussian,0.5,4.965780099632728,nan,nan,1.0,0.8222599175246975,0.2992519218190932,121.0,0.019403234011176766,1.7273906866709392
exp1,高维成对相关稀疏回归,gaussian,1.0,5.669960156200116,nan,nan,1.0,0.7768722890852837,0.36482856819248255,89.66666666666667,0.015820781152635976,1.2871603965759277
exp1,高维成对相关稀疏回归,gaussian,2.5,12.475030398703844,nan,nan,0.9333333333333332,0.776829268292683,0.36007130124777187,84.0,0.021547346566398857,1.159778356552124
