sigma,snr,model,f1_mean,f1_std,mse_mean,mse_std,tpr_mean,tpr_std,fdr_mean,fdr_std,precision_mean,precision_std,recall_mean,recall_std,r2_mean,r2_std
0.5,2.0,AdaptiveFlippedLassoCV,0.2773,0.0548,1.4145,0.374,0.616,0.2397,0.6737,0.1646,0.3263,0.1646,0.616,0.2397,0.5389,0.125
1.0,1.0,AdaptiveFlippedLassoCV,0.2031,0.0508,2.7961,0.2152,0.158,0.0653,0.3898,0.1499,0.6102,0.1499,0.158,0.0653,0.257,0.0474
2.0,0.5,AdaptiveFlippedLassoCV,0.124,0.0401,5.8267,0.4683,0.077,0.0302,0.406,0.1479,0.594,0.1479,0.077,0.0302,0.1157,0.0444
5.0,0.2,AdaptiveFlippedLassoCV,0.0607,0.0502,27.1518,2.3848,0.042,0.0352,0.5093,0.2456,0.1707,0.1489,0.042,0.0352,-0.0214,0.0108
10.0,0.1,AdaptiveFlippedLassoCV,0.0161,0.0205,100.9316,9.0783,0.011,0.0137,0.3347,0.2921,0.0453,0.0618,0.011,0.0137,-0.0251,0.0171
