sigma,snr,model,f1_mean,f1_std,mse_mean,mse_std,tpr_mean,tpr_std,fdr_mean,fdr_std,precision_mean,precision_std,recall_mean,recall_std,r2_mean,r2_std
0.5,2.0,AdaptiveFlippedLassoCV,0.8704,0.0299,0.6188,0.1086,1.0,0.0,0.2285,0.0471,0.7715,0.0471,1.0,0.0,0.997,0.0007
1.0,1.0,AdaptiveFlippedLassoCV,0.8375,0.0258,1.4673,0.327,1.0,0.0,0.279,0.0379,0.721,0.0379,1.0,0.0,0.9929,0.0017
2.0,0.5,AdaptiveFlippedLassoCV,0.8613,0.0554,5.026,1.1462,1.0,0.0,0.2404,0.0851,0.7596,0.0851,1.0,0.0,0.9758,0.0057
5.0,0.2,AdaptiveFlippedLassoCV,0.6858,0.0696,31.7227,7.779,0.99,0.0224,0.4722,0.0806,0.5278,0.0806,0.99,0.0224,0.8595,0.0352
10.0,0.1,AdaptiveFlippedLassoCV,0.5259,0.1205,139.9351,27.2107,0.84,0.0652,0.6053,0.1268,0.3947,0.1268,0.84,0.0652,0.5297,0.085
